Genus,total_genus,Source,Gene,number,total
Acinetobacter,28242,Spice/Herbs,ter,,
Acinetobacter,28242,Nuts/Seeds,acr,,
Acinetobacter,28242,Nuts/Seeds,ars,,
Acinetobacter,28242,Nuts/Seeds,cad,,
Acinetobacter,28242,Nuts/Seeds,chr,,
Acinetobacter,28242,Nuts/Seeds,cnr,,
Acinetobacter,28242,Nuts/Seeds,cop,,
Acinetobacter,28242,Nuts/Seeds,cue,,
Acinetobacter,28242,Nuts/Seeds,dps,,
Acinetobacter,28242,Nuts/Seeds,fie,,
Acinetobacter,28242,Nuts/Seeds,gol,,
Acinetobacter,28242,Nuts/Seeds,kla,,
Acinetobacter,28242,Nuts/Seeds,mco,,
Acinetobacter,28242,Nuts/Seeds,mer,,
Acinetobacter,28242,Nuts/Seeds,mrd,,
Acinetobacter,28242,Nuts/Seeds,mre,,
Acinetobacter,28242,Nuts/Seeds,ncc,,
Acinetobacter,28242,Nuts/Seeds,ncr,,
Acinetobacter,28242,Nuts/Seeds,nir,,
Acinetobacter,28242,Nuts/Seeds,nre,,
Acinetobacter,28242,Nuts/Seeds,pco,,
Acinetobacter,28242,Nuts/Seeds,sil,,
Acinetobacter,28242,Nuts/Seeds,tcr,,
Acinetobacter,28242,Nuts/Seeds,ter,,
Acinetobacter,28242,Tea,acr,,
Acinetobacter,28242,Tea,ars,,
Acinetobacter,28242,Tea,cad,,
Acinetobacter,28242,Tea,chr,,
Acinetobacter,28242,Tea,cnr,,
Acinetobacter,28242,Tea,cop,,
Acinetobacter,28242,Tea,cue,,
Acinetobacter,28242,Tea,dps,,
Acinetobacter,28242,Tea,fie,,
Acinetobacter,28242,Tea,gol,,
Acinetobacter,28242,Tea,kla,,
Acinetobacter,28242,Tea,mco,,
Acinetobacter,28242,Tea,mer,,
Acinetobacter,28242,Tea,mrd,,
Acinetobacter,28242,Tea,mre,,
Acinetobacter,28242,Tea,ncc,,
Acinetobacter,28242,Tea,ncr,,
Acinetobacter,28242,Tea,nir,,
Acinetobacter,28242,Tea,nre,,
Acinetobacter,28242,Tea,pco,,
Acinetobacter,28242,Tea,sil,,
Acinetobacter,28242,Tea,tcr,,
Acinetobacter,28242,Tea,ter,,
Acinetobacter,28242,Clinical,acr,21905,0
Acinetobacter,28242,Clinical,ars,21905,16
Acinetobacter,28242,Clinical,cad,21905,1
Acinetobacter,28242,Clinical,chr,21905,0
Acinetobacter,28242,Clinical,cnr,21905,0
Acinetobacter,28242,Clinical,cop,21905,0
Acinetobacter,28242,Clinical,cue,21905,0
Acinetobacter,28242,Clinical,dps,21905,0
Acinetobacter,28242,Clinical,fie,21905,0
Acinetobacter,28242,Clinical,gol,21905,0
Acinetobacter,28242,Clinical,kla,21905,0
Acinetobacter,28242,Clinical,mco,21905,0
Acinetobacter,28242,Clinical,mer,21905,1305
Acinetobacter,28242,Clinical,mrd,21905,0
Acinetobacter,28242,Clinical,mre,21905,0
Acinetobacter,28242,Clinical,ncc,21905,0
Acinetobacter,28242,Clinical,ncr,21905,0
Acinetobacter,28242,Clinical,nir,21905,0
Acinetobacter,28242,Clinical,nre,21905,21893
Acinetobacter,28242,Clinical,pco,21905,5
Acinetobacter,28242,Clinical,sil,21905,4
Acinetobacter,28242,Clinical,tcr,21905,0
Acinetobacter,28242,Clinical,ter,21905,1
Aeromonas,1213,Raw pet food,acr,,
Aeromonas,1213,Raw pet food,ars,,
Aeromonas,1213,Raw pet food,cad,,
Aeromonas,1213,Raw pet food,chr,,
Aeromonas,1213,Raw pet food,cnr,,
Aeromonas,1213,Raw pet food,cop,,
Aeromonas,1213,Raw pet food,cue,,
Aeromonas,1213,Raw pet food,dps,,
Aeromonas,1213,Raw pet food,fie,,
Aeromonas,1213,Raw pet food,gol,,
Aeromonas,1213,Raw pet food,kla,,
Aeromonas,1213,Raw pet food,mco,,
Aeromonas,1213,Raw pet food,mer,,
Aeromonas,1213,Raw pet food,mrd,,
Aeromonas,1213,Raw pet food,mre,,
Aeromonas,1213,Raw pet food,ncc,,
Aeromonas,1213,Raw pet food,ncr,,
Aeromonas,1213,Raw pet food,nir,,
Aeromonas,1213,Raw pet food,nre,,
Aeromonas,1213,Raw pet food,pco,,
Aeromonas,1213,Raw pet food,sil,,
Aeromonas,1213,Raw pet food,tcr,,
Aeromonas,1213,Raw pet food,ter,,
Aeromonas,1213,Pet food,acr,,
Aeromonas,1213,Pet food,ars,,
Aeromonas,1213,Pet food,cad,,
Aeromonas,1213,Pet food,chr,,
Aeromonas,1213,Pet food,cnr,,
Aeromonas,1213,Pet food,cop,,
Aeromonas,1213,Pet food,cue,,
Aeromonas,1213,Pet food,dps,,
Aeromonas,1213,Pet food,fie,,
Aeromonas,1213,Pet food,gol,,
Aeromonas,1213,Pet food,kla,,
Aeromonas,1213,Pet food,mco,,
Aeromonas,1213,Pet food,mer,,
Aeromonas,1213,Pet food,mrd,,
Aeromonas,1213,Pet food,mre,,
Aeromonas,1213,Pet food,ncc,,
Aeromonas,1213,Pet food,ncr,,
Aeromonas,1213,Pet food,nir,,
Aeromonas,1213,Pet food,nre,,
Aeromonas,1213,Pet food,pco,,
Aeromonas,1213,Pet food,sil,,
Aeromonas,1213,Pet food,tcr,,
Aeromonas,1213,Pet food,ter,,
Aeromonas,1213,Egg,acr,,
Aeromonas,1213,Egg,ars,,
