Genus,Source,Cluster,total_source,number
Staphylococcus,Raw pet food,vanB_YXcluster,0,0
Staphylococcus,Raw pet food,vanB_cluster,0,0
Staphylococcus,Raw pet food,vanRSPt_cluster,0,0
Staphylococcus,Raw pet food,vanGZ_cluster,0,0
Staphylococcus,Raw pet food,vanG_cluster,0,0
Staphylococcus,Pet food,vanA_YXcluster,1,0
Staphylococcus,Pet food,vanA_cluster,1,0
Staphylococcus,Pet food,vanB_YXcluster,1,0
Staphylococcus,Pet food,vanB_cluster,1,0
Staphylococcus,Pet food,vanRSPt_cluster,1,0
Staphylococcus,Pet food,vanGZ_cluster,1,0
Staphylococcus,Pet food,vanG_cluster,1,0
Staphylococcus,Egg,vanA_YXcluster,0,0
Staphylococcus,Egg,vanA_cluster,0,0
Staphylococcus,Egg,vanB_YXcluster,0,0
Staphylococcus,Egg,vanB_cluster,0,0
Staphylococcus,Egg,vanRSPt_cluster,0,0
Staphylococcus,Egg,vanGZ_cluster,0,0
Staphylococcus,Egg,vanG_cluster,0,0
Staphylococcus,Fish/Seafood,vanA_YXcluster,31,0
Staphylococcus,Fish/Seafood,vanA_cluster,31,0
Staphylococcus,Fish/Seafood,vanB_YXcluster,31,0
Staphylococcus,Fish/Seafood,vanB_cluster,31,0
Staphylococcus,Fish/Seafood,vanRSPt_cluster,31,0
Staphylococcus,Fish/Seafood,vanGZ_cluster,31,0
Staphylococcus,Fish/Seafood,vanG_cluster,31,0
Staphylococcus,Multi-product,vanA_YXcluster,891,0
Staphylococcus,Multi-product,vanA_cluster,891,0
Staphylococcus,Multi-product,vanB_YXcluster,891,0
Staphylococcus,Multi-product,vanB_cluster,891,0
Staphylococcus,Multi-product,vanRSPt_cluster,891,0
Staphylococcus,Multi-product,vanGZ_cluster,891,0
Staphylococcus,Multi-product,vanG_cluster,891,0
Staphylococcus,Meat/Poultry,vanA_YXcluster,246,0
Staphylococcus,Meat/Poultry,vanA_cluster,246,0
Staphylococcus,Meat/Poultry,vanB_YXcluster,246,0
Staphylococcus,Meat/Poultry,vanB_cluster,246,0
Staphylococcus,Meat/Poultry,vanRSPt_cluster,246,0
Staphylococcus,Meat/Poultry,vanGZ_cluster,246,0
Staphylococcus,Meat/Poultry,vanG_cluster,246,0
Staphylococcus,Dairy,vanA_YXcluster,1408,0
Staphylococcus,Dairy,vanA_cluster,1408,0
Staphylococcus,Dairy,vanB_YXcluster,1408,0
Staphylococcus,Dairy,vanB_cluster,1408,0
Staphylococcus,Dairy,vanRSPt_cluster,1408,0
Staphylococcus,Dairy,vanGZ_cluster,1408,0
Staphylococcus,Dairy,vanG_cluster,1408,0
Staphylococcus,Fruit/Vegetables,vanA_YXcluster,38,0
Staphylococcus,Fruit/Vegetables,vanA_cluster,38,0
Staphylococcus,Fruit/Vegetables,vanB_YXcluster,38,0
Staphylococcus,Fruit/Vegetables,vanB_cluster,38,0
Staphylococcus,Fruit/Vegetables,vanRSPt_cluster,38,0
Staphylococcus,Fruit/Vegetables,vanGZ_cluster,38,0
Staphylococcus,Fruit/Vegetables,vanG_cluster,38,0
Staphylococcus,Clinical,vanA_YXcluster,72276,26
Staphylococcus,Clinical,vanA_cluster,72276,26
Staphylococcus,Clinical,vanB_YXcluster,72276,0
Staphylococcus,Clinical,vanB_cluster,72276,0
Staphylococcus,Clinical,vanRSPt_cluster,72276,0
Staphylococcus,Clinical,vanGZ_cluster,72276,0
Staphylococcus,Clinical,vanG_cluster,72276,0
Stenotrophomonas maltophilia,Animal feed,vanA_YXcluster,0,0
Stenotrophomonas maltophilia,Animal feed,vanA_cluster,0,0
Stenotrophomonas maltophilia,Animal feed,vanB_YXcluster,0,0
Stenotrophomonas maltophilia,Animal feed,vanB_cluster,0,0
Stenotrophomonas maltophilia,Animal feed,vanRSPt_cluster,0,0
Stenotrophomonas maltophilia,Animal feed,vanGZ_cluster,0,0
Stenotrophomonas maltophilia,Animal feed,vanG_cluster,0,0
Stenotrophomonas maltophilia,Raw pet food,vanA_YXcluster,0,0
Stenotrophomonas maltophilia,Raw pet food,vanA_cluster,0,0
Stenotrophomonas maltophilia,Raw pet food,vanB_YXcluster,0,0
Stenotrophomonas maltophilia,Raw pet food,vanB_cluster,0,0
Stenotrophomonas maltophilia,Raw pet food,vanRSPt_cluster,0,0
Stenotrophomonas maltophilia,Raw pet food,vanGZ_cluster,0,0
Stenotrophomonas maltophilia,Raw pet food,vanG_cluster,0,0
Stenotrophomonas maltophilia,Pet food,vanA_YXcluster,0,0
Stenotrophomonas maltophilia,Pet food,vanA_cluster,0,0
Stenotrophomonas maltophilia,Pet food,vanB_YXcluster,0,0
Stenotrophomonas maltophilia,Pet food,vanB_cluster,0,0
Stenotrophomonas maltophilia,Pet food,vanRSPt_cluster,0,0
Stenotrophomonas maltophilia,Pet food,vanGZ_cluster,0,0
Stenotrophomonas maltophilia,Pet food,vanG_cluster,0,0
Stenotrophomonas maltophilia,Egg,vanA_YXcluster,0,0
Stenotrophomonas maltophilia,Egg,vanA_cluster,0,0
Stenotrophomonas maltophilia,Egg,vanB_YXcluster,0,0
Stenotrophomonas maltophilia,Egg,vanB_cluster,0,0
Stenotrophomonas maltophilia,Egg,vanRSPt_cluster,0,0
Stenotrophomonas maltophilia,Egg,vanGZ_cluster,0,0
Stenotrophomonas maltophilia,Egg,vanG_cluster,0,0
Stenotrophomonas maltophilia,Fish/Seafood,vanA_YXcluster,0,0
Stenotrophomonas maltophilia,Fish/Seafood,vanA_cluster,0,0
Stenotrophomonas maltophilia,Fish/Seafood,vanB_YXcluster,0,0
Stenotrophomonas maltophilia,Fish/Seafood,vanB_cluster,0,0
Stenotrophomonas maltophilia,Fish/Seafood,vanRSPt_cluster,0,0
Stenotrophomonas maltophilia,Fish/Seafood,vanGZ_cluster,0,0
Stenotrophomonas maltophilia,Fish/Seafood,vanG_cluster,0,0
Stenotrophomonas maltophilia,Multi-product,vanA_YXcluster,0,0
Stenotrophomonas maltophilia,Multi-product,vanA_cluster,0,0
Stenotrophomonas maltophilia,Multi-product,vanB_YXcluster,0,0
Stenotrophomonas maltophilia,Multi-product,vanB_cluster,0,0
Stenotrophomonas maltophilia,Multi-product,vanRSPt_cluster,0,0
Stenotrophomonas maltophilia,Multi-product,vanGZ_cluster,0,0
Stenotrophomonas maltophilia,Multi-product,vanG_cluster,0,0
Stenotrophomonas maltophilia,Meat/Poultry,vanA_YXcluster,0,0
Stenotrophomonas maltophilia,Meat/Poultry,vanA_cluster,0,0
Stenotrophomonas maltophilia,Meat/Poultry,vanB_YXcluster,0,0
Stenotrophomonas maltophilia,Meat/Poultry,vanB_cluster,0,0
Stenotrophomonas maltophilia,Meat/Poultry,vanRSPt_cluster,0,0
Stenotrophomonas maltophilia,Meat/Poultry,vanGZ_cluster,0,0
Stenotrophomonas maltophilia,Meat/Poultry,vanG_cluster,0,0
Stenotrophomonas maltophilia,Dairy,vanA_YXcluster,0,0
Stenotrophomonas maltophilia,Dairy,vanA_cluster,0,0
Stenotrophomonas maltophilia,Dairy,vanB_YXcluster,0,0
Stenotrophomonas maltophilia,Dairy,vanB_cluster,0,0
Stenotrophomonas maltophilia,Dairy,vanRSPt_cluster,0,0
Stenotrophomonas maltophilia,Dairy,vanGZ_cluster,0,0
Stenotrophomonas maltophilia,Dairy,vanG_cluster,0,0
Stenotrophomonas maltophilia,Fruit/Vegetables,vanA_YXcluster,1,0
Stenotrophomonas maltophilia,Fruit/Vegetables,vanA_cluster,1,0
Stenotrophomonas maltophilia,Fruit/Vegetables,vanB_YXcluster,1,0
Stenotrophomonas maltophilia,Fruit/Vegetables,vanB_cluster,1,0
Stenotrophomonas maltophilia,Fruit/Vegetables,vanRSPt_cluster,1,0
Stenotrophomonas maltophilia,Fruit/Vegetables,vanGZ_cluster,1,0
Stenotrophomonas maltophilia,Fruit/Vegetables,vanG_cluster,1,0
Stenotrophomonas maltophilia,Clinical,vanA_YXcluster,872,0
Stenotrophomonas maltophilia,Clinical,vanA_cluster,872,0
Stenotrophomonas maltophilia,Clinical,vanB_YXcluster,872,0
Stenotrophomonas maltophilia,Clinical,vanB_cluster,872,0
Stenotrophomonas maltophilia,Clinical,vanRSPt_cluster,872,0
Stenotrophomonas maltophilia,Clinical,vanGZ_cluster,872,0
Stenotrophomonas maltophilia,Clinical,vanG_cluster,872,0
Vibrio,Animal feed,vanA_YXcluster,0,0
Vibrio,Animal feed,vanA_cluster,0,0
Vibrio,Animal feed,vanB_YXcluster,0,0
Vibrio,Animal feed,vanB_cluster,0,0
Vibrio,Animal feed,vanRSPt_cluster,0,0
Vibrio,Animal feed,vanGZ_cluster,0,0
Vibrio,Animal feed,vanG_cluster,0,0
Vibrio,Raw pet food,vanA_YXcluster,0,0
Vibrio,Raw pet food,vanA_cluster,0,0
Vibrio,Raw pet food,vanB_YXcluster,0,0
Vibrio,Raw pet food,vanB_cluster,0,0
Vibrio,Raw pet food,vanRSPt_cluster,0,0
Vibrio,Raw pet food,vanGZ_cluster,0,0
Vibrio,Raw pet food,vanG_cluster,0,0
Vibrio,Pet food,vanA_YXcluster,0,0
Vibrio,Pet food,vanA_cluster,0,0
Vibrio,Pet food,vanB_YXcluster,0,0
Vibrio,Pet food,vanB_cluster,0,0
Vibrio,Pet food,vanRSPt_cluster,0,0
Vibrio,Pet food,vanGZ_cluster,0,0
Vibrio,Pet food,vanG_cluster,0,0
Vibrio,Egg,vanA_YXcluster,0,0
Vibrio,Egg,vanA_cluster,0,0
Vibrio,Egg,vanB_YXcluster,0,0
Vibrio,Egg,vanB_cluster,0,0
Vibrio,Egg,vanRSPt_cluster,0,0
Vibrio,Egg,vanGZ_cluster,0,0
Vibrio,Egg,vanG_cluster,0,0
Vibrio,Fish/Seafood,vanA_YXcluster,2642,0
Vibrio,Fish/Seafood,vanA_cluster,2642,0
Vibrio,Fish/Seafood,vanB_YXcluster,2642,0
Vibrio,Fish/Seafood,vanB_cluster,2642,0
Vibrio,Fish/Seafood,vanRSPt_cluster,2642,0
Vibrio,Fish/Seafood,vanGZ_cluster,2642,0
Vibrio,Fish/Seafood,vanG_cluster,2642,0
Vibrio,Multi-product,vanA_YXcluster,469,0
Vibrio,Multi-product,vanA_cluster,469,0
Vibrio,Multi-product,vanB_YXcluster,469,0
Vibrio,Multi-product,vanB_cluster,469,0
Vibrio,Multi-product,vanRSPt_cluster,469,0
Vibrio,Multi-product,vanGZ_cluster,469,0
Vibrio,Multi-product,vanG_cluster,469,0
Vibrio,Meat/Poultry,vanA_YXcluster,13,0
Vibrio,Meat/Poultry,vanA_cluster,13,0
Vibrio,Meat/Poultry,vanB_YXcluster,13,0
Vibrio,Meat/Poultry,vanB_cluster,13,0
Vibrio,Meat/Poultry,vanRSPt_cluster,13,0
Vibrio,Meat/Poultry,vanGZ_cluster,13,0
Vibrio,Meat/Poultry,vanG_cluster,13,0
Vibrio,Dairy,vanA_YXcluster,0,0
Vibrio,Dairy,vanA_cluster,0,0
Vibrio,Dairy,vanB_YXcluster,0,0
Vibrio,Dairy,vanB_cluster,0,0
Vibrio,Dairy,vanRSPt_cluster,0,0
Vibrio,Dairy,vanGZ_cluster,0,0
Vibrio,Dairy,vanG_cluster,0,0
Vibrio,Fruit/Vegetables,vanA_YXcluster,2,0
Vibrio,Fruit/Vegetables,vanA_cluster,2,0
Vibrio,Fruit/Vegetables,vanB_YXcluster,2,0
Vibrio,Fruit/Vegetables,vanB_cluster,2,0
Vibrio,Fruit/Vegetables,vanRSPt_cluster,2,0
Vibrio,Fruit/Vegetables,vanGZ_cluster,2,0
Vibrio,Fruit/Vegetables,vanG_cluster,2,0
Vibrio,Clinical,vanA_YXcluster,6131,0
Vibrio,Clinical,vanA_cluster,6131,0
Vibrio,Clinical,vanB_YXcluster,6131,0
Vibrio,Clinical,vanB_cluster,6131,0
Vibrio,Clinical,vanRSPt_cluster,6131,0
Vibrio,Clinical,vanGZ_cluster,6131,0
Vibrio,Clinical,vanG_cluster,6131,0
