Genus,Source,Gene,number,total,Percent
Enterococcus faecium,Wastewater,tet,14,16,87.5
Enterococcus faecium,Water,tet,33,56,58.92857143
Enterococcus faecium,Tea,tet,,,
Enterococcus faecium,Clinical,van,8306,9782,84.91106113
Enterococcus faecium,Animal,van,105,495,21.21212121
Enterococcus faecium,Animal environment,van,1,1,100
Enterococcus faecium,Animal feces,van,0,42,0
Enterococcus faecium,Farm,van,1,3,33.33333333
Enterococcus faecium,Egg,van,,,
Enterococcus faecium,Farm sewage,van,,,
Enterococcus faecium,Fish/Seafood,van,2,3,66.66666667
Enterococcus faecium,Food,van,5,62,8.064516129
Enterococcus faecium,Meat,van,820,1237,66.28940986
Enterococcus faecium,Reptile,van,,,
Enterococcus faecium,Cider,van,,,
Enterococcus faecium,Dairy,van,9,44,20.45454545
Enterococcus faecium,Slaughterhouse,van,,,
Enterococcus faecium,Farm water,van,,,
Enterococcus faecium,Flour,van,,,
Enterococcus faecium,Fruit/vegetables,van,1,2,50
Enterococcus faecium,Seeds,van,,,
Enterococcus faecium,Spice_Herbs,van,0,1,0
Enterococcus faecium,Insect,van,,,
Enterococcus faecium,Nuts,van,,,
Enterococcus faecium,Plant,van,,,
Enterococcus faecium,Sewage,van,4,55,7.272727273
Enterococcus faecium,Wastewater,van,11,16,68.75
Enterococcus faecium,Water,van,4,56,7.142857143
Enterococcus faecium,Tea,van,,,
Enterococcus faecium,Clinical,gyrA,9451,9782,96.6162339
Enterococcus faecium,Animal,gyrA,42,495,8.484848485
Enterococcus faecium,Animal environment,gyrA,0,1,0
Enterococcus faecium,Animal feces,gyrA,0,42,0
Enterococcus faecium,Farm,gyrA,0,3,0
Enterococcus faecium,Egg,gyrA,,,
Enterococcus faecium,Farm sewage,gyrA,,,
Enterococcus faecium,Fish/Seafood,gyrA,1,3,33.33333333
Enterococcus faecium,Food,gyrA,0,62,0
Enterococcus faecium,Meat,gyrA,1022,1237,82.6192401
Enterococcus faecium,Reptile,gyrA,,,
Enterococcus faecium,Cider,gyrA,,,
Enterococcus faecium,Dairy,gyrA,0,44,0
Enterococcus faecium,Slaughterhouse,gyrA,,,
Enterococcus faecium,Farm water,gyrA,,,
Enterococcus faecium,Flour,gyrA,,,
Enterococcus faecium,Fruit/vegetables,gyrA,0,2,0
Enterococcus faecium,Seeds,gyrA,,,
Enterococcus faecium,Spice_Herbs,gyrA,0,1,0
Enterococcus faecium,Insect,gyrA,,,
Enterococcus faecium,Nuts,gyrA,,,
Enterococcus faecium,Plant,gyrA,,,
Enterococcus faecium,Sewage,gyrA,6,55,10.90909091
Enterococcus faecium,Wastewater,gyrA,8,16,50
Enterococcus faecium,Water,gyrA,3,56,5.357142857
Enterococcus faecium,Tea,gyrA,,,
Enterococcus faecium,Clinical,parC,9456,9782,96.66734819
Enterococcus faecium,Animal,parC,42,495,8.484848485
Enterococcus faecium,Animal environment,parC,0,1,0
Enterococcus faecium,Animal feces,parC,0,42,0
Enterococcus faecium,Farm,parC,0,3,0
Enterococcus faecium,Egg,parC,,,
Enterococcus faecium,Farm sewage,parC,,,
Enterococcus faecium,Fish/Seafood,parC,1,3,33.33333333
Enterococcus faecium,Food,parC,0,62,0
Enterococcus faecium,Meat,parC,1025,1237,82.86176233
Enterococcus faecium,Reptile,parC,,,
Enterococcus faecium,Cider,parC,,,
Enterococcus faecium,Dairy,parC,0,44,0
Enterococcus faecium,Slaughterhouse,parC,,,
Enterococcus faecium,Farm water,parC,,,
Enterococcus faecium,Flour,parC,,,
Enterococcus faecium,Fruit/vegetables,parC,0,2,0
Enterococcus faecium,Seeds,parC,,,
Enterococcus faecium,Spice_Herbs,parC,0,1,0
Enterococcus faecium,Insect,parC,,,
Enterococcus faecium,Nuts,parC,,,
Enterococcus faecium,Plant,parC,,,
Enterococcus faecium,Sewage,parC,6,55,10.90909091
Enterococcus faecium,Wastewater,parC,8,16,50
Enterococcus faecium,Water,parC,3,56,5.357142857
Enterococcus faecium,Tea,parC,,,
Enterococcus faecium,Clinical,parE,,,
Enterococcus faecium,Animal,parE,,,
Enterococcus faecium,Animal environment,parE,,,
Enterococcus faecium,Animal feces,parE,,,
Enterococcus faecium,Farm,parE,,,
Enterococcus faecium,Egg,parE,,,
Enterococcus faecium,Farm sewage,parE,,,
Enterococcus faecium,Fish/Seafood,parE,,,
Enterococcus faecium,Food,parE,,,
Enterococcus faecium,Meat,parE,,,
Enterococcus faecium,Reptile,parE,,,
Enterococcus faecium,Cider,parE,,,
Enterococcus faecium,Dairy,parE,,,
Enterococcus faecium,Slaughterhouse,parE,,,
Enterococcus faecium,Farm water,parE,,,
Enterococcus faecium,Flour,parE,,,
Enterococcus faecium,Fruit/vegetables,parE,,,
Enterococcus faecium,Seeds,parE,,,
Enterococcus faecium,Spice_Herbs,parE,,,
Enterococcus faecium,Insect,parE,,,
Enterococcus faecium,Nuts,parE,,,
Enterococcus faecium,Plant,parE,,,
Enterococcus faecium,Sewage,parE,,,
Enterococcus faecium,Wastewater,parE,,,
Enterococcus faecium,Water,parE,,,
Enterococcus faecium,Tea,parE,,,
Klebsiella,Clinical,aac(3),7454,25417,29.3268285
Klebsiella,Animal,aac(3),59,180,32.77777778
Klebsiella,Animal environment,aac(3),,,
Klebsiella,Animal feces,aac(3),3,7,42.85714286
Klebsiella,Farm,aac(3),33,58,56.89655172
Klebsiella,Egg,aac(3),1,1,100
Klebsiella,Farm sewage,aac(3),,,
Klebsiella,Fish/Seafood,aac(3),0,9,0
Klebsiella,Food,aac(3),3,22,13.63636364
Klebsiella,Meat,aac(3),1216,4159,29.23779755
Klebsiella,Reptile,aac(3),0,19,0
Klebsiella,Cider,aac(3),,,
Klebsiella,Dairy,aac(3),0,66,0
Klebsiella,Slaughterhouse,aac(3),,,
Klebsiella,Farm water,aac(3),1,2,50
Klebsiella,Flour,aac(3),,,
Klebsiella,Fruit/vegetables,aac(3),11,31,35.48387097
Klebsiella,Seeds,aac(3),,,
Klebsiella,Spice_Herbs,aac(3),2,4,50
Klebsiella,Insect,aac(3),0,5,0
Klebsiella,Nuts,aac(3),,,
Klebsiella,Plant,aac(3),0,11,0
Klebsiella,Sewage,aac(3),32,81,39.50617284
Klebsiella,Wastewater,aac(3),22,59,37.28813559
Klebsiella,Water,aac(3),31,103,30.09708738
Klebsiella,Tea,aac(3),,,
Klebsiella,Clinical,'aac(6'')-Ib-cr',6947,25417,27.33210056
Klebsiella,Animal,'aac(6'')-Ib-cr',43,180,23.88888889
Klebsiella,Animal environment,'aac(6'')-Ib-cr',,,
Klebsiella,Animal feces,'aac(6'')-Ib-cr',3,7,42.85714286
Klebsiella,Farm,'aac(6'')-Ib-cr',19,58,32.75862069
Klebsiella,Egg,'aac(6'')-Ib-cr',0,1,0
Klebsiella,Farm sewage,'aac(6'')-Ib-cr',,,
Klebsiella,Fish/Seafood,'aac(6'')-Ib-cr',2,9,22.22222222
Klebsiella,Food,'aac(6'')-Ib-cr',3,22,13.63636364
Klebsiella,Meat,'aac(6'')-Ib-cr',1191,4159,28.63669151
Klebsiella,Reptile,'aac(6'')-Ib-cr',0,19,0
Klebsiella,Cider,'aac(6'')-Ib-cr',,,
Klebsiella,Dairy,'aac(6'')-Ib-cr',1,66,1.515151515
Klebsiella,Slaughterhouse,'aac(6'')-Ib-cr',,,
Klebsiella,Farm water,'aac(6'')-Ib-cr',1,2,50
Klebsiella,Flour,'aac(6'')-Ib-cr',,,
Klebsiella,Fruit/vegetables,'aac(6'')-Ib-cr',16,31,51.61290323
Klebsiella,Seeds,'aac(6'')-Ib-cr',,,
Klebsiella,Spice_Herbs,'aac(6'')-Ib-cr',2,4,50
Klebsiella,Insect,'aac(6'')-Ib-cr',0,5,0
Klebsiella,Nuts,'aac(6'')-Ib-cr',,,
Klebsiella,Plant,'aac(6'')-Ib-cr',0,11,0
Klebsiella,Sewage,'aac(6'')-Ib-cr',26,81,32.09876543
Klebsiella,Wastewater,'aac(6'')-Ib-cr',6,59,10.16949153
Klebsiella,Water,'aac(6'')-Ib-cr',32,103,31.06796117
Klebsiella,Tea,'aac(6'')-Ib-cr',,,
Klebsiella,Clinical,aadA,12636,25417,49.71475784
Klebsiella,Animal,aadA,94,180,52.22222222
Klebsiella,Animal environment,aadA,,,
Klebsiella,Animal feces,aadA,4,7,57.14285714
Klebsiella,Farm,aadA,41,58,70.68965517
Klebsiella,Egg,aadA,1,1,100
Klebsiella,Farm sewage,aadA,,,
Klebsiella,Fish/Seafood,aadA,0,9,0
Klebsiella,Food,aadA,9,22,40.90909091
Klebsiella,Meat,aadA,1878,4159,45.15508536
Klebsiella,Reptile,aadA,0,19,0
Klebsiella,Cider,aadA,,,
Klebsiella,Dairy,aadA,1,66,1.515151515
Klebsiella,Slaughterhouse,aadA,,,
Klebsiella,Farm water,aadA,0,2,0
Klebsiella,Flour,aadA,,,
Klebsiella,Fruit/vegetables,aadA,10,31,32.25806452
Klebsiella,Seeds,aadA,,,
Klebsiella,Spice_Herbs,aadA,0,4,0
Klebsiella,Insect,aadA,0,5,0
Klebsiella,Nuts,aadA,,,
Klebsiella,Plant,aadA,0,11,0
Klebsiella,Sewage,aadA,12,81,14.81481481
Klebsiella,Wastewater,aadA,24,59,40.6779661
Klebsiella,Water,aadA,37,103,35.9223301
Klebsiella,Tea,aadA,,,
Klebsiella,Clinical,'aph(3'''')-Ib',8112,25417,31.91564701
Klebsiella,Animal,'aph(3'''')-Ib',48,180,26.66666667
Klebsiella,Animal environment,'aph(3'''')-Ib',,,
Klebsiella,Animal feces,'aph(3'''')-Ib',2,7,28.57142857
Klebsiella,Farm,'aph(3'''')-Ib',11,58,18.96551724
Klebsiella,Egg,'aph(3'''')-Ib',0,1,0
Klebsiella,Farm sewage,'aph(3'''')-Ib',,,
Klebsiella,Fish/Seafood,'aph(3'''')-Ib',2,9,22.22222222
Klebsiella,Food,'aph(3'''')-Ib',6,22,27.27272727
Klebsiella,Meat,'aph(3'''')-Ib',1347,4159,32.38759317
Klebsiella,Reptile,'aph(3'''')-Ib',0,19,0
Klebsiella,Cider,'aph(3'''')-Ib',,,
Klebsiella,Dairy,'aph(3'''')-Ib',11,66,16.66666667
Klebsiella,Slaughterhouse,'aph(3'''')-Ib',,,
Klebsiella,Farm water,'aph(3'''')-Ib',1,2,50
Klebsiella,Flour,'aph(3'''')-Ib',,,
Klebsiella,Fruit/vegetables,'aph(3'''')-Ib',14,31,45.16129032
Klebsiella,Seeds,'aph(3'''')-Ib',,,
Klebsiella,Spice_Herbs,'aph(3'''')-Ib',1,4,25
Klebsiella,Insect,'aph(3'''')-Ib',0,5,0
Klebsiella,Nuts,'aph(3'''')-Ib',,,
Klebsiella,Plant,'aph(3'''')-Ib',0,11,0
Klebsiella,Sewage,'aph(3'''')-Ib',35,81,43.20987654
Klebsiella,Wastewater,'aph(3'''')-Ib',11,59,18.6440678
Klebsiella,Water,'aph(3'''')-Ib',35,103,33.98058252
Klebsiella,Tea,'aph(3'''')-Ib',,,
Klebsiella,Clinical,'aph(3'')',5890,25417,23.17346658
Klebsiella,Animal,'aph(3'')',36,180,20
Klebsiella,Animal environment,'aph(3'')',,,
Klebsiella,Animal feces,'aph(3'')',3,7,42.85714286
Klebsiella,Farm,'aph(3'')',16,58,27.5862069
Klebsiella,Egg,'aph(3'')',0,1,0
Klebsiella,Farm sewage,'aph(3'')',,,
Klebsiella,Fish/Seafood,'aph(3'')',1,9,11.11111111
Klebsiella,Food,'aph(3'')',4,22,18.18181818
Klebsiella,Meat,'aph(3'')',821,4159,19.74032219
Klebsiella,Reptile,'aph(3'')',0,19,0
Klebsiella,Cider,'aph(3'')',,,
Klebsiella,Dairy,'aph(3'')',1,66,1.515151515
Klebsiella,Slaughterhouse,'aph(3'')',,,
Klebsiella,Farm water,'aph(3'')',0,2,0
Klebsiella,Flour,'aph(3'')',,,
Klebsiella,Fruit/vegetables,'aph(3'')',5,31,16.12903226
Klebsiella,Seeds,'aph(3'')',,,
Klebsiella,Spice_Herbs,'aph(3'')',0,4,0
Klebsiella,Insect,'aph(3'')',0,5,0
Klebsiella,Nuts,'aph(3'')',,,
Klebsiella,Plant,'aph(3'')',1,11,9.090909091
Klebsiella,Sewage,'aph(3'')',19,81,23.45679012
Klebsiella,Wastewater,'aph(3'')',16,59,27.11864407
Klebsiella,Water,'aph(3'')',26,103,25.24271845
Klebsiella,Tea,'aph(3'')',,,
Klebsiella,Clinical,aph(6)-Id,8102,25417,31.87630326
Klebsiella,Animal,aph(6)-Id,48,180,26.66666667
Klebsiella,Animal environment,aph(6)-Id,,,
Klebsiella,Animal feces,aph(6)-Id,2,7,28.57142857
Klebsiella,Farm,aph(6)-Id,11,58,18.96551724
Klebsiella,Egg,aph(6)-Id,0,1,0
Klebsiella,Farm sewage,aph(6)-Id,,,
Klebsiella,Fish/Seafood,aph(6)-Id,2,9,22.22222222
Klebsiella,Food,aph(6)-Id,6,22,27.27272727
Klebsiella,Meat,aph(6)-Id,1354,4159,32.55590286
Klebsiella,Reptile,aph(6)-Id,0,19,0
Klebsiella,Cider,aph(6)-Id,,,
Klebsiella,Dairy,aph(6)-Id,11,66,16.66666667
Klebsiella,Slaughterhouse,aph(6)-Id,,,
Klebsiella,Farm water,aph(6)-Id,1,2,50
Klebsiella,Flour,aph(6)-Id,,,
Klebsiella,Fruit/vegetables,aph(6)-Id,14,31,45.16129032
Klebsiella,Seeds,aph(6)-Id,,,
Klebsiella,Spice_Herbs,aph(6)-Id,1,4,25
Klebsiella,Insect,aph(6)-Id,0,5,0
Klebsiella,Nuts,aph(6)-Id,,,
Klebsiella,Plant,aph(6)-Id,0,11,0
Klebsiella,Sewage,aph(6)-Id,35,81,43.20987654
Klebsiella,Wastewater,aph(6)-Id,11,59,18.6440678
Klebsiella,Water,aph(6)-Id,36,103,34.95145631
Klebsiella,Tea,aph(6)-Id,,,
Klebsiella,Clinical,blaACT,0,25417,0
Klebsiella,Animal,blaACT,0,180,0
Klebsiella,Animal environment,blaACT,,,
Klebsiella,Animal feces,blaACT,0,7,0
Klebsiella,Farm,blaACT,0,58,0
Klebsiella,Egg,blaACT,0,1,0
Klebsiella,Farm sewage,blaACT,,,
Klebsiella,Fish/Seafood,blaACT,0,9,0
Klebsiella,Food,blaACT,0,22,0
Klebsiella,Meat,blaACT,0,4159,0
Klebsiella,Reptile,blaACT,0,19,0
Klebsiella,Cider,blaACT,,,
Klebsiella,Dairy,blaACT,0,66,0
Klebsiella,Slaughterhouse,blaACT,,,
Klebsiella,Farm water,blaACT,0,2,0
Klebsiella,Flour,blaACT,,,
Klebsiella,Fruit/vegetables,blaACT,0,31,0
Klebsiella,Seeds,blaACT,,,
Klebsiella,Spice_Herbs,blaACT,0,4,0
Klebsiella,Insect,blaACT,0,5,0
Klebsiella,Nuts,blaACT,,,
Klebsiella,Plant,blaACT,0,11,0
Klebsiella,Sewage,blaACT,0,81,0
Klebsiella,Wastewater,blaACT,0,59,0
Klebsiella,Water,blaACT,0,103,0
Klebsiella,Tea,blaACT,,,
Klebsiella,Clinical,blaCARB,125,25417,0.491796829
Klebsiella,Animal,blaCARB,0,180,0
Klebsiella,Animal environment,blaCARB,,,
Klebsiella,Animal feces,blaCARB,0,7,0
Klebsiella,Farm,blaCARB,0,58,0
Klebsiella,Egg,blaCARB,0,1,0
Klebsiella,Farm sewage,blaCARB,,,
Klebsiella,Fish/Seafood,blaCARB,0,9,0
Klebsiella,Food,blaCARB,0,22,0
Klebsiella,Meat,blaCARB,9,4159,0.216398173
Klebsiella,Reptile,blaCARB,0,19,0
Klebsiella,Cider,blaCARB,,,
Klebsiella,Dairy,blaCARB,0,66,0
Klebsiella,Slaughterhouse,blaCARB,,,
Klebsiella,Farm water,blaCARB,0,2,0
Klebsiella,Flour,blaCARB,,,
Klebsiella,Fruit/vegetables,blaCARB,0,31,0
Klebsiella,Seeds,blaCARB,,,
Klebsiella,Spice_Herbs,blaCARB,0,4,0
Klebsiella,Insect,blaCARB,0,5,0
Klebsiella,Nuts,blaCARB,,,
Klebsiella,Plant,blaCARB,0,11,0
Klebsiella,Sewage,blaCARB,0,81,0
Klebsiella,Wastewater,blaCARB,0,59,0
Klebsiella,Water,blaCARB,1,103,0.970873786
Klebsiella,Tea,blaCARB,,,
Klebsiella,Clinical,blaCMY,418,25417,1.644568596
Klebsiella,Animal,blaCMY,2,180,1.111111111
Klebsiella,Animal environment,blaCMY,,,
Klebsiella,Animal feces,blaCMY,0,7,0
Klebsiella,Farm,blaCMY,1,58,1.724137931
Klebsiella,Egg,blaCMY,0,1,0
Klebsiella,Farm sewage,blaCMY,,,
Klebsiella,Fish/Seafood,blaCMY,0,9,0
Klebsiella,Food,blaCMY,0,22,0
Klebsiella,Meat,blaCMY,52,4159,1.250300553
Klebsiella,Reptile,blaCMY,0,19,0
Klebsiella,Cider,blaCMY,,,
Klebsiella,Dairy,blaCMY,0,66,0
Klebsiella,Slaughterhouse,blaCMY,,,
Klebsiella,Farm water,blaCMY,0,2,0
Klebsiella,Flour,blaCMY,,,
Klebsiella,Fruit/vegetables,blaCMY,0,31,0
Klebsiella,Seeds,blaCMY,,,
Klebsiella,Spice_Herbs,blaCMY,0,4,0
Klebsiella,Insect,blaCMY,0,5,0
Klebsiella,Nuts,blaCMY,,,
Klebsiella,Plant,blaCMY,0,11,0
Klebsiella,Sewage,blaCMY,0,81,0
Klebsiella,Wastewater,blaCMY,1,59,1.694915254
Klebsiella,Water,blaCMY,0,103,0
Klebsiella,Tea,blaCMY,,,
Klebsiella,Clinical,blaCMY-2,121,25417,0.47605933
Klebsiella,Animal,blaCMY-2,2,180,1.111111111
Klebsiella,Animal environment,blaCMY-2,,,
Klebsiella,Animal feces,blaCMY-2,0,7,0
Klebsiella,Farm,blaCMY-2,1,58,1.724137931
Klebsiella,Egg,blaCMY-2,0,1,0
Klebsiella,Farm sewage,blaCMY-2,,,
Klebsiella,Fish/Seafood,blaCMY-2,0,9,0
Klebsiella,Food,blaCMY-2,0,22,0
Klebsiella,Meat,blaCMY-2,11,4159,0.264486655
Klebsiella,Reptile,blaCMY-2,0,19,0
Klebsiella,Cider,blaCMY-2,,,
Klebsiella,Dairy,blaCMY-2,0,66,0
Klebsiella,Slaughterhouse,blaCMY-2,,,
Klebsiella,Farm water,blaCMY-2,0,2,0
Klebsiella,Flour,blaCMY-2,,,
Klebsiella,Fruit/vegetables,blaCMY-2,0,31,0
Klebsiella,Seeds,blaCMY-2,,,
Klebsiella,Spice_Herbs,blaCMY-2,0,4,0
Klebsiella,Insect,blaCMY-2,0,5,0
Klebsiella,Nuts,blaCMY-2,,,
Klebsiella,Plant,blaCMY-2,0,11,0
Klebsiella,Sewage,blaCMY-2,0,81,0
Klebsiella,Wastewater,blaCMY-2,0,59,0
Klebsiella,Water,blaCMY-2,0,103,0
Klebsiella,Tea,blaCMY-2,,,
Klebsiella,Clinical,blaCTX-M,12217,25417,48.06625487
Klebsiella,Animal,blaCTX-M,56,180,31.11111111
Klebsiella,Animal environment,blaCTX-M,,,
Klebsiella,Animal feces,blaCTX-M,4,7,57.14285714
Klebsiella,Farm,blaCTX-M,21,58,36.20689655
Klebsiella,Egg,blaCTX-M,0,1,0
Klebsiella,Farm sewage,blaCTX-M,,,
Klebsiella,Fish/Seafood,blaCTX-M,3,9,33.33333333
Klebsiella,Food,blaCTX-M,4,22,18.18181818
Klebsiella,Meat,blaCTX-M,2108,4159,50.68526088
Klebsiella,Reptile,blaCTX-M,0,19,0
Klebsiella,Cider,blaCTX-M,,,
Klebsiella,Dairy,blaCTX-M,2,66,3.03030303
Klebsiella,Slaughterhouse,blaCTX-M,,,
Klebsiella,Farm water,blaCTX-M,1,2,50
Klebsiella,Flour,blaCTX-M,,,
Klebsiella,Fruit/vegetables,blaCTX-M,20,31,64.51612903
Klebsiella,Seeds,blaCTX-M,,,
Klebsiella,Spice_Herbs,blaCTX-M,2,4,50
Klebsiella,Insect,blaCTX-M,0,5,0
Klebsiella,Nuts,blaCTX-M,,,
Klebsiella,Plant,blaCTX-M,0,11,0
Klebsiella,Sewage,blaCTX-M,39,81,48.14814815
Klebsiella,Wastewater,blaCTX-M,16,59,27.11864407
Klebsiella,Water,blaCTX-M,44,103,42.7184466
Klebsiella,Tea,blaCTX-M,,,
Klebsiella,Clinical,blaGES,31,25417,0.121965614
Klebsiella,Animal,blaGES,0,180,0
Klebsiella,Animal environment,blaGES,,,
Klebsiella,Animal feces,blaGES,0,7,0
Klebsiella,Farm,blaGES,0,58,0
Klebsiella,Egg,blaGES,0,1,0
Klebsiella,Farm sewage,blaGES,,,
Klebsiella,Fish/Seafood,blaGES,0,9,0
Klebsiella,Food,blaGES,0,22,0
Klebsiella,Meat,blaGES,0,4159,0
Klebsiella,Reptile,blaGES,0,19,0
Klebsiella,Cider,blaGES,,,
Klebsiella,Dairy,blaGES,0,66,0
Klebsiella,Slaughterhouse,blaGES,,,
Klebsiella,Farm water,blaGES,0,2,0
Klebsiella,Flour,blaGES,,,
Klebsiella,Fruit/vegetables,blaGES,1,31,3.225806452
Klebsiella,Seeds,blaGES,,,
Klebsiella,Spice_Herbs,blaGES,0,4,0
Klebsiella,Insect,blaGES,0,5,0
Klebsiella,Nuts,blaGES,,,
Klebsiella,Plant,blaGES,0,11,0
Klebsiella,Sewage,blaGES,1,81,1.234567901
Klebsiella,Wastewater,blaGES,2,59,3.389830508
Klebsiella,Water,blaGES,0,103,0
Klebsiella,Tea,blaGES,,,
Klebsiella,Clinical,blaIMP,245,25417,0.963921785
Klebsiella,Animal,blaIMP,0,180,0
Klebsiella,Animal environment,blaIMP,,,
Klebsiella,Animal feces,blaIMP,0,7,0
Klebsiella,Farm,blaIMP,0,58,0
Klebsiella,Egg,blaIMP,0,1,0
Klebsiella,Farm sewage,blaIMP,,,
Klebsiella,Fish/Seafood,blaIMP,0,9,0
Klebsiella,Food,blaIMP,0,22,0
Klebsiella,Meat,blaIMP,32,4159,0.769415725
Klebsiella,Reptile,blaIMP,0,19,0
Klebsiella,Cider,blaIMP,,,
Klebsiella,Dairy,blaIMP,0,66,0
Klebsiella,Slaughterhouse,blaIMP,,,
Klebsiella,Farm water,blaIMP,0,2,0
Klebsiella,Flour,blaIMP,,,
Klebsiella,Fruit/vegetables,blaIMP,0,31,0
Klebsiella,Seeds,blaIMP,,,
Klebsiella,Spice_Herbs,blaIMP,0,4,0
Klebsiella,Insect,blaIMP,0,5,0
Klebsiella,Nuts,blaIMP,,,
Klebsiella,Plant,blaIMP,0,11,0
Klebsiella,Sewage,blaIMP,1,81,1.234567901
Klebsiella,Wastewater,blaIMP,0,59,0
Klebsiella,Water,blaIMP,0,103,0
Klebsiella,Tea,blaIMP,,,
Klebsiella,Clinical,blaKPC,9371,25417,36.86902467
Klebsiella,Animal,blaKPC,28,180,15.55555556
Klebsiella,Animal environment,blaKPC,,,
Klebsiella,Animal feces,blaKPC,0,7,0
Klebsiella,Farm,blaKPC,0,58,0
Klebsiella,Egg,blaKPC,0,1,0
Klebsiella,Farm sewage,blaKPC,,,
Klebsiella,Fish/Seafood,blaKPC,1,9,11.11111111
Klebsiella,Food,blaKPC,2,22,9.090909091
Klebsiella,Meat,blaKPC,1407,4159,33.83024766
Klebsiella,Reptile,blaKPC,0,19,0
Klebsiella,Cider,blaKPC,,,
Klebsiella,Dairy,blaKPC,0,66,0
Klebsiella,Slaughterhouse,blaKPC,,,
Klebsiella,Farm water,blaKPC,0,2,0
Klebsiella,Flour,blaKPC,,,
Klebsiella,Fruit/vegetables,blaKPC,2,31,6.451612903
Klebsiella,Seeds,blaKPC,,,
Klebsiella,Spice_Herbs,blaKPC,0,4,0
Klebsiella,Insect,blaKPC,0,5,0
Klebsiella,Nuts,blaKPC,,,
Klebsiella,Plant,blaKPC,0,11,0
Klebsiella,Sewage,blaKPC,10,81,12.34567901
Klebsiella,Wastewater,blaKPC,16,59,27.11864407
Klebsiella,Water,blaKPC,10,103,9.708737864
Klebsiella,Tea,blaKPC,,,
Klebsiella,Clinical,blaNDM,2406,25417,9.466105363
Klebsiella,Animal,blaNDM,46,180,25.55555556
Klebsiella,Animal environment,blaNDM,,,
Klebsiella,Animal feces,blaNDM,1,7,14.28571429
Klebsiella,Farm,blaNDM,23,58,39.65517241
Klebsiella,Egg,blaNDM,0,1,0
Klebsiella,Farm sewage,blaNDM,,,
Klebsiella,Fish/Seafood,blaNDM,0,9,0
Klebsiella,Food,blaNDM,0,22,0
Klebsiella,Meat,blaNDM,265,4159,6.371723972
Klebsiella,Reptile,blaNDM,0,19,0
Klebsiella,Cider,blaNDM,,,
Klebsiella,Dairy,blaNDM,0,66,0
Klebsiella,Slaughterhouse,blaNDM,,,
Klebsiella,Farm water,blaNDM,0,2,0
Klebsiella,Flour,blaNDM,,,
Klebsiella,Fruit/vegetables,blaNDM,0,31,0
Klebsiella,Seeds,blaNDM,,,
Klebsiella,Spice_Herbs,blaNDM,0,4,0
Klebsiella,Insect,blaNDM,0,5,0
Klebsiella,Nuts,blaNDM,,,
Klebsiella,Plant,blaNDM,0,11,0
Klebsiella,Sewage,blaNDM,4,81,4.938271605
Klebsiella,Wastewater,blaNDM,2,59,3.389830508
Klebsiella,Water,blaNDM,8,103,7.766990291
Klebsiella,Tea,blaNDM,,,
Klebsiella,Clinical,blaOXA,13168,25417,51.80784514
Klebsiella,Animal,blaOXA,40,180,22.22222222
Klebsiella,Animal environment,blaOXA,,,
Klebsiella,Animal feces,blaOXA,3,7,42.85714286
Klebsiella,Farm,blaOXA,2,58,3.448275862
Klebsiella,Egg,blaOXA,0,1,0
Klebsiella,Farm sewage,blaOXA,,,
Klebsiella,Fish/Seafood,blaOXA,3,9,33.33333333
Klebsiella,Food,blaOXA,3,22,13.63636364
Klebsiella,Meat,blaOXA,1910,4159,45.92450108
Klebsiella,Reptile,blaOXA,0,19,0
Klebsiella,Cider,blaOXA,,,
Klebsiella,Dairy,blaOXA,0,66,0
Klebsiella,Slaughterhouse,blaOXA,,,
Klebsiella,Farm water,blaOXA,1,2,50
Klebsiella,Flour,blaOXA,,,
Klebsiella,Fruit/vegetables,blaOXA,14,31,45.16129032
Klebsiella,Seeds,blaOXA,,,
Klebsiella,Spice_Herbs,blaOXA,2,4,50
Klebsiella,Insect,blaOXA,0,5,0
Klebsiella,Nuts,blaOXA,,,
Klebsiella,Plant,blaOXA,0,11,0
Klebsiella,Sewage,blaOXA,28,81,34.56790123
Klebsiella,Wastewater,blaOXA,22,59,37.28813559
Klebsiella,Water,blaOXA,17,103,16.50485437
Klebsiella,Tea,blaOXA,,,
Klebsiella,Clinical,blaPER,4,25417,0.015737499
Klebsiella,Animal,blaPER,0,180,0
Klebsiella,Animal environment,blaPER,,,
Klebsiella,Animal feces,blaPER,0,7,0
Klebsiella,Farm,blaPER,0,58,0
Klebsiella,Egg,blaPER,0,1,0
Klebsiella,Farm sewage,blaPER,,,
Klebsiella,Fish/Seafood,blaPER,0,9,0
Klebsiella,Food,blaPER,0,22,0
Klebsiella,Meat,blaPER,0,4159,0
Klebsiella,Reptile,blaPER,0,19,0
Klebsiella,Cider,blaPER,,,
Klebsiella,Dairy,blaPER,0,66,0
Klebsiella,Slaughterhouse,blaPER,,,
Klebsiella,Farm water,blaPER,0,2,0
Klebsiella,Flour,blaPER,,,
Klebsiella,Fruit/vegetables,blaPER,0,31,0
Klebsiella,Seeds,blaPER,,,
Klebsiella,Spice_Herbs,blaPER,0,4,0
Klebsiella,Insect,blaPER,0,5,0
Klebsiella,Nuts,blaPER,,,
Klebsiella,Plant,blaPER,0,11,0
Klebsiella,Sewage,blaPER,0,81,0
Klebsiella,Wastewater,blaPER,0,59,0
Klebsiella,Water,blaPER,0,103,0
Klebsiella,Tea,blaPER,,,
