Genus,Source,Class,number,total,Percent
Enterococcus faecium,Farm sewage,lincosamide_streptogramin,,,
Enterococcus faecium,Fish/Seafood,lincosamide_streptogramin,0,6,0
Enterococcus faecium,Food,lincosamide_streptogramin,0,427,0
Enterococcus faecium,Meat,lincosamide_streptogramin,279,3495,7.982832618
Enterococcus faecium,Reptile,lincosamide_streptogramin,,,
Enterococcus faecium,Cider,lincosamide_streptogramin,,,
Enterococcus faecium,Dairy,lincosamide_streptogramin,0,132,0
Enterococcus faecium,Slaughterhouse,lincosamide_streptogramin,,,
Enterococcus faecium,Farm water,lincosamide_streptogramin,,,
Enterococcus faecium,Flour,lincosamide_streptogramin,,,
Enterococcus faecium,Fruit/vegetables,lincosamide_streptogramin,0,2,0
Enterococcus faecium,Seeds,lincosamide_streptogramin,,,
Enterococcus faecium,Spice_Herbs,lincosamide_streptogramin,0,2,0
Enterococcus faecium,Insect,lincosamide_streptogramin,,,
Enterococcus faecium,Nuts,lincosamide_streptogramin,,,
Enterococcus faecium,Plant,lincosamide_streptogramin,,,
Enterococcus faecium,Sewage,lincosamide_streptogramin,2,110,1.818181818
Enterococcus faecium,Wastewater,lincosamide_streptogramin,0,32,0
Enterococcus faecium,Water,lincosamide_streptogramin,3,56,5.357142857
Enterococcus faecium,Tea,lincosamide_streptogramin,,,
Enterococcus faecium,Clinical,mupirocin,0,9782,0
Enterococcus faecium,Animal,mupirocin,0,980,0
Enterococcus faecium,Animal environment,mupirocin,0,2,0
Enterococcus faecium,Animal feces,mupirocin,0,4,0
Enterococcus faecium,Farm,mupirocin,,,
Enterococcus faecium,Egg,mupirocin,,,
Enterococcus faecium,Farm sewage,mupirocin,,,
Enterococcus faecium,Fish/Seafood,mupirocin,0,6,0
Enterococcus faecium,Food,mupirocin,0,427,0
Enterococcus faecium,Meat,mupirocin,0,3495,0
Enterococcus faecium,Reptile,mupirocin,,,
Enterococcus faecium,Cider,mupirocin,,,
Enterococcus faecium,Dairy,mupirocin,0,132,0
Enterococcus faecium,Slaughterhouse,mupirocin,,,
Enterococcus faecium,Farm water,mupirocin,,,
Enterococcus faecium,Flour,mupirocin,,,
Enterococcus faecium,Fruit/vegetables,mupirocin,0,2,0
Enterococcus faecium,Seeds,mupirocin,,,
Enterococcus faecium,Spice_Herbs,mupirocin,0,2,0
Enterococcus faecium,Insect,mupirocin,,,
Enterococcus faecium,Nuts,mupirocin,,,
Enterococcus faecium,Plant,mupirocin,,,
Enterococcus faecium,Sewage,mupirocin,0,110,0
Enterococcus faecium,Wastewater,mupirocin,0,32,0
Enterococcus faecium,Water,mupirocin,0,56,0
Enterococcus faecium,Tea,mupirocin,,,
Enterococcus faecium,Clinical,nitroimidazole,0,9782,0
Enterococcus faecium,Animal,nitroimidazole,0,980,0
Enterococcus faecium,Animal environment,nitroimidazole,0,2,0
Enterococcus faecium,Animal feces,nitroimidazole,0,4,0
Enterococcus faecium,Farm,nitroimidazole,,,
Enterococcus faecium,Egg,nitroimidazole,,,
Enterococcus faecium,Farm sewage,nitroimidazole,,,
Enterococcus faecium,Fish/Seafood,nitroimidazole,0,6,0
Enterococcus faecium,Food,nitroimidazole,0,427,0
Enterococcus faecium,Meat,nitroimidazole,0,3495,0
Enterococcus faecium,Reptile,nitroimidazole,,,
Enterococcus faecium,Cider,nitroimidazole,,,
Enterococcus faecium,Dairy,nitroimidazole,0,132,0
Enterococcus faecium,Slaughterhouse,nitroimidazole,,,
Enterococcus faecium,Farm water,nitroimidazole,,,
Enterococcus faecium,Flour,nitroimidazole,,,
Enterococcus faecium,Fruit/vegetables,nitroimidazole,0,2,0
Enterococcus faecium,Seeds,nitroimidazole,,,
Enterococcus faecium,Spice_Herbs,nitroimidazole,0,2,0
Enterococcus faecium,Insect,nitroimidazole,,,
Enterococcus faecium,Nuts,nitroimidazole,,,
Enterococcus faecium,Plant,nitroimidazole,,,
Enterococcus faecium,Sewage,nitroimidazole,0,110,0
Enterococcus faecium,Wastewater,nitroimidazole,0,32,0
Enterococcus faecium,Water,nitroimidazole,0,56,0
Enterococcus faecium,Tea,nitroimidazole,,,
Enterococcus faecium,Clinical,phenicol,1052,9782,10.75444694
Enterococcus faecium,Animal,phenicol,34,980,3.469387755
Enterococcus faecium,Animal environment,phenicol,0,2,0
Enterococcus faecium,Animal feces,phenicol,0,4,0
Enterococcus faecium,Farm,phenicol,,,
Enterococcus faecium,Egg,phenicol,,,
Enterococcus faecium,Farm sewage,phenicol,,,
Enterococcus faecium,Fish/Seafood,phenicol,0,6,0
Enterococcus faecium,Food,phenicol,0,427,0
Enterococcus faecium,Meat,phenicol,246,3495,7.038626609
Enterococcus faecium,Reptile,phenicol,,,
Enterococcus faecium,Cider,phenicol,,,
Enterococcus faecium,Dairy,phenicol,0,132,0
Enterococcus faecium,Slaughterhouse,phenicol,,,
Enterococcus faecium,Farm water,phenicol,,,
Enterococcus faecium,Flour,phenicol,,,
Enterococcus faecium,Fruit/vegetables,phenicol,0,2,0
Enterococcus faecium,Seeds,phenicol,,,
Enterococcus faecium,Spice_Herbs,phenicol,0,2,0
Enterococcus faecium,Insect,phenicol,,,
Enterococcus faecium,Nuts,phenicol,,,
Enterococcus faecium,Plant,phenicol,,,
Enterococcus faecium,Sewage,phenicol,0,110,0
Enterococcus faecium,Wastewater,phenicol,0,32,0
Enterococcus faecium,Water,phenicol,1,56,1.785714286
Enterococcus faecium,Tea,phenicol,,,
Enterococcus faecium,Clinical,pluromutilin,9775,9782,99.92843999
Enterococcus faecium,Animal,pluromutilin,942,980,96.12244898
Enterococcus faecium,Animal environment,pluromutilin,2,2,100
Enterococcus faecium,Animal feces,pluromutilin,4,4,100
Enterococcus faecium,Farm,pluromutilin,,,
Enterococcus faecium,Egg,pluromutilin,,,
Enterococcus faecium,Farm sewage,pluromutilin,,,
Enterococcus faecium,Fish/Seafood,pluromutilin,6,6,100
Enterococcus faecium,Food,pluromutilin,427,427,100
Enterococcus faecium,Meat,pluromutilin,3495,3495,100
Enterococcus faecium,Reptile,pluromutilin,,,
Enterococcus faecium,Cider,pluromutilin,,,
Enterococcus faecium,Dairy,pluromutilin,132,132,100
Enterococcus faecium,Slaughterhouse,pluromutilin,,,
Enterococcus faecium,Farm water,pluromutilin,,,
Enterococcus faecium,Flour,pluromutilin,,,
Enterococcus faecium,Fruit/vegetables,pluromutilin,2,2,100
Enterococcus faecium,Seeds,pluromutilin,,,
Enterococcus faecium,Spice_Herbs,pluromutilin,2,2,100
Enterococcus faecium,Insect,pluromutilin,,,
Enterococcus faecium,Nuts,pluromutilin,,,
Enterococcus faecium,Plant,pluromutilin,,,
Enterococcus faecium,Sewage,pluromutilin,110,110,100
Enterococcus faecium,Wastewater,pluromutilin,32,32,100
Enterococcus faecium,Water,pluromutilin,56,56,100
Enterococcus faecium,Tea,pluromutilin,,,
Enterococcus faecium,Clinical,polymyxin,0,9782,0
Enterococcus faecium,Animal,polymyxin,0,980,0
Enterococcus faecium,Animal environment,polymyxin,0,2,0
Enterococcus faecium,Animal feces,polymyxin,0,4,0
Enterococcus faecium,Farm,polymyxin,,,
Enterococcus faecium,Egg,polymyxin,,,
Enterococcus faecium,Farm sewage,polymyxin,,,
Enterococcus faecium,Fish/Seafood,polymyxin,0,6,0
Enterococcus faecium,Food,polymyxin,0,427,0
Enterococcus faecium,Meat,polymyxin,0,3495,0
Enterococcus faecium,Reptile,polymyxin,,,
Enterococcus faecium,Cider,polymyxin,,,
Enterococcus faecium,Dairy,polymyxin,0,132,0
Enterococcus faecium,Slaughterhouse,polymyxin,,,
Enterococcus faecium,Farm water,polymyxin,,,
Enterococcus faecium,Flour,polymyxin,,,
Enterococcus faecium,Fruit/vegetables,polymyxin,0,2,0
Enterococcus faecium,Seeds,polymyxin,,,
Enterococcus faecium,Spice_Herbs,polymyxin,0,2,0
Enterococcus faecium,Insect,polymyxin,,,
Enterococcus faecium,Nuts,polymyxin,,,
Enterococcus faecium,Plant,polymyxin,,,
Enterococcus faecium,Sewage,polymyxin,0,110,0
Enterococcus faecium,Wastewater,polymyxin,0,32,0
Enterococcus faecium,Water,polymyxin,0,56,0
Enterococcus faecium,Tea,polymyxin,,,
Enterococcus faecium,Clinical,quinolone,9474,9782,96.85135964
Enterococcus faecium,Animal,quinolone,82,980,8.367346939
Enterococcus faecium,Animal environment,quinolone,0,2,0
Enterococcus faecium,Animal feces,quinolone,0,4,0
Enterococcus faecium,Farm,quinolone,,,
Enterococcus faecium,Egg,quinolone,,,
Enterococcus faecium,Farm sewage,quinolone,,,
Enterococcus faecium,Fish/Seafood,quinolone,2,6,33.33333333
Enterococcus faecium,Food,quinolone,0,427,0
Enterococcus faecium,Meat,quinolone,3075,3495,87.98283262
Enterococcus faecium,Reptile,quinolone,,,
Enterococcus faecium,Cider,quinolone,,,
Enterococcus faecium,Dairy,quinolone,0,132,0
Enterococcus faecium,Slaughterhouse,quinolone,,,
Enterococcus faecium,Farm water,quinolone,,,
Enterococcus faecium,Flour,quinolone,,,
Enterococcus faecium,Fruit/vegetables,quinolone,0,2,0
Enterococcus faecium,Seeds,quinolone,,,
Enterococcus faecium,Spice_Herbs,quinolone,0,2,0
Enterococcus faecium,Insect,quinolone,,,
Enterococcus faecium,Nuts,quinolone,,,
Enterococcus faecium,Plant,quinolone,,,
Enterococcus faecium,Sewage,quinolone,12,110,10.90909091
Enterococcus faecium,Wastewater,quinolone,16,32,50
Enterococcus faecium,Water,quinolone,3,56,5.357142857
Enterococcus faecium,Tea,quinolone,,,
Enterococcus faecium,Clinical,rifamycin,2,9782,0.020445717
Enterococcus faecium,Animal,rifamycin,4,980,0.408163265
Enterococcus faecium,Animal environment,rifamycin,0,2,0
Enterococcus faecium,Animal feces,rifamycin,0,4,0
Enterococcus faecium,Farm,rifamycin,,,
Enterococcus faecium,Egg,rifamycin,,,
Enterococcus faecium,Farm sewage,rifamycin,,,
Enterococcus faecium,Fish/Seafood,rifamycin,0,6,0
Enterococcus faecium,Food,rifamycin,0,427,0
Enterococcus faecium,Meat,rifamycin,21,3495,0.600858369
Enterococcus faecium,Reptile,rifamycin,,,
Enterococcus faecium,Cider,rifamycin,,,
Enterococcus faecium,Dairy,rifamycin,0,132,0
Enterococcus faecium,Slaughterhouse,rifamycin,,,
Enterococcus faecium,Farm water,rifamycin,,,
Enterococcus faecium,Flour,rifamycin,,,
Enterococcus faecium,Fruit/vegetables,rifamycin,0,2,0
Enterococcus faecium,Seeds,rifamycin,,,
Enterococcus faecium,Spice_Herbs,rifamycin,0,2,0
Enterococcus faecium,Insect,rifamycin,,,
Enterococcus faecium,Nuts,rifamycin,,,
Enterococcus faecium,Plant,rifamycin,,,
Enterococcus faecium,Sewage,rifamycin,0,110,0
Enterococcus faecium,Wastewater,rifamycin,0,32,0
Enterococcus faecium,Water,rifamycin,0,56,0
Enterococcus faecium,Tea,rifamycin,,,
Enterococcus faecium,Clinical,streptogramin,466,9782,4.763851973
Enterococcus faecium,Animal,streptogramin,152,980,15.51020408
Enterococcus faecium,Animal environment,streptogramin,0,2,0
Enterococcus faecium,Animal feces,streptogramin,0,4,0
Enterococcus faecium,Farm,streptogramin,,,
Enterococcus faecium,Egg,streptogramin,,,
Enterococcus faecium,Farm sewage,streptogramin,,,
Enterococcus faecium,Fish/Seafood,streptogramin,0,6,0
Enterococcus faecium,Food,streptogramin,0,427,0
Enterococcus faecium,Meat,streptogramin,330,3495,9.442060086
Enterococcus faecium,Reptile,streptogramin,,,
Enterococcus faecium,Cider,streptogramin,,,
Enterococcus faecium,Dairy,streptogramin,0,132,0
Enterococcus faecium,Slaughterhouse,streptogramin,,,
Enterococcus faecium,Farm water,streptogramin,,,
Enterococcus faecium,Flour,streptogramin,,,
Enterococcus faecium,Fruit/vegetables,streptogramin,0,2,0
Enterococcus faecium,Seeds,streptogramin,,,
Enterococcus faecium,Spice_Herbs,streptogramin,0,2,0
Enterococcus faecium,Insect,streptogramin,,,
Enterococcus faecium,Nuts,streptogramin,,,
Enterococcus faecium,Plant,streptogramin,,,
Enterococcus faecium,Sewage,streptogramin,2,110,1.818181818
Enterococcus faecium,Wastewater,streptogramin,0,32,0
Enterococcus faecium,Water,streptogramin,3,56,5.357142857
Enterococcus faecium,Tea,streptogramin,,,
Enterococcus faecium,Clinical,streptothricin,4278,9782,43.73338786
Enterococcus faecium,Animal,streptothricin,80,980,8.163265306
Enterococcus faecium,Animal environment,streptothricin,0,2,0
Enterococcus faecium,Animal feces,streptothricin,0,4,0
Enterococcus faecium,Farm,streptothricin,,,
Enterococcus faecium,Egg,streptothricin,,,
Enterococcus faecium,Farm sewage,streptothricin,,,
Enterococcus faecium,Fish/Seafood,streptothricin,2,6,33.33333333
Enterococcus faecium,Food,streptothricin,0,427,0
Enterococcus faecium,Meat,streptothricin,1701,3495,48.6695279
Enterococcus faecium,Reptile,streptothricin,,,
Enterococcus faecium,Cider,streptothricin,,,
Enterococcus faecium,Dairy,streptothricin,0,132,0
Enterococcus faecium,Slaughterhouse,streptothricin,,,
Enterococcus faecium,Farm water,streptothricin,,,
Enterococcus faecium,Flour,streptothricin,,,
Enterococcus faecium,Fruit/vegetables,streptothricin,0,2,0
Enterococcus faecium,Seeds,streptothricin,,,
Enterococcus faecium,Spice_Herbs,streptothricin,0,2,0
Enterococcus faecium,Insect,streptothricin,,,
Enterococcus faecium,Nuts,streptothricin,,,
Enterococcus faecium,Plant,streptothricin,,,
Enterococcus faecium,Sewage,streptothricin,4,110,3.636363636
Enterococcus faecium,Wastewater,streptothricin,14,32,43.75
Enterococcus faecium,Water,streptothricin,1,56,1.785714286
Enterococcus faecium,Tea,streptothricin,,,
Enterococcus faecium,Clinical,sulphonamide,0,9782,0
Enterococcus faecium,Animal,sulphonamide,0,980,0
Enterococcus faecium,Animal environment,sulphonamide,0,2,0
Enterococcus faecium,Animal feces,sulphonamide,0,4,0
Enterococcus faecium,Farm,sulphonamide,,,
Enterococcus faecium,Egg,sulphonamide,,,
Enterococcus faecium,Farm sewage,sulphonamide,,,
Enterococcus faecium,Fish/Seafood,sulphonamide,0,6,0
Enterococcus faecium,Food,sulphonamide,0,427,0
Enterococcus faecium,Meat,sulphonamide,0,3495,0
Enterococcus faecium,Reptile,sulphonamide,,,
Enterococcus faecium,Cider,sulphonamide,,,
Enterococcus faecium,Dairy,sulphonamide,0,132,0
Enterococcus faecium,Slaughterhouse,sulphonamide,,,
Enterococcus faecium,Farm water,sulphonamide,,,
Enterococcus faecium,Flour,sulphonamide,,,
Enterococcus faecium,Fruit/vegetables,sulphonamide,0,2,0
Enterococcus faecium,Seeds,sulphonamide,,,
Enterococcus faecium,Spice_Herbs,sulphonamide,0,2,0
Enterococcus faecium,Insect,sulphonamide,,,
Enterococcus faecium,Nuts,sulphonamide,,,
Enterococcus faecium,Plant,sulphonamide,,,
Enterococcus faecium,Sewage,sulphonamide,0,110,0
Enterococcus faecium,Wastewater,sulphonamide,0,32,0
Enterococcus faecium,Water,sulphonamide,0,56,0
Enterococcus faecium,Tea,sulphonamide,,,
Enterococcus faecium,Clinical,tetracenomycin,0,9782,0
Enterococcus faecium,Animal,tetracenomycin,0,980,0
Enterococcus faecium,Animal environment,tetracenomycin,0,2,0
Enterococcus faecium,Animal feces,tetracenomycin,0,4,0
Enterococcus faecium,Farm,tetracenomycin,,,
Enterococcus faecium,Egg,tetracenomycin,,,
Enterococcus faecium,Farm sewage,tetracenomycin,,,
Enterococcus faecium,Fish/Seafood,tetracenomycin,0,6,0
Enterococcus faecium,Food,tetracenomycin,0,427,0
Enterococcus faecium,Meat,tetracenomycin,0,3495,0
Enterococcus faecium,Reptile,tetracenomycin,,,
Enterococcus faecium,Cider,tetracenomycin,,,
Enterococcus faecium,Dairy,tetracenomycin,0,132,0
Enterococcus faecium,Slaughterhouse,tetracenomycin,,,
Enterococcus faecium,Farm water,tetracenomycin,,,
Enterococcus faecium,Flour,tetracenomycin,,,
Enterococcus faecium,Fruit/vegetables,tetracenomycin,0,2,0
Enterococcus faecium,Seeds,tetracenomycin,,,
Enterococcus faecium,Spice_Herbs,tetracenomycin,0,2,0
Enterococcus faecium,Insect,tetracenomycin,,,
Enterococcus faecium,Nuts,tetracenomycin,,,
Enterococcus faecium,Plant,tetracenomycin,,,
Enterococcus faecium,Sewage,tetracenomycin,0,110,0
Enterococcus faecium,Wastewater,tetracenomycin,0,32,0
Enterococcus faecium,Water,tetracenomycin,0,56,0
Enterococcus faecium,Tea,tetracenomycin,,,
Enterococcus faecium,Clinical,tetracycline,7221,9782,73.81925987
Enterococcus faecium,Animal,tetracycline,384,980,39.18367347
Enterococcus faecium,Animal environment,tetracycline,2,2,100
Enterococcus faecium,Animal feces,tetracycline,0,4,0
Enterococcus faecium,Farm,tetracycline,,,
Enterococcus faecium,Egg,tetracycline,,,
Enterococcus faecium,Farm sewage,tetracycline,,,
Enterococcus faecium,Fish/Seafood,tetracycline,2,6,33.33333333
Enterococcus faecium,Food,tetracycline,7,427,1.639344262
Enterococcus faecium,Meat,tetracycline,2487,3495,71.15879828
Enterococcus faecium,Reptile,tetracycline,,,
Enterococcus faecium,Cider,tetracycline,,,
Enterococcus faecium,Dairy,tetracycline,3,132,2.272727273
Enterococcus faecium,Slaughterhouse,tetracycline,,,
Enterococcus faecium,Farm water,tetracycline,,,
Enterococcus faecium,Flour,tetracycline,,,
Enterococcus faecium,Fruit/vegetables,tetracycline,1,2,50
Enterococcus faecium,Seeds,tetracycline,,,
Enterococcus faecium,Spice_Herbs,tetracycline,2,2,100
Enterococcus faecium,Insect,tetracycline,,,
Enterococcus faecium,Nuts,tetracycline,,,
Enterococcus faecium,Plant,tetracycline,,,
Enterococcus faecium,Sewage,tetracycline,22,110,20
Enterococcus faecium,Wastewater,tetracycline,28,32,87.5
Enterococcus faecium,Water,tetracycline,33,56,58.92857143
Enterococcus faecium,Tea,tetracycline,,,
Enterococcus faecium,Clinical,thiostrepton,0,9782,0
Enterococcus faecium,Animal,thiostrepton,0,980,0
Enterococcus faecium,Animal environment,thiostrepton,0,2,0
Enterococcus faecium,Animal feces,thiostrepton,0,4,0
Enterococcus faecium,Farm,thiostrepton,,,
Enterococcus faecium,Egg,thiostrepton,,,
Enterococcus faecium,Farm sewage,thiostrepton,,,
Enterococcus faecium,Fish/Seafood,thiostrepton,0,6,0
Enterococcus faecium,Food,thiostrepton,0,427,0
Enterococcus faecium,Meat,thiostrepton,0,3495,0
Enterococcus faecium,Reptile,thiostrepton,,,
Enterococcus faecium,Cider,thiostrepton,,,
Enterococcus faecium,Dairy,thiostrepton,0,132,0
Enterococcus faecium,Slaughterhouse,thiostrepton,,,
Enterococcus faecium,Farm water,thiostrepton,,,
Enterococcus faecium,Flour,thiostrepton,,,
Enterococcus faecium,Fruit/vegetables,thiostrepton,0,2,0
Enterococcus faecium,Seeds,thiostrepton,,,
Enterococcus faecium,Spice_Herbs,thiostrepton,0,2,0
Enterococcus faecium,Insect,thiostrepton,,,
Enterococcus faecium,Nuts,thiostrepton,,,
Enterococcus faecium,Plant,thiostrepton,,,
Enterococcus faecium,Sewage,thiostrepton,0,110,0
Enterococcus faecium,Wastewater,thiostrepton,0,32,0
Enterococcus faecium,Water,thiostrepton,0,56,0
Enterococcus faecium,Tea,thiostrepton,,,
Enterococcus faecium,Clinical,trimethoprim,8623,9782,88.15170722
Enterococcus faecium,Animal,trimethoprim,60,980,6.12244898
Enterococcus faecium,Animal environment,trimethoprim,0,2,0
Enterococcus faecium,Animal feces,trimethoprim,0,4,0
Enterococcus faecium,Farm,trimethoprim,,,
Enterococcus faecium,Egg,trimethoprim,,,
Enterococcus faecium,Farm sewage,trimethoprim,,,
Enterococcus faecium,Fish/Seafood,trimethoprim,2,6,33.33333333
Enterococcus faecium,Food,trimethoprim,0,427,0
Enterococcus faecium,Meat,trimethoprim,2661,3495,76.13733906
Enterococcus faecium,Reptile,trimethoprim,,,
Enterococcus faecium,Cider,trimethoprim,,,
Enterococcus faecium,Dairy,trimethoprim,3,132,2.272727273
Enterococcus faecium,Slaughterhouse,trimethoprim,,,
Enterococcus faecium,Farm water,trimethoprim,,,
Enterococcus faecium,Flour,trimethoprim,,,
Enterococcus faecium,Fruit/vegetables,trimethoprim,0,2,0
Enterococcus faecium,Seeds,trimethoprim,,,
Enterococcus faecium,Spice_Herbs,trimethoprim,0,2,0
Enterococcus faecium,Insect,trimethoprim,,,
Enterococcus faecium,Nuts,trimethoprim,,,
Enterococcus faecium,Plant,trimethoprim,,,
Enterococcus faecium,Sewage,trimethoprim,14,110,12.72727273
Enterococcus faecium,Wastewater,trimethoprim,16,32,50
Enterococcus faecium,Water,trimethoprim,2,56,3.571428571
Enterococcus faecium,Tea,trimethoprim,,,
Enterococcus faecium,Clinical,tuberactinomycin,0,9782,0
Enterococcus faecium,Animal,tuberactinomycin,0,980,0
Enterococcus faecium,Animal environment,tuberactinomycin,0,2,0
Enterococcus faecium,Animal feces,tuberactinomycin,0,4,0
Enterococcus faecium,Farm,tuberactinomycin,,,
Enterococcus faecium,Egg,tuberactinomycin,,,
Enterococcus faecium,Farm sewage,tuberactinomycin,,,
Enterococcus faecium,Fish/Seafood,tuberactinomycin,0,6,0
Enterococcus faecium,Food,tuberactinomycin,0,427,0
Enterococcus faecium,Meat,tuberactinomycin,0,3495,0
Enterococcus faecium,Reptile,tuberactinomycin,,,
Enterococcus faecium,Cider,tuberactinomycin,,,
Enterococcus faecium,Dairy,tuberactinomycin,0,132,0
Enterococcus faecium,Slaughterhouse,tuberactinomycin,,,
Enterococcus faecium,Farm water,tuberactinomycin,,,
Enterococcus faecium,Flour,tuberactinomycin,,,
Enterococcus faecium,Fruit/vegetables,tuberactinomycin,0,2,0
Enterococcus faecium,Seeds,tuberactinomycin,,,
Enterococcus faecium,Spice_Herbs,tuberactinomycin,0,2,0
Enterococcus faecium,Insect,tuberactinomycin,,,
Enterococcus faecium,Nuts,tuberactinomycin,,,
Enterococcus faecium,Plant,tuberactinomycin,,,
Enterococcus faecium,Sewage,tuberactinomycin,0,110,0
Enterococcus faecium,Wastewater,tuberactinomycin,0,32,0
Enterococcus faecium,Water,tuberactinomycin,0,56,0
Enterococcus faecium,Tea,tuberactinomycin,,,
Enterococcus faecium,Clinical,biocide,21,9782,0.214680025
Enterococcus faecium,Animal,biocide,0,980,0
Enterococcus faecium,Animal environment,biocide,0,2,0
Enterococcus faecium,Animal feces,biocide,0,4,0
Enterococcus faecium,Farm,biocide,,,
Enterococcus faecium,Egg,biocide,,,
Enterococcus faecium,Farm sewage,biocide,,,
Enterococcus faecium,Fish/Seafood,biocide,0,6,0
Enterococcus faecium,Food,biocide,0,427,0
Enterococcus faecium,Meat,biocide,21,3495,0.600858369
Enterococcus faecium,Reptile,biocide,,,
Enterococcus faecium,Cider,biocide,,,
Enterococcus faecium,Dairy,biocide,0,132,0
Enterococcus faecium,Slaughterhouse,biocide,,,
Enterococcus faecium,Farm water,biocide,,,
Enterococcus faecium,Flour,biocide,,,
Enterococcus faecium,Fruit/vegetables,biocide,0,2,0
Enterococcus faecium,Seeds,biocide,,,
Enterococcus faecium,Spice_Herbs,biocide,0,2,0
Enterococcus faecium,Insect,biocide,,,
Enterococcus faecium,Nuts,biocide,,,
Enterococcus faecium,Plant,biocide,,,
Enterococcus faecium,Sewage,biocide,0,110,0
Enterococcus faecium,Wastewater,biocide,0,32,0
Enterococcus faecium,Water,biocide,0,56,0
Enterococcus faecium,Tea,biocide,,,
Enterococcus faecium,Clinical,Metal,9743,9782,99.60130853
Enterococcus faecium,Animal,Metal,974,980,99.3877551
Enterococcus faecium,Animal environment,Metal,2,2,100
Enterococcus faecium,Animal feces,Metal,4,4,100
Enterococcus faecium,Farm,Metal,,,
Enterococcus faecium,Egg,Metal,,,
Enterococcus faecium,Farm sewage,Metal,,,
Enterococcus faecium,Fish/Seafood,Metal,6,6,100
Enterococcus faecium,Food,Metal,427,427,100
Enterococcus faecium,Meat,Metal,3486,3495,99.74248927
Enterococcus faecium,Reptile,Metal,,,
Enterococcus faecium,Cider,Metal,,,
Enterococcus faecium,Dairy,Metal,132,132,100
Enterococcus faecium,Slaughterhouse,Metal,,,
Enterococcus faecium,Farm water,Metal,,,
Enterococcus faecium,Flour,Metal,,,
Enterococcus faecium,Fruit/vegetables,Metal,2,2,100
Enterococcus faecium,Seeds,Metal,,,
Enterococcus faecium,Spice_Herbs,Metal,2,2,100
Enterococcus faecium,Insect,Metal,,,
Enterococcus faecium,Nuts,Metal,,,
Enterococcus faecium,Plant,Metal,,,
Enterococcus faecium,Sewage,Metal,110,110,100
Enterococcus faecium,Wastewater,Metal,32,32,100
Enterococcus faecium,Water,Metal,56,56,100
Enterococcus faecium,Tea,Metal,,,
Klebsiella,Clinical,aminoglycoside,20054,25434,78.84721239
Klebsiella,Animal,aminoglycoside,236,354,66.66666667
Klebsiella,Animal environment,aminoglycoside,,,
Klebsiella,Animal feces,aminoglycoside,12,20,60
Klebsiella,Farm,aminoglycoside,168,228,73.68421053
Klebsiella,Egg,aminoglycoside,2,2,100
Klebsiella,Farm sewage,aminoglycoside,,,
Klebsiella,Fish/Seafood,aminoglycoside,6,18,33.33333333
Klebsiella,Food,aminoglycoside,105,147,71.42857143
Klebsiella,Meat,aminoglycoside,9423,12468,75.57747834
Klebsiella,Reptile,aminoglycoside,0,38,0
Klebsiella,Cider,aminoglycoside,,,
Klebsiella,Dairy,aminoglycoside,39,198,19.6969697
Klebsiella,Slaughterhouse,aminoglycoside,,,
Klebsiella,Farm water,aminoglycoside,,,
Klebsiella,Flour,aminoglycoside,,,
Klebsiella,Fruit/vegetables,aminoglycoside,25,31,80.64516129
Klebsiella,Seeds,aminoglycoside,,,
Klebsiella,Spice_Herbs,aminoglycoside,4,8,50
Klebsiella,Insect,aminoglycoside,0,10,0
Klebsiella,Nuts,aminoglycoside,,,
Klebsiella,Plant,aminoglycoside,1,11,9.090909091
Klebsiella,Sewage,aminoglycoside,98,162,60.49382716
Klebsiella,Wastewater,aminoglycoside,80,118,67.79661017
Klebsiella,Water,aminoglycoside,65,103,63.10679612
Klebsiella,Tea,aminoglycoside,,,
Klebsiella,Clinical,betalactam,25404,25434,99.88204765
Klebsiella,Animal,betalactam,354,354,100
Klebsiella,Animal environment,betalactam,,,
Klebsiella,Animal feces,betalactam,20,20,100
Klebsiella,Farm,betalactam,228,228,100
Klebsiella,Egg,betalactam,2,2,100
Klebsiella,Farm sewage,betalactam,,,
Klebsiella,Fish/Seafood,betalactam,18,18,100
Klebsiella,Food,betalactam,147,147,100
Klebsiella,Meat,betalactam,12459,12468,99.92781521
Klebsiella,Reptile,betalactam,38,38,100
Klebsiella,Cider,betalactam,,,
Klebsiella,Dairy,betalactam,195,198,98.48484848
Klebsiella,Slaughterhouse,betalactam,,,
Klebsiella,Farm water,betalactam,,,
Klebsiella,Flour,betalactam,,,
Klebsiella,Fruit/vegetables,betalactam,31,31,100
Klebsiella,Seeds,betalactam,,,
Klebsiella,Spice_Herbs,betalactam,8,8,100
Klebsiella,Insect,betalactam,10,10,100
Klebsiella,Nuts,betalactam,,,
Klebsiella,Plant,betalactam,11,11,100
Klebsiella,Sewage,betalactam,162,162,100
Klebsiella,Wastewater,betalactam,118,118,100
Klebsiella,Water,betalactam,101,103,98.05825243
Klebsiella,Tea,betalactam,,,
Klebsiella,Clinical,bleomycin,85,25434,0.334198317
Klebsiella,Animal,bleomycin,26,354,7.344632768
Klebsiella,Animal environment,bleomycin,,,
Klebsiella,Animal feces,bleomycin,0,20,0
Klebsiella,Farm,bleomycin,0,228,0
Klebsiella,Egg,bleomycin,0,2,0
Klebsiella,Farm sewage,bleomycin,,,
Klebsiella,Fish/Seafood,bleomycin,0,18,0
Klebsiella,Food,bleomycin,0,147,0
