Genus,Source,Class,number,total,Percent
Vibrio vulnificus,Flour,fusidic acid,,,
Vibrio vulnificus,Fruit/vegetables,fusidic acid,,,
Vibrio vulnificus,Seeds,fusidic acid,,,
Vibrio vulnificus,Spice_Herbs,fusidic acid,,,
Vibrio vulnificus,Insect,fusidic acid,,,
Vibrio vulnificus,Nuts,fusidic acid,,,
Vibrio vulnificus,Plant,fusidic acid,,,
Vibrio vulnificus,Sewage,fusidic acid,,,
Vibrio vulnificus,Wastewater,fusidic acid,,,
Vibrio vulnificus,Water,fusidic acid,0,70,0
Vibrio vulnificus,Tea,fusidic acid,,,
Vibrio vulnificus,Clinical,glycopeptide,0,69,0
Vibrio vulnificus,Animal,glycopeptide,0,2,0
Vibrio vulnificus,Animal environment,glycopeptide,0,2,0
Vibrio vulnificus,Animal feces,glycopeptide,,,
Vibrio vulnificus,Farm,glycopeptide,,,
Vibrio vulnificus,Egg,glycopeptide,,,
Vibrio vulnificus,Farm sewage,glycopeptide,,,
Vibrio vulnificus,Fish/Seafood,glycopeptide,0,264,0
Vibrio vulnificus,Food,glycopeptide,,,
Vibrio vulnificus,Meat,glycopeptide,0,81,0
Vibrio vulnificus,Reptile,glycopeptide,,,
Vibrio vulnificus,Cider,glycopeptide,,,
Vibrio vulnificus,Dairy,glycopeptide,,,
Vibrio vulnificus,Slaughterhouse,glycopeptide,,,
Vibrio vulnificus,Farm water,glycopeptide,,,
Vibrio vulnificus,Flour,glycopeptide,,,
Vibrio vulnificus,Fruit/vegetables,glycopeptide,,,
Vibrio vulnificus,Seeds,glycopeptide,,,
Vibrio vulnificus,Spice_Herbs,glycopeptide,,,
Vibrio vulnificus,Insect,glycopeptide,,,
Vibrio vulnificus,Nuts,glycopeptide,,,
Vibrio vulnificus,Plant,glycopeptide,,,
Vibrio vulnificus,Sewage,glycopeptide,,,
Vibrio vulnificus,Wastewater,glycopeptide,,,
Vibrio vulnificus,Water,glycopeptide,0,70,0
Vibrio vulnificus,Tea,glycopeptide,,,
Vibrio vulnificus,Clinical,MLS,0,69,0
Vibrio vulnificus,Animal,MLS,0,2,0
Vibrio vulnificus,Animal environment,MLS,0,2,0
Vibrio vulnificus,Animal feces,MLS,,,
Vibrio vulnificus,Farm,MLS,,,
Vibrio vulnificus,Egg,MLS,,,
Vibrio vulnificus,Farm sewage,MLS,,,
Vibrio vulnificus,Fish/Seafood,MLS,0,264,0
Vibrio vulnificus,Food,MLS,,,
Vibrio vulnificus,Meat,MLS,0,81,0
Vibrio vulnificus,Reptile,MLS,,,
Vibrio vulnificus,Cider,MLS,,,
Vibrio vulnificus,Dairy,MLS,,,
Vibrio vulnificus,Slaughterhouse,MLS,,,
Vibrio vulnificus,Farm water,MLS,,,
Vibrio vulnificus,Flour,MLS,,,
Vibrio vulnificus,Fruit/vegetables,MLS,,,
Vibrio vulnificus,Seeds,MLS,,,
Vibrio vulnificus,Spice_Herbs,MLS,,,
Vibrio vulnificus,Insect,MLS,,,
Vibrio vulnificus,Nuts,MLS,,,
Vibrio vulnificus,Plant,MLS,,,
Vibrio vulnificus,Sewage,MLS,,,
Vibrio vulnificus,Wastewater,MLS,,,
Vibrio vulnificus,Water,MLS,0,70,0
Vibrio vulnificus,Tea,MLS,,,
Vibrio vulnificus,Clinical,macrolide,0,69,0
Vibrio vulnificus,Animal,macrolide,0,2,0
Vibrio vulnificus,Animal environment,macrolide,0,2,0
Vibrio vulnificus,Animal feces,macrolide,,,
Vibrio vulnificus,Farm,macrolide,,,
Vibrio vulnificus,Egg,macrolide,,,
Vibrio vulnificus,Farm sewage,macrolide,,,
Vibrio vulnificus,Fish/Seafood,macrolide,0,264,0
Vibrio vulnificus,Food,macrolide,,,
Vibrio vulnificus,Meat,macrolide,0,81,0
Vibrio vulnificus,Reptile,macrolide,,,
Vibrio vulnificus,Cider,macrolide,,,
Vibrio vulnificus,Dairy,macrolide,,,
Vibrio vulnificus,Slaughterhouse,macrolide,,,
Vibrio vulnificus,Farm water,macrolide,,,
Vibrio vulnificus,Flour,macrolide,,,
Vibrio vulnificus,Fruit/vegetables,macrolide,,,
Vibrio vulnificus,Seeds,macrolide,,,
Vibrio vulnificus,Spice_Herbs,macrolide,,,
Vibrio vulnificus,Insect,macrolide,,,
Vibrio vulnificus,Nuts,macrolide,,,
Vibrio vulnificus,Plant,macrolide,,,
Vibrio vulnificus,Sewage,macrolide,,,
Vibrio vulnificus,Wastewater,macrolide,,,
Vibrio vulnificus,Water,macrolide,0,70,0
Vibrio vulnificus,Tea,macrolide,,,
Vibrio vulnificus,Clinical,"lincosamide,",0,69,0
Vibrio vulnificus,Animal,"lincosamide,",0,2,0
Vibrio vulnificus,Animal environment,"lincosamide,",0,2,0
Vibrio vulnificus,Animal feces,"lincosamide,",,,
Vibrio vulnificus,Farm,"lincosamide,",,,
Vibrio vulnificus,Egg,"lincosamide,",,,
Vibrio vulnificus,Farm sewage,"lincosamide,",,,
Vibrio vulnificus,Fish/Seafood,"lincosamide,",0,264,0
Vibrio vulnificus,Food,"lincosamide,",,,
Vibrio vulnificus,Meat,"lincosamide,",0,81,0
Vibrio vulnificus,Reptile,"lincosamide,",,,
Vibrio vulnificus,Cider,"lincosamide,",,,
Vibrio vulnificus,Dairy,"lincosamide,",,,
Vibrio vulnificus,Slaughterhouse,"lincosamide,",,,
Vibrio vulnificus,Farm water,"lincosamide,",,,
Vibrio vulnificus,Flour,"lincosamide,",,,
Vibrio vulnificus,Fruit/vegetables,"lincosamide,",,,
Vibrio vulnificus,Seeds,"lincosamide,",,,
Vibrio vulnificus,Spice_Herbs,"lincosamide,",,,
Vibrio vulnificus,Insect,"lincosamide,",,,
Vibrio vulnificus,Nuts,"lincosamide,",,,
Vibrio vulnificus,Plant,"lincosamide,",,,
Vibrio vulnificus,Sewage,"lincosamide,",,,
Vibrio vulnificus,Wastewater,"lincosamide,",,,
Vibrio vulnificus,Water,"lincosamide,",0,70,0
Vibrio vulnificus,Tea,"lincosamide,",,,
Vibrio vulnificus,Clinical,lincosamide_streptogramin,0,69,0
Vibrio vulnificus,Animal,lincosamide_streptogramin,0,2,0
Vibrio vulnificus,Animal environment,lincosamide_streptogramin,0,2,0
Vibrio vulnificus,Animal feces,lincosamide_streptogramin,,,
Vibrio vulnificus,Farm,lincosamide_streptogramin,,,
Vibrio vulnificus,Egg,lincosamide_streptogramin,,,
Vibrio vulnificus,Farm sewage,lincosamide_streptogramin,,,
Vibrio vulnificus,Fish/Seafood,lincosamide_streptogramin,0,264,0
Vibrio vulnificus,Food,lincosamide_streptogramin,,,
Vibrio vulnificus,Meat,lincosamide_streptogramin,0,81,0
Vibrio vulnificus,Reptile,lincosamide_streptogramin,,,
Vibrio vulnificus,Cider,lincosamide_streptogramin,,,
Vibrio vulnificus,Dairy,lincosamide_streptogramin,,,
Vibrio vulnificus,Slaughterhouse,lincosamide_streptogramin,,,
Vibrio vulnificus,Farm water,lincosamide_streptogramin,,,
Vibrio vulnificus,Flour,lincosamide_streptogramin,,,
Vibrio vulnificus,Fruit/vegetables,lincosamide_streptogramin,,,
Vibrio vulnificus,Seeds,lincosamide_streptogramin,,,
Vibrio vulnificus,Spice_Herbs,lincosamide_streptogramin,,,
Vibrio vulnificus,Insect,lincosamide_streptogramin,,,
Vibrio vulnificus,Nuts,lincosamide_streptogramin,,,
Vibrio vulnificus,Plant,lincosamide_streptogramin,,,
Vibrio vulnificus,Sewage,lincosamide_streptogramin,,,
Vibrio vulnificus,Wastewater,lincosamide_streptogramin,,,
Vibrio vulnificus,Water,lincosamide_streptogramin,0,70,0
Vibrio vulnificus,Tea,lincosamide_streptogramin,,,
Vibrio vulnificus,Clinical,mupirocin,0,69,0
Vibrio vulnificus,Animal,mupirocin,0,2,0
Vibrio vulnificus,Animal environment,mupirocin,0,2,0
Vibrio vulnificus,Animal feces,mupirocin,,,
Vibrio vulnificus,Farm,mupirocin,,,
Vibrio vulnificus,Egg,mupirocin,,,
Vibrio vulnificus,Farm sewage,mupirocin,,,
Vibrio vulnificus,Fish/Seafood,mupirocin,0,264,0
Vibrio vulnificus,Food,mupirocin,,,
Vibrio vulnificus,Meat,mupirocin,0,81,0
Vibrio vulnificus,Reptile,mupirocin,,,
Vibrio vulnificus,Cider,mupirocin,,,
Vibrio vulnificus,Dairy,mupirocin,,,
Vibrio vulnificus,Slaughterhouse,mupirocin,,,
Vibrio vulnificus,Farm water,mupirocin,,,
Vibrio vulnificus,Flour,mupirocin,,,
Vibrio vulnificus,Fruit/vegetables,mupirocin,,,
Vibrio vulnificus,Seeds,mupirocin,,,
Vibrio vulnificus,Spice_Herbs,mupirocin,,,
Vibrio vulnificus,Insect,mupirocin,,,
Vibrio vulnificus,Nuts,mupirocin,,,
Vibrio vulnificus,Plant,mupirocin,,,
Vibrio vulnificus,Sewage,mupirocin,,,
Vibrio vulnificus,Wastewater,mupirocin,,,
Vibrio vulnificus,Water,mupirocin,0,70,0
Vibrio vulnificus,Tea,mupirocin,,,
Vibrio vulnificus,Clinical,nitroimidazole,0,69,0
Vibrio vulnificus,Animal,nitroimidazole,0,2,0
Vibrio vulnificus,Animal environment,nitroimidazole,0,2,0
Vibrio vulnificus,Animal feces,nitroimidazole,,,
Vibrio vulnificus,Farm,nitroimidazole,,,
Vibrio vulnificus,Egg,nitroimidazole,,,
Vibrio vulnificus,Farm sewage,nitroimidazole,,,
Vibrio vulnificus,Fish/Seafood,nitroimidazole,0,264,0
Vibrio vulnificus,Food,nitroimidazole,,,
Vibrio vulnificus,Meat,nitroimidazole,0,81,0
Vibrio vulnificus,Reptile,nitroimidazole,,,
Vibrio vulnificus,Cider,nitroimidazole,,,
Vibrio vulnificus,Dairy,nitroimidazole,,,
Vibrio vulnificus,Slaughterhouse,nitroimidazole,,,
Vibrio vulnificus,Farm water,nitroimidazole,,,
Vibrio vulnificus,Flour,nitroimidazole,,,
Vibrio vulnificus,Fruit/vegetables,nitroimidazole,,,
Vibrio vulnificus,Seeds,nitroimidazole,,,
Vibrio vulnificus,Spice_Herbs,nitroimidazole,,,
Vibrio vulnificus,Insect,nitroimidazole,,,
Vibrio vulnificus,Nuts,nitroimidazole,,,
Vibrio vulnificus,Plant,nitroimidazole,,,
Vibrio vulnificus,Sewage,nitroimidazole,,,
Vibrio vulnificus,Wastewater,nitroimidazole,,,
Vibrio vulnificus,Water,nitroimidazole,0,70,0
Vibrio vulnificus,Tea,nitroimidazole,,,
Vibrio vulnificus,Clinical,phenicol,43,69,62.31884058
Vibrio vulnificus,Animal,phenicol,2,2,100
Vibrio vulnificus,Animal environment,phenicol,2,2,100
Vibrio vulnificus,Animal feces,phenicol,,,
Vibrio vulnificus,Farm,phenicol,,,
Vibrio vulnificus,Egg,phenicol,,,
Vibrio vulnificus,Farm sewage,phenicol,,,
Vibrio vulnificus,Fish/Seafood,phenicol,196,264,74.24242424
Vibrio vulnificus,Food,phenicol,,,
Vibrio vulnificus,Meat,phenicol,51,81,62.96296296
Vibrio vulnificus,Reptile,phenicol,,,
Vibrio vulnificus,Cider,phenicol,,,
Vibrio vulnificus,Dairy,phenicol,,,
Vibrio vulnificus,Slaughterhouse,phenicol,,,
Vibrio vulnificus,Farm water,phenicol,,,
Vibrio vulnificus,Flour,phenicol,,,
Vibrio vulnificus,Fruit/vegetables,phenicol,,,
Vibrio vulnificus,Seeds,phenicol,,,
Vibrio vulnificus,Spice_Herbs,phenicol,,,
Vibrio vulnificus,Insect,phenicol,,,
Vibrio vulnificus,Nuts,phenicol,,,
Vibrio vulnificus,Plant,phenicol,,,
Vibrio vulnificus,Sewage,phenicol,,,
Vibrio vulnificus,Wastewater,phenicol,,,
Vibrio vulnificus,Water,phenicol,56,70,80
Vibrio vulnificus,Tea,phenicol,,,
Vibrio vulnificus,Clinical,pluromutilin,0,69,0
Vibrio vulnificus,Animal,pluromutilin,0,2,0
Vibrio vulnificus,Animal environment,pluromutilin,0,2,0
Vibrio vulnificus,Animal feces,pluromutilin,,,
Vibrio vulnificus,Farm,pluromutilin,,,
Vibrio vulnificus,Egg,pluromutilin,,,
Vibrio vulnificus,Farm sewage,pluromutilin,,,
Vibrio vulnificus,Fish/Seafood,pluromutilin,0,264,0
Vibrio vulnificus,Food,pluromutilin,,,
Vibrio vulnificus,Meat,pluromutilin,0,81,0
Vibrio vulnificus,Reptile,pluromutilin,,,
Vibrio vulnificus,Cider,pluromutilin,,,
Vibrio vulnificus,Dairy,pluromutilin,,,
Vibrio vulnificus,Slaughterhouse,pluromutilin,,,
Vibrio vulnificus,Farm water,pluromutilin,,,
Vibrio vulnificus,Flour,pluromutilin,,,
Vibrio vulnificus,Fruit/vegetables,pluromutilin,,,
Vibrio vulnificus,Seeds,pluromutilin,,,
Vibrio vulnificus,Spice_Herbs,pluromutilin,,,
Vibrio vulnificus,Insect,pluromutilin,,,
Vibrio vulnificus,Nuts,pluromutilin,,,
Vibrio vulnificus,Plant,pluromutilin,,,
Vibrio vulnificus,Sewage,pluromutilin,,,
Vibrio vulnificus,Wastewater,pluromutilin,,,
Vibrio vulnificus,Water,pluromutilin,0,70,0
Vibrio vulnificus,Tea,pluromutilin,,,
Vibrio vulnificus,Clinical,polymyxin,0,69,0
Vibrio vulnificus,Animal,polymyxin,0,2,0
Vibrio vulnificus,Animal environment,polymyxin,0,2,0
Vibrio vulnificus,Animal feces,polymyxin,,,
Vibrio vulnificus,Farm,polymyxin,,,
Vibrio vulnificus,Egg,polymyxin,,,
Vibrio vulnificus,Farm sewage,polymyxin,,,
Vibrio vulnificus,Fish/Seafood,polymyxin,0,264,0
Vibrio vulnificus,Food,polymyxin,,,
Vibrio vulnificus,Meat,polymyxin,0,81,0
Vibrio vulnificus,Reptile,polymyxin,,,
Vibrio vulnificus,Cider,polymyxin,,,
Vibrio vulnificus,Dairy,polymyxin,,,
Vibrio vulnificus,Slaughterhouse,polymyxin,,,
Vibrio vulnificus,Farm water,polymyxin,,,
Vibrio vulnificus,Flour,polymyxin,,,
Vibrio vulnificus,Fruit/vegetables,polymyxin,,,
Vibrio vulnificus,Seeds,polymyxin,,,
Vibrio vulnificus,Spice_Herbs,polymyxin,,,
Vibrio vulnificus,Insect,polymyxin,,,
Vibrio vulnificus,Nuts,polymyxin,,,
Vibrio vulnificus,Plant,polymyxin,,,
Vibrio vulnificus,Sewage,polymyxin,,,
Vibrio vulnificus,Wastewater,polymyxin,,,
Vibrio vulnificus,Water,polymyxin,0,70,0
Vibrio vulnificus,Tea,polymyxin,,,
Vibrio vulnificus,Clinical,quinolone,0,69,0
Vibrio vulnificus,Animal,quinolone,0,2,0
Vibrio vulnificus,Animal environment,quinolone,0,2,0
Vibrio vulnificus,Animal feces,quinolone,,,
Vibrio vulnificus,Farm,quinolone,,,
Vibrio vulnificus,Egg,quinolone,,,
Vibrio vulnificus,Farm sewage,quinolone,,,
Vibrio vulnificus,Fish/Seafood,quinolone,4,264,1.515151515
Vibrio vulnificus,Food,quinolone,,,
Vibrio vulnificus,Meat,quinolone,0,81,0
Vibrio vulnificus,Reptile,quinolone,,,
Vibrio vulnificus,Cider,quinolone,,,
Vibrio vulnificus,Dairy,quinolone,,,
Vibrio vulnificus,Slaughterhouse,quinolone,,,
Vibrio vulnificus,Farm water,quinolone,,,
Vibrio vulnificus,Flour,quinolone,,,
Vibrio vulnificus,Fruit/vegetables,quinolone,,,
Vibrio vulnificus,Seeds,quinolone,,,
Vibrio vulnificus,Spice_Herbs,quinolone,,,
Vibrio vulnificus,Insect,quinolone,,,
Vibrio vulnificus,Nuts,quinolone,,,
Vibrio vulnificus,Plant,quinolone,,,
Vibrio vulnificus,Sewage,quinolone,,,
Vibrio vulnificus,Wastewater,quinolone,,,
Vibrio vulnificus,Water,quinolone,0,70,0
Vibrio vulnificus,Tea,quinolone,,,
Vibrio vulnificus,Clinical,rifamycin,0,69,0
Vibrio vulnificus,Animal,rifamycin,0,2,0
Vibrio vulnificus,Animal environment,rifamycin,0,2,0
Vibrio vulnificus,Animal feces,rifamycin,,,
Vibrio vulnificus,Farm,rifamycin,,,
Vibrio vulnificus,Egg,rifamycin,,,
Vibrio vulnificus,Farm sewage,rifamycin,,,
Vibrio vulnificus,Fish/Seafood,rifamycin,0,264,0
Vibrio vulnificus,Food,rifamycin,,,
Vibrio vulnificus,Meat,rifamycin,0,81,0
Vibrio vulnificus,Reptile,rifamycin,,,
Vibrio vulnificus,Cider,rifamycin,,,
Vibrio vulnificus,Dairy,rifamycin,,,
Vibrio vulnificus,Slaughterhouse,rifamycin,,,
Vibrio vulnificus,Farm water,rifamycin,,,
Vibrio vulnificus,Flour,rifamycin,,,
Vibrio vulnificus,Fruit/vegetables,rifamycin,,,
Vibrio vulnificus,Seeds,rifamycin,,,
Vibrio vulnificus,Spice_Herbs,rifamycin,,,
Vibrio vulnificus,Insect,rifamycin,,,
Vibrio vulnificus,Nuts,rifamycin,,,
Vibrio vulnificus,Plant,rifamycin,,,
Vibrio vulnificus,Sewage,rifamycin,,,
Vibrio vulnificus,Wastewater,rifamycin,,,
Vibrio vulnificus,Water,rifamycin,0,70,0
Vibrio vulnificus,Tea,rifamycin,,,
Vibrio vulnificus,Clinical,streptogramin,0,69,0
Vibrio vulnificus,Animal,streptogramin,0,2,0
Vibrio vulnificus,Animal environment,streptogramin,0,2,0
Vibrio vulnificus,Animal feces,streptogramin,,,
Vibrio vulnificus,Farm,streptogramin,,,
Vibrio vulnificus,Egg,streptogramin,,,
Vibrio vulnificus,Farm sewage,streptogramin,,,
Vibrio vulnificus,Fish/Seafood,streptogramin,0,264,0
Vibrio vulnificus,Food,streptogramin,,,
Vibrio vulnificus,Meat,streptogramin,0,81,0
Vibrio vulnificus,Reptile,streptogramin,,,
Vibrio vulnificus,Cider,streptogramin,,,
Vibrio vulnificus,Dairy,streptogramin,,,
Vibrio vulnificus,Slaughterhouse,streptogramin,,,
Vibrio vulnificus,Farm water,streptogramin,,,
Vibrio vulnificus,Flour,streptogramin,,,
Vibrio vulnificus,Fruit/vegetables,streptogramin,,,
Vibrio vulnificus,Seeds,streptogramin,,,
Vibrio vulnificus,Spice_Herbs,streptogramin,,,
Vibrio vulnificus,Insect,streptogramin,,,
Vibrio vulnificus,Nuts,streptogramin,,,
Vibrio vulnificus,Plant,streptogramin,,,
Vibrio vulnificus,Sewage,streptogramin,,,
Vibrio vulnificus,Wastewater,streptogramin,,,
Vibrio vulnificus,Water,streptogramin,0,70,0
Vibrio vulnificus,Tea,streptogramin,,,
Vibrio vulnificus,Clinical,streptothricin,0,69,0
Vibrio vulnificus,Animal,streptothricin,0,2,0
Vibrio vulnificus,Animal environment,streptothricin,0,2,0
Vibrio vulnificus,Animal feces,streptothricin,,,
Vibrio vulnificus,Farm,streptothricin,,,
Vibrio vulnificus,Egg,streptothricin,,,
Vibrio vulnificus,Farm sewage,streptothricin,,,
Vibrio vulnificus,Fish/Seafood,streptothricin,0,264,0
Vibrio vulnificus,Food,streptothricin,,,
Vibrio vulnificus,Meat,streptothricin,0,81,0
Vibrio vulnificus,Reptile,streptothricin,,,
Vibrio vulnificus,Cider,streptothricin,,,
Vibrio vulnificus,Dairy,streptothricin,,,
Vibrio vulnificus,Slaughterhouse,streptothricin,,,
Vibrio vulnificus,Farm water,streptothricin,,,
Vibrio vulnificus,Flour,streptothricin,,,
Vibrio vulnificus,Fruit/vegetables,streptothricin,,,
Vibrio vulnificus,Seeds,streptothricin,,,
Vibrio vulnificus,Spice_Herbs,streptothricin,,,
Vibrio vulnificus,Insect,streptothricin,,,
Vibrio vulnificus,Nuts,streptothricin,,,
Vibrio vulnificus,Plant,streptothricin,,,
Vibrio vulnificus,Sewage,streptothricin,,,
Vibrio vulnificus,Wastewater,streptothricin,,,
Vibrio vulnificus,Water,streptothricin,0,70,0
Vibrio vulnificus,Tea,streptothricin,,,
Vibrio vulnificus,Clinical,sulphonamide,0,69,0
Vibrio vulnificus,Animal,sulphonamide,2,2,100
Vibrio vulnificus,Animal environment,sulphonamide,0,2,0
Vibrio vulnificus,Animal feces,sulphonamide,,,
Vibrio vulnificus,Farm,sulphonamide,,,
Vibrio vulnificus,Egg,sulphonamide,,,
Vibrio vulnificus,Farm sewage,sulphonamide,,,
Vibrio vulnificus,Fish/Seafood,sulphonamide,2,264,0.757575758
Vibrio vulnificus,Food,sulphonamide,,,
Vibrio vulnificus,Meat,sulphonamide,0,81,0
Vibrio vulnificus,Reptile,sulphonamide,,,
Vibrio vulnificus,Cider,sulphonamide,,,
Vibrio vulnificus,Dairy,sulphonamide,,,
Vibrio vulnificus,Slaughterhouse,sulphonamide,,,
Vibrio vulnificus,Farm water,sulphonamide,,,
Vibrio vulnificus,Flour,sulphonamide,,,
Vibrio vulnificus,Fruit/vegetables,sulphonamide,,,
Vibrio vulnificus,Seeds,sulphonamide,,,
Vibrio vulnificus,Spice_Herbs,sulphonamide,,,
Vibrio vulnificus,Insect,sulphonamide,,,
Vibrio vulnificus,Nuts,sulphonamide,,,
Vibrio vulnificus,Plant,sulphonamide,,,
Vibrio vulnificus,Sewage,sulphonamide,,,
Vibrio vulnificus,Wastewater,sulphonamide,,,
Vibrio vulnificus,Water,sulphonamide,0,70,0
Vibrio vulnificus,Tea,sulphonamide,,,
Vibrio vulnificus,Clinical,tetracenomycin,0,69,0
Vibrio vulnificus,Animal,tetracenomycin,0,2,0
Vibrio vulnificus,Animal environment,tetracenomycin,0,2,0
Vibrio vulnificus,Animal feces,tetracenomycin,,,
Vibrio vulnificus,Farm,tetracenomycin,,,
Vibrio vulnificus,Egg,tetracenomycin,,,
Vibrio vulnificus,Farm sewage,tetracenomycin,,,
Vibrio vulnificus,Fish/Seafood,tetracenomycin,0,264,0
Vibrio vulnificus,Food,tetracenomycin,,,
Vibrio vulnificus,Meat,tetracenomycin,0,81,0
Vibrio vulnificus,Reptile,tetracenomycin,,,
Vibrio vulnificus,Cider,tetracenomycin,,,
Vibrio vulnificus,Dairy,tetracenomycin,,,
Vibrio vulnificus,Slaughterhouse,tetracenomycin,,,
Vibrio vulnificus,Farm water,tetracenomycin,,,
Vibrio vulnificus,Flour,tetracenomycin,,,
Vibrio vulnificus,Fruit/vegetables,tetracenomycin,,,
Vibrio vulnificus,Seeds,tetracenomycin,,,
Vibrio vulnificus,Spice_Herbs,tetracenomycin,,,
Vibrio vulnificus,Insect,tetracenomycin,,,
Vibrio vulnificus,Nuts,tetracenomycin,,,
Vibrio vulnificus,Plant,tetracenomycin,,,
Vibrio vulnificus,Sewage,tetracenomycin,,,
Vibrio vulnificus,Wastewater,tetracenomycin,,,
Vibrio vulnificus,Water,tetracenomycin,0,70,0
Vibrio vulnificus,Tea,tetracenomycin,,,
Vibrio vulnificus,Clinical,tetracycline,69,69,100
Vibrio vulnificus,Animal,tetracycline,2,2,100
Vibrio vulnificus,Animal environment,tetracycline,2,2,100
Vibrio vulnificus,Animal feces,tetracycline,,,
Vibrio vulnificus,Farm,tetracycline,,,
Vibrio vulnificus,Egg,tetracycline,,,
Vibrio vulnificus,Farm sewage,tetracycline,,,
Vibrio vulnificus,Fish/Seafood,tetracycline,264,264,100
Vibrio vulnificus,Food,tetracycline,,,
Vibrio vulnificus,Meat,tetracycline,81,81,100
Vibrio vulnificus,Reptile,tetracycline,,,
Vibrio vulnificus,Cider,tetracycline,,,
Vibrio vulnificus,Dairy,tetracycline,,,
Vibrio vulnificus,Slaughterhouse,tetracycline,,,
Vibrio vulnificus,Farm water,tetracycline,,,
Vibrio vulnificus,Flour,tetracycline,,,
Vibrio vulnificus,Fruit/vegetables,tetracycline,,,
Vibrio vulnificus,Seeds,tetracycline,,,
Vibrio vulnificus,Spice_Herbs,tetracycline,,,
Vibrio vulnificus,Insect,tetracycline,,,
Vibrio vulnificus,Nuts,tetracycline,,,
Vibrio vulnificus,Plant,tetracycline,,,
Vibrio vulnificus,Sewage,tetracycline,,,
Vibrio vulnificus,Wastewater,tetracycline,,,
Vibrio vulnificus,Water,tetracycline,70,70,100
Vibrio vulnificus,Tea,tetracycline,,,
Vibrio vulnificus,Clinical,thiostrepton,0,69,0
Vibrio vulnificus,Animal,thiostrepton,0,2,0
Vibrio vulnificus,Animal environment,thiostrepton,0,2,0
Vibrio vulnificus,Animal feces,thiostrepton,,,
Vibrio vulnificus,Farm,thiostrepton,,,
Vibrio vulnificus,Egg,thiostrepton,,,
Vibrio vulnificus,Farm sewage,thiostrepton,,,
Vibrio vulnificus,Fish/Seafood,thiostrepton,0,264,0
Vibrio vulnificus,Food,thiostrepton,,,
Vibrio vulnificus,Meat,thiostrepton,0,81,0
Vibrio vulnificus,Reptile,thiostrepton,,,
Vibrio vulnificus,Cider,thiostrepton,,,
Vibrio vulnificus,Dairy,thiostrepton,,,
Vibrio vulnificus,Slaughterhouse,thiostrepton,,,
Vibrio vulnificus,Farm water,thiostrepton,,,
Vibrio vulnificus,Flour,thiostrepton,,,
Vibrio vulnificus,Fruit/vegetables,thiostrepton,,,
Vibrio vulnificus,Seeds,thiostrepton,,,
Vibrio vulnificus,Spice_Herbs,thiostrepton,,,
Vibrio vulnificus,Insect,thiostrepton,,,
Vibrio vulnificus,Nuts,thiostrepton,,,
Vibrio vulnificus,Plant,thiostrepton,,,
Vibrio vulnificus,Sewage,thiostrepton,,,
Vibrio vulnificus,Wastewater,thiostrepton,,,
Vibrio vulnificus,Water,thiostrepton,0,70,0
Vibrio vulnificus,Tea,thiostrepton,,,
Vibrio vulnificus,Clinical,trimethoprim,0,69,0
Vibrio vulnificus,Animal,trimethoprim,2,2,100
Vibrio vulnificus,Animal environment,trimethoprim,0,2,0
Vibrio vulnificus,Animal feces,trimethoprim,,,
Vibrio vulnificus,Farm,trimethoprim,,,
