Species,Genus,total_genus,Source,Gene,number,total
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,aph(3'),4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,aph(6)-Id,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaACT,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaCARB,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaCMY,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaCMY-2,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaCTX-M,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaGES,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaIMP,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaKPC,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaNDM,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaOXA,4,4
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaPER,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaSHV,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaTEM,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,blaVIM,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,catA,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,cmlA,4,2
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,dfrA,4,2
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,mec,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,mcr-,4,2
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,mcr-1,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,mcr-9,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,qnrS,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,sul,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,tet,4,2
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,van,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,gyrA,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,parC,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,parE,4,0
Aeromonas salmonicida,Aeromonas,330,Cider,aac(3),,
Aeromonas salmonicida,Aeromonas,330,Cider,aac(6')-Ib-cr,,
Aeromonas salmonicida,Aeromonas,330,Cider,aadA,,
Aeromonas salmonicida,Aeromonas,330,Cider,aph(3'')-Ib,,
Aeromonas salmonicida,Aeromonas,330,Cider,aph(3'),,
Aeromonas salmonicida,Aeromonas,330,Cider,aph(6)-Id,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaACT,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaCARB,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaCMY,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaCMY-2,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaCTX-M,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaGES,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaIMP,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaKPC,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaNDM,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaOXA,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaPER,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaSHV,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaTEM,,
Aeromonas salmonicida,Aeromonas,330,Cider,blaVIM,,
Aeromonas salmonicida,Aeromonas,330,Cider,catA,,
Aeromonas salmonicida,Aeromonas,330,Cider,cmlA,,
Aeromonas salmonicida,Aeromonas,330,Cider,dfrA,,
Aeromonas salmonicida,Aeromonas,330,Cider,mec,,
Aeromonas salmonicida,Aeromonas,330,Cider,mcr-,,
Aeromonas salmonicida,Aeromonas,330,Cider,mcr-1,,
Aeromonas salmonicida,Aeromonas,330,Cider,mcr-9,,
Aeromonas salmonicida,Aeromonas,330,Cider,qnrS,,
Aeromonas salmonicida,Aeromonas,330,Cider,sul,,
Aeromonas salmonicida,Aeromonas,330,Cider,tet,,
Aeromonas salmonicida,Aeromonas,330,Cider,van,,
Aeromonas salmonicida,Aeromonas,330,Cider,gyrA,,
Aeromonas salmonicida,Aeromonas,330,Cider,parC,,
Aeromonas salmonicida,Aeromonas,330,Cider,parE,,
Aeromonas salmonicida,Aeromonas,330,Dairy,aac(3),,
Aeromonas salmonicida,Aeromonas,330,Dairy,aac(6')-Ib-cr,,
Aeromonas salmonicida,Aeromonas,330,Dairy,aadA,,
Aeromonas salmonicida,Aeromonas,330,Dairy,aph(3'')-Ib,,
Aeromonas salmonicida,Aeromonas,330,Dairy,aph(3'),,
Aeromonas salmonicida,Aeromonas,330,Dairy,aph(6)-Id,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaACT,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaCARB,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaCMY,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaCMY-2,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaCTX-M,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaGES,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaIMP,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaKPC,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaNDM,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaOXA,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaPER,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaSHV,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaTEM,,
Aeromonas salmonicida,Aeromonas,330,Dairy,blaVIM,,
Aeromonas salmonicida,Aeromonas,330,Dairy,catA,,
Aeromonas salmonicida,Aeromonas,330,Dairy,cmlA,,
Aeromonas salmonicida,Aeromonas,330,Dairy,dfrA,,
Aeromonas salmonicida,Aeromonas,330,Dairy,mec,,
Aeromonas salmonicida,Aeromonas,330,Dairy,mcr-,,
Aeromonas salmonicida,Aeromonas,330,Dairy,mcr-1,,
Aeromonas salmonicida,Aeromonas,330,Dairy,mcr-9,,
Aeromonas salmonicida,Aeromonas,330,Dairy,qnrS,,
Aeromonas salmonicida,Aeromonas,330,Dairy,sul,,
Aeromonas salmonicida,Aeromonas,330,Dairy,tet,,
Aeromonas salmonicida,Aeromonas,330,Dairy,van,,
Aeromonas salmonicida,Aeromonas,330,Dairy,gyrA,,
Aeromonas salmonicida,Aeromonas,330,Dairy,parC,,
Aeromonas salmonicida,Aeromonas,330,Dairy,parE,,
Aeromonas salmonicida,Aeromonas,330,Flour,aac(3),,
Aeromonas salmonicida,Aeromonas,330,Flour,aac(6')-Ib-cr,,
Aeromonas salmonicida,Aeromonas,330,Flour,aadA,,
Aeromonas salmonicida,Aeromonas,330,Flour,aph(3'')-Ib,,
Aeromonas salmonicida,Aeromonas,330,Flour,aph(3'),,
Aeromonas salmonicida,Aeromonas,330,Flour,aph(6)-Id,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaACT,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaCARB,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaCMY,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaCMY-2,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaCTX-M,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaGES,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaIMP,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaKPC,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaNDM,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaOXA,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaPER,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaSHV,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaTEM,,
Aeromonas salmonicida,Aeromonas,330,Flour,blaVIM,,
Aeromonas salmonicida,Aeromonas,330,Flour,catA,,
Aeromonas salmonicida,Aeromonas,330,Flour,cmlA,,
Aeromonas salmonicida,Aeromonas,330,Flour,dfrA,,
Aeromonas salmonicida,Aeromonas,330,Flour,mec,,
Aeromonas salmonicida,Aeromonas,330,Flour,mcr-,,
Aeromonas salmonicida,Aeromonas,330,Flour,mcr-1,,
Aeromonas salmonicida,Aeromonas,330,Flour,mcr-9,,
Aeromonas salmonicida,Aeromonas,330,Flour,qnrS,,
Aeromonas salmonicida,Aeromonas,330,Flour,sul,,
Aeromonas salmonicida,Aeromonas,330,Flour,tet,,
Aeromonas salmonicida,Aeromonas,330,Flour,van,,
Aeromonas salmonicida,Aeromonas,330,Flour,gyrA,,
Aeromonas salmonicida,Aeromonas,330,Flour,parC,,
Aeromonas salmonicida,Aeromonas,330,Flour,parE,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,aac(3),,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,aac(6')-Ib-cr,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,aadA,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,aph(3'')-Ib,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,aph(3'),,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,aph(6)-Id,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaACT,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaCARB,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaCMY,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaCMY-2,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaCTX-M,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaGES,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaIMP,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaKPC,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaNDM,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaOXA,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaPER,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaSHV,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaTEM,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,blaVIM,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,catA,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,cmlA,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,dfrA,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,mec,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,mcr-,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,mcr-1,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,mcr-9,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,qnrS,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,sul,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,tet,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,van,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,gyrA,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,parC,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,parE,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,aac(3),,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,aac(6')-Ib-cr,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,aadA,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,aph(3'')-Ib,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,aph(3'),,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,aph(6)-Id,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaACT,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaCARB,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaCMY,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaCMY-2,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaCTX-M,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaGES,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaIMP,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaKPC,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaNDM,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaOXA,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaPER,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaSHV,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaTEM,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,blaVIM,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,catA,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,cmlA,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,dfrA,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,mec,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,mcr-,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,mcr-1,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,mcr-9,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,qnrS,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,sul,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,tet,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,van,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,gyrA,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,parC,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,parE,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,aac(3),,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,aac(6')-Ib-cr,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,aadA,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,aph(3'')-Ib,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,aph(3'),,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,aph(6)-Id,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaACT,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaCARB,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaCMY,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaCMY-2,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaCTX-M,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaGES,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaIMP,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaKPC,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaNDM,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaOXA,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaPER,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaSHV,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaTEM,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,blaVIM,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,catA,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,cmlA,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,dfrA,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,mec,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,mcr-,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,mcr-1,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,mcr-9,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,qnrS,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,sul,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,tet,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,van,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,gyrA,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,parC,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,parE,,
Aeromonas salmonicida,Aeromonas,330,Tea,aac(3),,
Aeromonas salmonicida,Aeromonas,330,Tea,aac(6')-Ib-cr,,
Aeromonas salmonicida,Aeromonas,330,Tea,aadA,,
Aeromonas salmonicida,Aeromonas,330,Tea,aph(3'')-Ib,,
Aeromonas salmonicida,Aeromonas,330,Tea,aph(3'),,
Aeromonas salmonicida,Aeromonas,330,Tea,aph(6)-Id,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaACT,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaCARB,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaCMY,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaCMY-2,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaCTX-M,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaGES,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaIMP,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaKPC,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaNDM,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaOXA,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaPER,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaSHV,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaTEM,,
Aeromonas salmonicida,Aeromonas,330,Tea,blaVIM,,
Aeromonas salmonicida,Aeromonas,330,Tea,catA,,
Aeromonas salmonicida,Aeromonas,330,Tea,cmlA,,
Aeromonas salmonicida,Aeromonas,330,Tea,dfrA,,
Aeromonas salmonicida,Aeromonas,330,Tea,mec,,
Aeromonas salmonicida,Aeromonas,330,Tea,mcr-,,
Aeromonas salmonicida,Aeromonas,330,Tea,mcr-1,,
Aeromonas salmonicida,Aeromonas,330,Tea,mcr-9,,
Aeromonas salmonicida,Aeromonas,330,Tea,qnrS,,
Aeromonas salmonicida,Aeromonas,330,Tea,sul,,
Aeromonas salmonicida,Aeromonas,330,Tea,tet,,
Aeromonas salmonicida,Aeromonas,330,Tea,van,,
Aeromonas salmonicida,Aeromonas,330,Tea,gyrA,,
Aeromonas salmonicida,Aeromonas,330,Tea,parC,,
Aeromonas salmonicida,Aeromonas,330,Tea,parE,,
Aeromonas salmonicida,Aeromonas,330,Clinical,aac(3),2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,aac(6')-Ib-cr,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,aadA,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,aph(3'')-Ib,2,1
Aeromonas salmonicida,Aeromonas,330,Clinical,aph(3'),2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,aph(6)-Id,2,1
Aeromonas salmonicida,Aeromonas,330,Clinical,blaACT,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaCARB,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaCMY,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaCMY-2,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaCTX-M,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaGES,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaIMP,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaKPC,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaNDM,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaOXA,2,2
Aeromonas salmonicida,Aeromonas,330,Clinical,blaPER,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaSHV,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaTEM,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,blaVIM,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,catA,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,cmlA,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,dfrA,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,mec,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,mcr-,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,mcr-1,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,mcr-9,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,qnrS,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,sul,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,tet,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,van,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,gyrA,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,parC,2,0
Aeromonas salmonicida,Aeromonas,330,Clinical,parE,2,0
Aeromonas sobria,Aeromonas,21,Raw pet food,aac(3),,
Aeromonas sobria,Aeromonas,21,Raw pet food,aac(6')-Ib-cr,,
Aeromonas sobria,Aeromonas,21,Raw pet food,aadA,,
Aeromonas sobria,Aeromonas,21,Raw pet food,aph(3'')-Ib,,
Aeromonas sobria,Aeromonas,21,Raw pet food,aph(3'),,
Aeromonas sobria,Aeromonas,21,Raw pet food,aph(6)-Id,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaACT,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaCARB,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaCMY,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaCMY-2,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaCTX-M,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaGES,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaIMP,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaKPC,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaNDM,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaOXA,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaPER,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaSHV,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaTEM,,
Aeromonas sobria,Aeromonas,21,Raw pet food,blaVIM,,
Aeromonas sobria,Aeromonas,21,Raw pet food,catA,,
Aeromonas sobria,Aeromonas,21,Raw pet food,cmlA,,
Aeromonas sobria,Aeromonas,21,Raw pet food,dfrA,,
Aeromonas sobria,Aeromonas,21,Raw pet food,mec,,
Aeromonas sobria,Aeromonas,21,Raw pet food,mcr-,,
Aeromonas sobria,Aeromonas,21,Raw pet food,mcr-1,,
Aeromonas sobria,Aeromonas,21,Raw pet food,mcr-9,,
Aeromonas sobria,Aeromonas,21,Raw pet food,qnrS,,
Aeromonas sobria,Aeromonas,21,Raw pet food,sul,,
Aeromonas sobria,Aeromonas,21,Raw pet food,tet,,
Aeromonas sobria,Aeromonas,21,Raw pet food,van,,
Aeromonas sobria,Aeromonas,21,Raw pet food,gyrA,,
Aeromonas sobria,Aeromonas,21,Raw pet food,parC,,
Aeromonas sobria,Aeromonas,21,Raw pet food,parE,,
Aeromonas sobria,Aeromonas,21,Pet food,aac(3),,
Aeromonas sobria,Aeromonas,21,Pet food,aac(6')-Ib-cr,,
Aeromonas sobria,Aeromonas,21,Pet food,aadA,,
Aeromonas sobria,Aeromonas,21,Pet food,aph(3'')-Ib,,
Aeromonas sobria,Aeromonas,21,Pet food,aph(3'),,
Aeromonas sobria,Aeromonas,21,Pet food,aph(6)-Id,,
Aeromonas sobria,Aeromonas,21,Pet food,blaACT,,
Aeromonas sobria,Aeromonas,21,Pet food,blaCARB,,
Aeromonas sobria,Aeromonas,21,Pet food,blaCMY,,
Aeromonas sobria,Aeromonas,21,Pet food,blaCMY-2,,
Aeromonas sobria,Aeromonas,21,Pet food,blaCTX-M,,
Aeromonas sobria,Aeromonas,21,Pet food,blaGES,,
Aeromonas sobria,Aeromonas,21,Pet food,blaIMP,,
Aeromonas sobria,Aeromonas,21,Pet food,blaKPC,,
Aeromonas sobria,Aeromonas,21,Pet food,blaNDM,,
Aeromonas sobria,Aeromonas,21,Pet food,blaOXA,,
Aeromonas sobria,Aeromonas,21,Pet food,blaPER,,
Aeromonas sobria,Aeromonas,21,Pet food,blaSHV,,
Aeromonas sobria,Aeromonas,21,Pet food,blaTEM,,
Aeromonas sobria,Aeromonas,21,Pet food,blaVIM,,
Aeromonas sobria,Aeromonas,21,Pet food,catA,,
Aeromonas sobria,Aeromonas,21,Pet food,cmlA,,
Aeromonas sobria,Aeromonas,21,Pet food,dfrA,,
Aeromonas sobria,Aeromonas,21,Pet food,mec,,
Aeromonas sobria,Aeromonas,21,Pet food,mcr-,,
Aeromonas sobria,Aeromonas,21,Pet food,mcr-1,,
Aeromonas sobria,Aeromonas,21,Pet food,mcr-9,,
Aeromonas sobria,Aeromonas,21,Pet food,qnrS,,
Aeromonas sobria,Aeromonas,21,Pet food,sul,,
Aeromonas sobria,Aeromonas,21,Pet food,tet,,
Aeromonas sobria,Aeromonas,21,Pet food,van,,
Aeromonas sobria,Aeromonas,21,Pet food,gyrA,,
Aeromonas sobria,Aeromonas,21,Pet food,parC,,
Aeromonas sobria,Aeromonas,21,Pet food,parE,,
Aeromonas sobria,Aeromonas,21,Egg,aac(3),,
Aeromonas sobria,Aeromonas,21,Egg,aac(6')-Ib-cr,,
Aeromonas sobria,Aeromonas,21,Egg,aadA,,
Aeromonas sobria,Aeromonas,21,Egg,aph(3'')-Ib,,
Aeromonas sobria,Aeromonas,21,Egg,aph(3'),,
Aeromonas sobria,Aeromonas,21,Egg,aph(6)-Id,,
Aeromonas sobria,Aeromonas,21,Egg,blaACT,,
Aeromonas sobria,Aeromonas,21,Egg,blaCARB,,
Aeromonas sobria,Aeromonas,21,Egg,blaCMY,,
Aeromonas sobria,Aeromonas,21,Egg,blaCMY-2,,
Aeromonas sobria,Aeromonas,21,Egg,blaCTX-M,,
Aeromonas sobria,Aeromonas,21,Egg,blaGES,,
Aeromonas sobria,Aeromonas,21,Egg,blaIMP,,
Aeromonas sobria,Aeromonas,21,Egg,blaKPC,,
Aeromonas sobria,Aeromonas,21,Egg,blaNDM,,
Aeromonas sobria,Aeromonas,21,Egg,blaOXA,,
Aeromonas sobria,Aeromonas,21,Egg,blaPER,,
Aeromonas sobria,Aeromonas,21,Egg,blaSHV,,
Aeromonas sobria,Aeromonas,21,Egg,blaTEM,,
Aeromonas sobria,Aeromonas,21,Egg,blaVIM,,
Aeromonas sobria,Aeromonas,21,Egg,catA,,
Aeromonas sobria,Aeromonas,21,Egg,cmlA,,
Aeromonas sobria,Aeromonas,21,Egg,dfrA,,
Aeromonas sobria,Aeromonas,21,Egg,mec,,
Aeromonas sobria,Aeromonas,21,Egg,mcr-,,
Aeromonas sobria,Aeromonas,21,Egg,mcr-1,,
Aeromonas sobria,Aeromonas,21,Egg,mcr-9,,
Aeromonas sobria,Aeromonas,21,Egg,qnrS,,
Aeromonas sobria,Aeromonas,21,Egg,sul,,
Aeromonas sobria,Aeromonas,21,Egg,tet,,
Aeromonas sobria,Aeromonas,21,Egg,van,,
