Species,Genus,total_genus,Source,Gene,number,total
Enterobacter mori,Enterobacter,48,Flour,aac(6')-Ib-cr,,
Enterobacter mori,Enterobacter,48,Flour,aadA,,
Enterobacter mori,Enterobacter,48,Flour,aph(3'')-Ib,,
Enterobacter mori,Enterobacter,48,Flour,aph(3'),,
Enterobacter mori,Enterobacter,48,Flour,aph(6)-Id,,
Enterobacter mori,Enterobacter,48,Flour,blaACT,,
Enterobacter mori,Enterobacter,48,Flour,blaCARB,,
Enterobacter mori,Enterobacter,48,Flour,blaCMY,,
Enterobacter mori,Enterobacter,48,Flour,blaCMY-2,,
Enterobacter mori,Enterobacter,48,Flour,blaCTX-M,,
Enterobacter mori,Enterobacter,48,Flour,blaGES,,
Enterobacter mori,Enterobacter,48,Flour,blaIMP,,
Enterobacter mori,Enterobacter,48,Flour,blaKPC,,
Enterobacter mori,Enterobacter,48,Flour,blaNDM,,
Enterobacter mori,Enterobacter,48,Flour,blaOXA,,
Enterobacter mori,Enterobacter,48,Flour,blaPER,,
Enterobacter mori,Enterobacter,48,Flour,blaSHV,,
Enterobacter mori,Enterobacter,48,Flour,blaTEM,,
Enterobacter mori,Enterobacter,48,Flour,blaVIM,,
Enterobacter mori,Enterobacter,48,Flour,catA,,
Enterobacter mori,Enterobacter,48,Flour,cmlA,,
Enterobacter mori,Enterobacter,48,Flour,dfrA,,
Enterobacter mori,Enterobacter,48,Flour,mec,,
Enterobacter mori,Enterobacter,48,Flour,mcr-,,
Enterobacter mori,Enterobacter,48,Flour,mcr-1,,
Enterobacter mori,Enterobacter,48,Flour,mcr-9,,
Enterobacter mori,Enterobacter,48,Flour,qnrS,,
Enterobacter mori,Enterobacter,48,Flour,sul,,
Enterobacter mori,Enterobacter,48,Flour,tet,,
Enterobacter mori,Enterobacter,48,Flour,van,,
Enterobacter mori,Enterobacter,48,Flour,gyrA,,
Enterobacter mori,Enterobacter,48,Flour,parC,,
Enterobacter mori,Enterobacter,48,Flour,parE,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,aac(3),,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,aac(6')-Ib-cr,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,aadA,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,aph(3'')-Ib,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,aph(3'),,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,aph(6)-Id,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaACT,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaCARB,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaCMY,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaCMY-2,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaCTX-M,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaGES,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaIMP,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaKPC,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaNDM,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaOXA,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaPER,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaSHV,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaTEM,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,blaVIM,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,catA,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,cmlA,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,dfrA,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,mec,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,mcr-,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,mcr-1,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,mcr-9,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,qnrS,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,sul,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,tet,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,van,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,gyrA,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,parC,,
Enterobacter mori,Enterobacter,48,Fruit/Vegetables,parE,,
Enterobacter mori,Enterobacter,48,Spice/Herbs,aac(3),,
Enterobacter mori,Enterobacter,48,Spice/Herbs,aac(6')-Ib-cr,,
Enterobacter mori,Enterobacter,48,Spice/Herbs,aadA,,
Enterobacter mori,Enterobacter,48,Spice/Herbs,aph(3'')-Ib,,
Enterobacter mori,Enterobacter,48,Spice/Herbs,aph(3'),,
Enterobacter mori,Enterobacter,48,Spice/Herbs,aph(6)-Id,,
Enterobacter mori,Enterobacter,48,Spice/Herbs,blaACT,,
