Genus,Source,Gene,number,total
Enterobacter asburiae,684,Reptile,qacEdelta,0,0
Enterobacter asburiae,684,Reptile,qacC,0,0
Enterobacter asburiae,684,Reptile,qacE,0,0
Enterobacter asburiae,684,Reptile,qacA,0,0
Enterobacter asburiae,684,Reptile,qacB,0,0
Enterobacter asburiae,684,Reptile,qacF,0,0
Enterobacter asburiae,684,Reptile,qacG,0,0
Enterobacter asburiae,684,Reptile,qacH,0,0
Enterobacter asburiae,684,Reptile,qacJ,0,0
Enterobacter asburiae,684,Reptile,qacK,0,0
Enterobacter asburiae,684,Reptile,qacL,0,0
Enterobacter asburiae,684,Reptile,qacM,0,0
Enterobacter asburiae,684,Reptile,sugE,0,0
Enterobacter asburiae,684,Reptile,bcrABC,0,0
Enterobacter asburiae,684,Reptile,crcB,0,0
Enterobacter asburiae,684,Reptile,srp,0,0
Enterobacter asburiae,684,Reptile,smd,0,0
Enterobacter asburiae,684,Reptile,sde,0,0
Enterobacter asburiae,684,Reptile,lmrS,0,0
Enterobacter asburiae,684,Reptile,smr,0,0
Enterobacter asburiae,684,Reptile,ssmE,0,0
Enterobacter asburiae,684,Reptile,tbtR,0,0
Enterobacter asburiae,684,Reptile,ttg,0,0
Enterobacter asburiae,684,Reptile,ttgR,0,0
Enterobacter asburiae,684,Reptile,ttgT,0,0
Enterobacter asburiae,684,Reptile,mtrF,0,0
Enterobacter asburiae,684,Reptile,emrE,0,0
Enterobacter asburiae,684,Cider,qac,0,0
Enterobacter asburiae,684,Cider,qacEdelta,0,0
Enterobacter asburiae,684,Cider,qacC,0,0
Enterobacter asburiae,684,Cider,qacE,0,0
Enterobacter asburiae,684,Cider,qacA,0,0
Enterobacter asburiae,684,Cider,qacB,0,0
Enterobacter asburiae,684,Cider,qacF,0,0
Enterobacter asburiae,684,Cider,qacG,0,0
Enterobacter asburiae,684,Cider,qacH,0,0
Enterobacter asburiae,684,Cider,qacJ,0,0
Enterobacter asburiae,684,Cider,qacK,0,0
Enterobacter asburiae,684,Cider,qacL,0,0
Enterobacter asburiae,684,Cider,qacM,0,0
Enterobacter asburiae,684,Cider,sugE,0,0
Enterobacter asburiae,684,Cider,bcrABC,0,0
Enterobacter asburiae,684,Cider,crcB,0,0
Enterobacter asburiae,684,Cider,srp,0,0
Enterobacter asburiae,684,Cider,smd,0,0
Enterobacter asburiae,684,Cider,sde,0,0
Enterobacter asburiae,684,Cider,lmrS,0,0
Enterobacter asburiae,684,Cider,smr,0,0
Enterobacter asburiae,684,Cider,ssmE,0,0
Enterobacter asburiae,684,Cider,tbtR,0,0
Enterobacter asburiae,684,Cider,ttg,0,0
Enterobacter asburiae,684,Cider,ttgR,0,0
Enterobacter asburiae,684,Cider,ttgT,0,0
Enterobacter asburiae,684,Cider,mtrF,0,0
Enterobacter asburiae,684,Cider,emrE,0,0
Enterobacter asburiae,684,Dairy,qac,0,0
Enterobacter asburiae,684,Dairy,qacEdelta,0,0
Enterobacter asburiae,684,Dairy,qacC,0,0
Enterobacter asburiae,684,Dairy,qacE,0,0
Enterobacter asburiae,684,Dairy,qacA,0,0
Enterobacter asburiae,684,Dairy,qacB,0,0
Enterobacter asburiae,684,Dairy,qacF,0,0
Enterobacter asburiae,684,Dairy,qacG,0,0
Enterobacter asburiae,684,Dairy,qacH,0,0
Enterobacter asburiae,684,Dairy,qacJ,0,0
Enterobacter asburiae,684,Dairy,qacK,0,0
Enterobacter asburiae,684,Dairy,qacL,0,0
Enterobacter asburiae,684,Dairy,qacM,0,0
Enterobacter asburiae,684,Dairy,sugE,0,0
Enterobacter asburiae,684,Dairy,bcrABC,0,0
Enterobacter asburiae,684,Dairy,crcB,0,0
Enterobacter asburiae,684,Dairy,srp,0,0
Enterobacter asburiae,684,Dairy,smd,0,0
Enterobacter asburiae,684,Dairy,sde,0,0
Enterobacter asburiae,684,Dairy,lmrS,0,0
Enterobacter asburiae,684,Dairy,smr,0,0
Enterobacter asburiae,684,Dairy,ssmE,0,0
Enterobacter asburiae,684,Dairy,tbtR,0,0
Enterobacter asburiae,684,Dairy,ttg,0,0
Enterobacter asburiae,684,Dairy,ttgR,0,0
Enterobacter asburiae,684,Dairy,ttgT,0,0
Enterobacter asburiae,684,Dairy,mtrF,0,0
Enterobacter asburiae,684,Dairy,emrE,0,0
Enterobacter asburiae,684,Food processing environment,qac,0,0
Enterobacter asburiae,684,Food processing environment,qacEdelta,0,0
Enterobacter asburiae,684,Food processing environment,qacC,0,0
Enterobacter asburiae,684,Food processing environment,qacE,0,0
Enterobacter asburiae,684,Food processing environment,qacA,0,0
Enterobacter asburiae,684,Food processing environment,qacB,0,0
Enterobacter asburiae,684,Food processing environment,qacF,0,0
Enterobacter asburiae,684,Food processing environment,qacG,0,0
Enterobacter asburiae,684,Food processing environment,qacH,0,0
Enterobacter asburiae,684,Food processing environment,qacJ,0,0
Enterobacter asburiae,684,Food processing environment,qacK,0,0
Enterobacter asburiae,684,Food processing environment,qacL,0,0
Enterobacter asburiae,684,Food processing environment,qacM,0,0
Enterobacter asburiae,684,Food processing environment,sugE,0,0
Enterobacter asburiae,684,Food processing environment,bcrABC,0,0
Enterobacter asburiae,684,Food processing environment,crcB,0,0
Enterobacter asburiae,684,Food processing environment,srp,0,0
Enterobacter asburiae,684,Food processing environment,smd,0,0
Enterobacter asburiae,684,Food processing environment,sde,0,0
Enterobacter asburiae,684,Food processing environment,lmrS,0,0
Enterobacter asburiae,684,Food processing environment,smr,0,0
Enterobacter asburiae,684,Food processing environment,ssmE,0,0
Enterobacter asburiae,684,Food processing environment,tbtR,0,0
Enterobacter asburiae,684,Food processing environment,ttg,0,0
Enterobacter asburiae,684,Food processing environment,ttgR,0,0
Enterobacter asburiae,684,Food processing environment,ttgT,0,0
Enterobacter asburiae,684,Food processing environment,mtrF,0,0
Enterobacter asburiae,684,Food processing environment,emrE,0,0
Enterobacter asburiae,684,Farm water,qac,0,0
Enterobacter asburiae,684,Farm water,qacEdelta,0,0
Enterobacter asburiae,684,Farm water,qacC,0,0
Enterobacter asburiae,684,Farm water,qacE,0,0
Enterobacter asburiae,684,Farm water,qacA,0,0
Enterobacter asburiae,684,Farm water,qacB,0,0
Enterobacter asburiae,684,Farm water,qacF,0,0
Enterobacter asburiae,684,Farm water,qacG,0,0
Enterobacter asburiae,684,Farm water,qacH,0,0
Enterobacter asburiae,684,Farm water,qacJ,0,0
Enterobacter asburiae,684,Farm water,qacK,0,0
Enterobacter asburiae,684,Farm water,qacL,0,0
Enterobacter asburiae,684,Farm water,qacM,0,0
Enterobacter asburiae,684,Farm water,sugE,0,0
Enterobacter asburiae,684,Farm water,bcrABC,0,0
Enterobacter asburiae,684,Farm water,crcB,0,0
Enterobacter asburiae,684,Farm water,srp,0,0
Enterobacter asburiae,684,Farm water,smd,0,0
Enterobacter asburiae,684,Farm water,sde,0,0
Enterobacter asburiae,684,Farm water,lmrS,0,0
Enterobacter asburiae,684,Farm water,smr,0,0
Enterobacter asburiae,684,Farm water,ssmE,0,0
Enterobacter asburiae,684,Farm water,tbtR,0,0
Enterobacter asburiae,684,Farm water,ttg,0,0
Enterobacter asburiae,684,Farm water,ttgR,0,0
Enterobacter asburiae,684,Farm water,ttgT,0,0
Enterobacter asburiae,684,Farm water,mtrF,0,0
Enterobacter asburiae,684,Farm water,emrE,0,0
Enterobacter asburiae,684,Flour,qac,0,0
Enterobacter asburiae,684,Flour,qacEdelta,0,0
Enterobacter asburiae,684,Flour,qacC,0,0
Enterobacter asburiae,684,Flour,qacE,0,0
Enterobacter asburiae,684,Flour,qacA,0,0
Enterobacter asburiae,684,Flour,qacB,0,0
Enterobacter asburiae,684,Flour,qacF,0,0
Enterobacter asburiae,684,Flour,qacG,0,0
Enterobacter asburiae,684,Flour,qacH,0,0
Enterobacter asburiae,684,Flour,qacJ,0,0
Enterobacter asburiae,684,Flour,qacK,0,0
Enterobacter asburiae,684,Flour,qacL,0,0
Enterobacter asburiae,684,Flour,qacM,0,0
Enterobacter asburiae,684,Flour,sugE,0,0
Enterobacter asburiae,684,Flour,bcrABC,0,0
Enterobacter asburiae,684,Flour,crcB,0,0
Enterobacter asburiae,684,Flour,srp,0,0
Enterobacter asburiae,684,Flour,smd,0,0
Enterobacter asburiae,684,Flour,sde,0,0
Enterobacter asburiae,684,Flour,lmrS,0,0
Enterobacter asburiae,684,Flour,smr,0,0
Enterobacter asburiae,684,Flour,ssmE,0,0
Enterobacter asburiae,684,Flour,tbtR,0,0
Enterobacter asburiae,684,Flour,ttg,0,0
Enterobacter asburiae,684,Flour,ttgR,0,0
Enterobacter asburiae,684,Flour,ttgT,0,0
Enterobacter asburiae,684,Flour,mtrF,0,0
Enterobacter asburiae,684,Flour,emrE,0,0
Enterobacter asburiae,684,Fruit/Vegetables,qac,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacEdelta,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacC,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacE,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacA,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacB,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacF,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacG,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacH,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacJ,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacK,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacL,5,0
Enterobacter asburiae,684,Fruit/Vegetables,qacM,5,0
Enterobacter asburiae,684,Fruit/Vegetables,sugE,5,0
Enterobacter asburiae,684,Fruit/Vegetables,bcrABC,5,0
Enterobacter asburiae,684,Fruit/Vegetables,crcB,5,0
Enterobacter asburiae,684,Fruit/Vegetables,srp,5,0
Enterobacter asburiae,684,Fruit/Vegetables,smd,5,0
Enterobacter asburiae,684,Fruit/Vegetables,sde,5,0
Enterobacter asburiae,684,Fruit/Vegetables,lmrS,5,0
Enterobacter asburiae,684,Fruit/Vegetables,smr,5,0
Enterobacter asburiae,684,Fruit/Vegetables,ssmE,5,0
Enterobacter asburiae,684,Fruit/Vegetables,tbtR,5,0
Enterobacter asburiae,684,Fruit/Vegetables,ttg,5,0
Enterobacter asburiae,684,Fruit/Vegetables,ttgR,5,0
Enterobacter asburiae,684,Fruit/Vegetables,ttgT,5,0
Enterobacter asburiae,684,Fruit/Vegetables,mtrF,5,0
Enterobacter asburiae,684,Fruit/Vegetables,emrE,5,0
Enterobacter asburiae,684,Spice/Herbs,qac,0,0
Enterobacter asburiae,684,Spice/Herbs,qacEdelta,0,0
Enterobacter asburiae,684,Spice/Herbs,qacC,0,0
Enterobacter asburiae,684,Spice/Herbs,qacE,0,0
Enterobacter asburiae,684,Spice/Herbs,qacA,0,0
Enterobacter asburiae,684,Spice/Herbs,qacB,0,0
Enterobacter asburiae,684,Spice/Herbs,qacF,0,0
Enterobacter asburiae,684,Spice/Herbs,qacG,0,0
Enterobacter asburiae,684,Spice/Herbs,qacH,0,0
Enterobacter asburiae,684,Spice/Herbs,qacJ,0,0
Enterobacter asburiae,684,Spice/Herbs,qacK,0,0
Enterobacter asburiae,684,Spice/Herbs,qacL,0,0
Enterobacter asburiae,684,Spice/Herbs,qacM,0,0
Enterobacter asburiae,684,Spice/Herbs,sugE,0,0
Enterobacter asburiae,684,Spice/Herbs,bcrABC,0,0
Enterobacter asburiae,684,Spice/Herbs,crcB,0,0
Enterobacter asburiae,684,Spice/Herbs,srp,0,0
Enterobacter asburiae,684,Spice/Herbs,smd,0,0
Enterobacter asburiae,684,Spice/Herbs,sde,0,0
Enterobacter asburiae,684,Spice/Herbs,lmrS,0,0
Enterobacter asburiae,684,Spice/Herbs,smr,0,0
Enterobacter asburiae,684,Spice/Herbs,ssmE,0,0
Enterobacter asburiae,684,Spice/Herbs,tbtR,0,0
Enterobacter asburiae,684,Spice/Herbs,ttg,0,0
Enterobacter asburiae,684,Spice/Herbs,ttgR,0,0
Enterobacter asburiae,684,Spice/Herbs,ttgT,0,0
Enterobacter asburiae,684,Spice/Herbs,mtrF,0,0
Enterobacter asburiae,684,Spice/Herbs,emrE,0,0
Enterobacter asburiae,684,Insect,qac,0,0
Enterobacter asburiae,684,Insect,qacEdelta,0,0
Enterobacter asburiae,684,Insect,qacC,0,0
Enterobacter asburiae,684,Insect,qacE,0,0
Enterobacter asburiae,684,Insect,qacA,0,0
Enterobacter asburiae,684,Insect,qacB,0,0
Enterobacter asburiae,684,Insect,qacF,0,0
Enterobacter asburiae,684,Insect,qacG,0,0
Enterobacter asburiae,684,Insect,qacH,0,0
Enterobacter asburiae,684,Insect,qacJ,0,0
Enterobacter asburiae,684,Insect,qacK,0,0
Enterobacter asburiae,684,Insect,qacL,0,0
Enterobacter asburiae,684,Insect,qacM,0,0
Enterobacter asburiae,684,Insect,sugE,0,0
Enterobacter asburiae,684,Insect,bcrABC,0,0
Enterobacter asburiae,684,Insect,crcB,0,0
Enterobacter asburiae,684,Insect,srp,0,0
Enterobacter asburiae,684,Insect,smd,0,0
Enterobacter asburiae,684,Insect,sde,0,0
Enterobacter asburiae,684,Insect,lmrS,0,0
Enterobacter asburiae,684,Insect,smr,0,0
Enterobacter asburiae,684,Insect,ssmE,0,0
Enterobacter asburiae,684,Insect,tbtR,0,0
Enterobacter asburiae,684,Insect,ttg,0,0
Enterobacter asburiae,684,Insect,ttgR,0,0
Enterobacter asburiae,684,Insect,ttgT,0,0
Enterobacter asburiae,684,Insect,mtrF,0,0
Enterobacter asburiae,684,Insect,emrE,0,0
Enterobacter asburiae,684,Nuts/Seeds,qac,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacEdelta,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacC,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacE,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacA,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacB,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacF,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacG,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacH,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacJ,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacK,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacL,1,0
Enterobacter asburiae,684,Nuts/Seeds,qacM,1,0
Enterobacter asburiae,684,Nuts/Seeds,sugE,1,0
Enterobacter asburiae,684,Nuts/Seeds,bcrABC,1,0
Enterobacter asburiae,684,Nuts/Seeds,crcB,1,0
Enterobacter asburiae,684,Nuts/Seeds,srp,1,0
Enterobacter asburiae,684,Nuts/Seeds,smd,1,0
Enterobacter asburiae,684,Nuts/Seeds,sde,1,0
Enterobacter asburiae,684,Nuts/Seeds,lmrS,1,0
Enterobacter asburiae,684,Nuts/Seeds,smr,1,0
Enterobacter asburiae,684,Nuts/Seeds,ssmE,1,0
Enterobacter asburiae,684,Nuts/Seeds,tbtR,1,0
Enterobacter asburiae,684,Nuts/Seeds,ttg,1,0
Enterobacter asburiae,684,Nuts/Seeds,ttgR,1,0
Enterobacter asburiae,684,Nuts/Seeds,ttgT,1,0
Enterobacter asburiae,684,Nuts/Seeds,mtrF,1,0
Enterobacter asburiae,684,Nuts/Seeds,emrE,1,0
Enterobacter asburiae,684,Plant,qac,1,0
Enterobacter asburiae,684,Plant,qacEdelta,1,0
Enterobacter asburiae,684,Plant,qacC,1,0
Enterobacter asburiae,684,Plant,qacE,1,0
Enterobacter asburiae,684,Plant,qacA,1,0
Enterobacter asburiae,684,Plant,qacB,1,0
Enterobacter asburiae,684,Plant,qacF,1,0
Enterobacter asburiae,684,Plant,qacG,1,0
Enterobacter asburiae,684,Plant,qacH,1,0
Enterobacter asburiae,684,Plant,qacJ,1,0
Enterobacter asburiae,684,Plant,qacK,1,0
Enterobacter asburiae,684,Plant,qacL,1,0
Enterobacter asburiae,684,Plant,qacM,1,0
Enterobacter asburiae,684,Plant,sugE,1,0
Enterobacter asburiae,684,Plant,bcrABC,1,0
Enterobacter asburiae,684,Plant,crcB,1,0
Enterobacter asburiae,684,Plant,srp,1,0
Enterobacter asburiae,684,Plant,smd,1,0
Enterobacter asburiae,684,Plant,sde,1,0
Enterobacter asburiae,684,Plant,lmrS,1,0
Enterobacter asburiae,684,Plant,smr,1,0
Enterobacter asburiae,684,Plant,ssmE,1,0
Enterobacter asburiae,684,Plant,tbtR,1,0
Enterobacter asburiae,684,Plant,ttg,1,0
Enterobacter asburiae,684,Plant,ttgR,1,0
Enterobacter asburiae,684,Plant,ttgT,1,0
Enterobacter asburiae,684,Plant,mtrF,1,0
Enterobacter asburiae,684,Plant,emrE,1,0
Enterobacter asburiae,684,Sewage,qac,5,5
Enterobacter asburiae,684,Sewage,qacEdelta,5,5
Enterobacter asburiae,684,Sewage,qacC,5,0
Enterobacter asburiae,684,Sewage,qacE,5,0
Enterobacter asburiae,684,Sewage,qacA,5,0
Enterobacter asburiae,684,Sewage,qacB,5,0
Enterobacter asburiae,684,Sewage,qacF,5,0
Enterobacter asburiae,684,Sewage,qacG,5,0
Enterobacter asburiae,684,Sewage,qacH,5,0
Enterobacter asburiae,684,Sewage,qacJ,5,0
Enterobacter asburiae,684,Sewage,qacK,5,0
Enterobacter asburiae,684,Sewage,qacL,5,2
Enterobacter asburiae,684,Sewage,qacM,5,0
Enterobacter asburiae,684,Sewage,sugE,5,0
Enterobacter asburiae,684,Sewage,bcrABC,5,0
Enterobacter asburiae,684,Sewage,crcB,5,0
Enterobacter asburiae,684,Sewage,srp,5,0
Enterobacter asburiae,684,Sewage,smd,5,0
Enterobacter asburiae,684,Sewage,sde,5,0
Enterobacter asburiae,684,Sewage,lmrS,5,0
Enterobacter asburiae,684,Sewage,smr,5,0
Enterobacter asburiae,684,Sewage,ssmE,5,0
Enterobacter asburiae,684,Sewage,tbtR,5,0
Enterobacter asburiae,684,Sewage,ttg,5,0
Enterobacter asburiae,684,Sewage,ttgR,5,0
Enterobacter asburiae,684,Sewage,ttgT,5,0
Enterobacter asburiae,684,Sewage,mtrF,5,0
Enterobacter asburiae,684,Sewage,emrE,5,0
Enterobacter asburiae,684,Wastewater,qac,27,18
Enterobacter asburiae,684,Wastewater,qacEdelta,27,13
Enterobacter asburiae,684,Wastewater,qacC,27,0
Enterobacter asburiae,684,Wastewater,qacE,27,0
Enterobacter asburiae,684,Wastewater,qacA,27,0
Enterobacter asburiae,684,Wastewater,qacB,27,0
Enterobacter asburiae,684,Wastewater,qacF,27,4
Enterobacter asburiae,684,Wastewater,qacG,27,0
Enterobacter asburiae,684,Wastewater,qacH,27,0
Enterobacter asburiae,684,Wastewater,qacJ,27,0
Enterobacter asburiae,684,Wastewater,qacK,27,0
Enterobacter asburiae,684,Wastewater,qacL,27,0
Enterobacter asburiae,684,Wastewater,qacM,27,0
Enterobacter asburiae,684,Wastewater,sugE,27,0
Enterobacter asburiae,684,Wastewater,bcrABC,27,0
Enterobacter asburiae,684,Wastewater,crcB,27,0
Enterobacter asburiae,684,Wastewater,srp,27,0
Enterobacter asburiae,684,Wastewater,smd,27,0
Enterobacter asburiae,684,Wastewater,sde,27,0
Enterobacter asburiae,684,Wastewater,lmrS,27,0
Enterobacter asburiae,684,Wastewater,smr,27,0
Enterobacter asburiae,684,Wastewater,ssmE,27,0
Enterobacter asburiae,684,Wastewater,tbtR,27,0
Enterobacter asburiae,684,Wastewater,ttg,27,0
Enterobacter asburiae,684,Wastewater,ttgR,27,0
Enterobacter asburiae,684,Wastewater,ttgT,27,0
Enterobacter asburiae,684,Wastewater,mtrF,27,0
Enterobacter asburiae,684,Wastewater,emrE,27,0
Enterobacter asburiae,684,Water,qac,17,1
Enterobacter asburiae,684,Water,qacEdelta,17,1
Enterobacter asburiae,684,Water,qacC,17,0
Enterobacter asburiae,684,Water,qacE,17,0
Enterobacter asburiae,684,Water,qacA,17,0
Enterobacter asburiae,684,Water,qacB,17,0
Enterobacter asburiae,684,Water,qacF,17,0
Enterobacter asburiae,684,Water,qacG,17,0
Enterobacter asburiae,684,Water,qacH,17,0
Enterobacter asburiae,684,Water,qacJ,17,0
Enterobacter asburiae,684,Water,qacK,17,0
Enterobacter asburiae,684,Water,qacL,17,0
Enterobacter asburiae,684,Water,qacM,17,0
Enterobacter asburiae,684,Water,sugE,17,0
Enterobacter asburiae,684,Water,bcrABC,17,0
Enterobacter asburiae,684,Water,crcB,17,0
Enterobacter asburiae,684,Water,srp,17,0
Enterobacter asburiae,684,Water,smd,17,0
Enterobacter asburiae,684,Water,sde,17,0
Enterobacter asburiae,684,Water,lmrS,17,0
Enterobacter asburiae,684,Water,smr,17,0
Enterobacter asburiae,684,Water,ssmE,17,0
Enterobacter asburiae,684,Water,tbtR,17,0
Enterobacter asburiae,684,Water,ttg,17,0
Enterobacter asburiae,684,Water,ttgR,17,0
Enterobacter asburiae,684,Water,ttgT,17,0
Enterobacter asburiae,684,Water,mtrF,17,0
Enterobacter asburiae,684,Water,emrE,17,0
Enterobacter asburiae,684,Tea,qac,0,0
Enterobacter asburiae,684,Tea,qacEdelta,0,0
Enterobacter asburiae,684,Tea,qacC,0,0
Enterobacter asburiae,684,Tea,qacE,0,0
Enterobacter asburiae,684,Tea,qacA,0,0
Enterobacter asburiae,684,Tea,qacB,0,0
Enterobacter asburiae,684,Tea,qacF,0,0
Enterobacter asburiae,684,Tea,qacG,0,0
Enterobacter asburiae,684,Tea,qacH,0,0
Enterobacter asburiae,684,Tea,qacJ,0,0
Enterobacter asburiae,684,Tea,qacK,0,0
Enterobacter asburiae,684,Tea,qacL,0,0
Enterobacter asburiae,684,Tea,qacM,0,0
Enterobacter asburiae,684,Tea,sugE,0,0
Enterobacter asburiae,684,Tea,bcrABC,0,0
Enterobacter asburiae,684,Tea,crcB,0,0
Enterobacter asburiae,684,Tea,srp,0,0
Enterobacter asburiae,684,Tea,smd,0,0
Enterobacter asburiae,684,Tea,sde,0,0
Enterobacter asburiae,684,Tea,lmrS,0,0
Enterobacter asburiae,684,Tea,smr,0,0
Enterobacter asburiae,684,Tea,ssmE,0,0
Enterobacter asburiae,684,Tea,tbtR,0,0
Enterobacter asburiae,684,Tea,ttg,0,0
Enterobacter asburiae,684,Tea,ttgR,0,0
Enterobacter asburiae,684,Tea,ttgT,0,0
Enterobacter asburiae,684,Tea,mtrF,0,0
Enterobacter asburiae,684,Tea,emrE,0,0
Enterobacter asburiae,684,Clinical,qac,399,120
Enterobacter asburiae,684,Clinical,qacEdelta,399,103
Enterobacter asburiae,684,Clinical,qacC,399,0
Enterobacter asburiae,684,Clinical,qacE,399,1
Enterobacter asburiae,684,Clinical,qacA,399,0
Enterobacter asburiae,684,Clinical,qacB,399,0
Enterobacter asburiae,684,Clinical,qacF,399,2
Enterobacter asburiae,684,Clinical,qacG,399,10
Enterobacter asburiae,684,Clinical,qacH,399,0
Enterobacter asburiae,684,Clinical,qacJ,399,0
Enterobacter asburiae,684,Clinical,qacK,399,0
Enterobacter asburiae,684,Clinical,qacL,399,1
Enterobacter asburiae,684,Clinical,qacM,399,0
Enterobacter asburiae,684,Clinical,sugE,399,0
Enterobacter asburiae,684,Clinical,bcrABC,399,0
Enterobacter asburiae,684,Clinical,crcB,399,0
Enterobacter asburiae,684,Clinical,srp,399,0
Enterobacter asburiae,684,Clinical,smd,399,0
Enterobacter asburiae,684,Clinical,sde,399,0
Enterobacter asburiae,684,Clinical,lmrS,399,0
Enterobacter asburiae,684,Clinical,smr,399,1
Enterobacter asburiae,684,Clinical,ssmE,399,0
Enterobacter asburiae,684,Clinical,tbtR,399,0
Enterobacter asburiae,684,Clinical,ttg,399,0
Enterobacter asburiae,684,Clinical,ttgR,399,0
Enterobacter asburiae,684,Clinical,ttgT,399,0
Enterobacter asburiae,684,Clinical,mtrF,399,0
Enterobacter asburiae,684,Clinical,emrE,399,1
Enterobacter bugandensis,261,Animal,qac,1,0
Enterobacter bugandensis,261,Animal,qacEdelta,1,0
Enterobacter bugandensis,261,Animal,qacC,1,0
Enterobacter bugandensis,261,Animal,qacE,1,0
Enterobacter bugandensis,261,Animal,qacA,1,0
Enterobacter bugandensis,261,Animal,qacB,1,0
Enterobacter bugandensis,261,Animal,qacF,1,0
Enterobacter bugandensis,261,Animal,qacG,1,0
Enterobacter bugandensis,261,Animal,qacH,1,0
Enterobacter bugandensis,261,Animal,qacJ,1,0
Enterobacter bugandensis,261,Animal,qacK,1,0
Enterobacter bugandensis,261,Animal,qacL,1,0
Enterobacter bugandensis,261,Animal,qacM,1,0
Enterobacter bugandensis,261,Animal,sugE,1,0
Enterobacter bugandensis,261,Animal,bcrABC,1,0
Enterobacter bugandensis,261,Animal,crcB,1,0
Enterobacter bugandensis,261,Animal,srp,1,0
Enterobacter bugandensis,261,Animal,smd,1,0
Enterobacter bugandensis,261,Animal,sde,1,0
Enterobacter bugandensis,261,Animal,lmrS,1,0
Enterobacter bugandensis,261,Animal,smr,1,0
Enterobacter bugandensis,261,Animal,ssmE,1,0
Enterobacter bugandensis,261,Animal,tbtR,1,0
Enterobacter bugandensis,261,Animal,ttg,1,0
Enterobacter bugandensis,261,Animal,ttgR,1,0
Enterobacter bugandensis,261,Animal,ttgT,1,0
Enterobacter bugandensis,261,Animal,mtrF,1,0
Enterobacter bugandensis,261,Animal,emrE,1,0
Enterobacter bugandensis,261,Animal environment,qac,0,0
Enterobacter bugandensis,261,Animal environment,qacEdelta,0,0
Enterobacter bugandensis,261,Animal environment,qacC,0,0
Enterobacter bugandensis,261,Animal environment,qacE,0,0
Enterobacter bugandensis,261,Animal environment,qacA,0,0
Enterobacter bugandensis,261,Animal environment,qacB,0,0
Enterobacter bugandensis,261,Animal environment,qacF,0,0
Enterobacter bugandensis,261,Animal environment,qacG,0,0
Enterobacter bugandensis,261,Animal environment,qacH,0,0
Enterobacter bugandensis,261,Animal environment,qacJ,0,0
Enterobacter bugandensis,261,Animal environment,qacK,0,0
Enterobacter bugandensis,261,Animal environment,qacL,0,0
Enterobacter bugandensis,261,Animal environment,qacM,0,0
Enterobacter bugandensis,261,Animal environment,sugE,0,0
Enterobacter bugandensis,261,Animal environment,bcrABC,0,0
Enterobacter bugandensis,261,Animal environment,crcB,0,0
Enterobacter bugandensis,261,Animal environment,srp,0,0
Enterobacter bugandensis,261,Animal environment,smd,0,0
Enterobacter bugandensis,261,Animal environment,sde,0,0
Enterobacter bugandensis,261,Animal environment,lmrS,0,0
Enterobacter bugandensis,261,Animal environment,smr,0,0
Enterobacter bugandensis,261,Animal environment,ssmE,0,0
Enterobacter bugandensis,261,Animal environment,tbtR,0,0
Enterobacter bugandensis,261,Animal environment,ttg,0,0
Enterobacter bugandensis,261,Animal environment,ttgR,0,0
Enterobacter bugandensis,261,Animal environment,ttgT,0,0
Enterobacter bugandensis,261,Animal environment,mtrF,0,0
Enterobacter bugandensis,261,Animal environment,emrE,0,0
Enterobacter bugandensis,261,Animal feces,qac,0,0
Enterobacter bugandensis,261,Animal feces,qacEdelta,0,0
Enterobacter bugandensis,261,Animal feces,qacC,0,0
Enterobacter bugandensis,261,Animal feces,qacE,0,0
Enterobacter bugandensis,261,Animal feces,qacA,0,0
Enterobacter bugandensis,261,Animal feces,qacB,0,0
Enterobacter bugandensis,261,Animal feces,qacF,0,0
Enterobacter bugandensis,261,Animal feces,qacG,0,0
Enterobacter bugandensis,261,Animal feces,qacH,0,0
Enterobacter bugandensis,261,Animal feces,qacJ,0,0
Enterobacter bugandensis,261,Animal feces,qacK,0,0
Enterobacter bugandensis,261,Animal feces,qacL,0,0
Enterobacter bugandensis,261,Animal feces,qacM,0,0
Enterobacter bugandensis,261,Animal feces,sugE,0,0
