Species,Genus,Source,Cluster,total_source,number
Clostridium perfringens,Clostridium,Pet food,vanB_cluster,1,0
Clostridium perfringens,Clostridium,Pet food,vanRSPt_cluster,1,0
Clostridium perfringens,Clostridium,Pet food,vanGZ_cluster,1,0
Clostridium perfringens,Clostridium,Pet food,vanG_cluster,1,0
Clostridium perfringens,Clostridium,Egg,vanA_YXcluster,,
Clostridium perfringens,Clostridium,Egg,vanA_cluster,,
Clostridium perfringens,Clostridium,Egg,vanB_YXcluster,,
Clostridium perfringens,Clostridium,Egg,vanB_cluster,,
Clostridium perfringens,Clostridium,Egg,vanRSPt_cluster,,
Clostridium perfringens,Clostridium,Egg,vanGZ_cluster,,
Clostridium perfringens,Clostridium,Egg,vanG_cluster,,
Clostridium perfringens,Clostridium,Fish/Seafood,vanA_YXcluster,1,0
Clostridium perfringens,Clostridium,Fish/Seafood,vanA_cluster,1,0
Clostridium perfringens,Clostridium,Fish/Seafood,vanB_YXcluster,1,0
Clostridium perfringens,Clostridium,Fish/Seafood,vanB_cluster,1,0
Clostridium perfringens,Clostridium,Fish/Seafood,vanRSPt_cluster,1,0
Clostridium perfringens,Clostridium,Fish/Seafood,vanGZ_cluster,1,0
Clostridium perfringens,Clostridium,Fish/Seafood,vanG_cluster,1,0
Clostridium perfringens,Clostridium,Multi-product,vanA_YXcluster,45,0
Clostridium perfringens,Clostridium,Multi-product,vanA_cluster,45,0
Clostridium perfringens,Clostridium,Multi-product,vanB_YXcluster,45,0
Clostridium perfringens,Clostridium,Multi-product,vanB_cluster,45,0
Clostridium perfringens,Clostridium,Multi-product,vanRSPt_cluster,45,0
Clostridium perfringens,Clostridium,Multi-product,vanGZ_cluster,45,0
Clostridium perfringens,Clostridium,Multi-product,vanG_cluster,45,0
Clostridium perfringens,Clostridium,Meat/Poultry,vanA_YXcluster,55,0
Clostridium perfringens,Clostridium,Meat/Poultry,vanA_cluster,55,0
Clostridium perfringens,Clostridium,Meat/Poultry,vanB_YXcluster,55,0
Clostridium perfringens,Clostridium,Meat/Poultry,vanB_cluster,55,0
Clostridium perfringens,Clostridium,Meat/Poultry,vanRSPt_cluster,55,0
Clostridium perfringens,Clostridium,Meat/Poultry,vanGZ_cluster,55,0
Clostridium perfringens,Clostridium,Meat/Poultry,vanG_cluster,55,0
Clostridium perfringens,Clostridium,Dairy,vanA_YXcluster,1,0
Clostridium perfringens,Clostridium,Dairy,vanA_cluster,1,0
Clostridium perfringens,Clostridium,Dairy,vanB_YXcluster,1,0
Clostridium perfringens,Clostridium,Dairy,vanB_cluster,1,0
Clostridium perfringens,Clostridium,Dairy,vanRSPt_cluster,1,0
Clostridium perfringens,Clostridium,Dairy,vanGZ_cluster,1,0
Clostridium perfringens,Clostridium,Dairy,vanG_cluster,1,0
Clostridium perfringens,Clostridium,Fruit/Vegetables,vanA_YXcluster,17,0
Clostridium perfringens,Clostridium,Fruit/Vegetables,vanA_cluster,17,0
Clostridium perfringens,Clostridium,Fruit/Vegetables,vanB_YXcluster,17,0
Clostridium perfringens,Clostridium,Fruit/Vegetables,vanB_cluster,17,0
Clostridium perfringens,Clostridium,Fruit/Vegetables,vanRSPt_cluster,17,0
Clostridium perfringens,Clostridium,Fruit/Vegetables,vanGZ_cluster,17,0
Clostridium perfringens,Clostridium,Fruit/Vegetables,vanG_cluster,17,0
Clostridium perfringens,Clostridium,Clinical,vanA_YXcluster,869,0
Clostridium perfringens,Clostridium,Clinical,vanA_cluster,869,0
Clostridium perfringens,Clostridium,Clinical,vanB_YXcluster,869,0
Clostridium perfringens,Clostridium,Clinical,vanB_cluster,869,0
Clostridium perfringens,Clostridium,Clinical,vanRSPt_cluster,869,0
Clostridium perfringens,Clostridium,Clinical,vanGZ_cluster,869,0
Clostridium perfringens,Clostridium,Clinical,vanG_cluster,869,0
Edwardsiella ictaluri,Edwardsiella,Raw pet food,vanA_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Raw pet food,vanA_cluster,,
Edwardsiella ictaluri,Edwardsiella,Raw pet food,vanB_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Raw pet food,vanB_cluster,,
Edwardsiella ictaluri,Edwardsiella,Raw pet food,vanRSPt_cluster,,
Edwardsiella ictaluri,Edwardsiella,Raw pet food,vanGZ_cluster,,
Edwardsiella ictaluri,Edwardsiella,Raw pet food,vanG_cluster,,
Edwardsiella ictaluri,Edwardsiella,Pet food,vanA_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Pet food,vanA_cluster,,
Edwardsiella ictaluri,Edwardsiella,Pet food,vanB_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Pet food,vanB_cluster,,
Edwardsiella ictaluri,Edwardsiella,Pet food,vanRSPt_cluster,,
Edwardsiella ictaluri,Edwardsiella,Pet food,vanGZ_cluster,,
Edwardsiella ictaluri,Edwardsiella,Pet food,vanG_cluster,,
Edwardsiella ictaluri,Edwardsiella,Egg,vanA_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Egg,vanA_cluster,,
Edwardsiella ictaluri,Edwardsiella,Egg,vanB_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Egg,vanB_cluster,,
Edwardsiella ictaluri,Edwardsiella,Egg,vanRSPt_cluster,,
Edwardsiella ictaluri,Edwardsiella,Egg,vanGZ_cluster,,
Edwardsiella ictaluri,Edwardsiella,Egg,vanG_cluster,,
Edwardsiella ictaluri,Edwardsiella,Fish/Seafood,vanA_YXcluster,3,0
Edwardsiella ictaluri,Edwardsiella,Fish/Seafood,vanA_cluster,3,0
Edwardsiella ictaluri,Edwardsiella,Fish/Seafood,vanB_YXcluster,3,0
Edwardsiella ictaluri,Edwardsiella,Fish/Seafood,vanB_cluster,3,0
Edwardsiella ictaluri,Edwardsiella,Fish/Seafood,vanRSPt_cluster,3,0
Edwardsiella ictaluri,Edwardsiella,Fish/Seafood,vanGZ_cluster,3,0
Edwardsiella ictaluri,Edwardsiella,Fish/Seafood,vanG_cluster,3,0
Edwardsiella ictaluri,Edwardsiella,Multi-product,vanA_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Multi-product,vanA_cluster,,
Edwardsiella ictaluri,Edwardsiella,Multi-product,vanB_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Multi-product,vanB_cluster,,
Edwardsiella ictaluri,Edwardsiella,Multi-product,vanRSPt_cluster,,
Edwardsiella ictaluri,Edwardsiella,Multi-product,vanGZ_cluster,,
Edwardsiella ictaluri,Edwardsiella,Multi-product,vanG_cluster,,
Edwardsiella ictaluri,Edwardsiella,Meat/Poultry,vanA_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Meat/Poultry,vanA_cluster,,
Edwardsiella ictaluri,Edwardsiella,Meat/Poultry,vanB_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Meat/Poultry,vanB_cluster,,
Edwardsiella ictaluri,Edwardsiella,Meat/Poultry,vanRSPt_cluster,,
Edwardsiella ictaluri,Edwardsiella,Meat/Poultry,vanGZ_cluster,,
Edwardsiella ictaluri,Edwardsiella,Meat/Poultry,vanG_cluster,,
Edwardsiella ictaluri,Edwardsiella,Dairy,vanA_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Dairy,vanA_cluster,,
Edwardsiella ictaluri,Edwardsiella,Dairy,vanB_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Dairy,vanB_cluster,,
Edwardsiella ictaluri,Edwardsiella,Dairy,vanRSPt_cluster,,
Edwardsiella ictaluri,Edwardsiella,Dairy,vanGZ_cluster,,
Edwardsiella ictaluri,Edwardsiella,Dairy,vanG_cluster,,
Edwardsiella ictaluri,Edwardsiella,Fruit/Vegetables,vanA_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Fruit/Vegetables,vanA_cluster,,
Edwardsiella ictaluri,Edwardsiella,Fruit/Vegetables,vanB_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Fruit/Vegetables,vanB_cluster,,
Edwardsiella ictaluri,Edwardsiella,Fruit/Vegetables,vanRSPt_cluster,,
Edwardsiella ictaluri,Edwardsiella,Fruit/Vegetables,vanGZ_cluster,,
Edwardsiella ictaluri,Edwardsiella,Fruit/Vegetables,vanG_cluster,,
Edwardsiella ictaluri,Edwardsiella,Clinical,vanA_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Clinical,vanA_cluster,,
Edwardsiella ictaluri,Edwardsiella,Clinical,vanB_YXcluster,,
Edwardsiella ictaluri,Edwardsiella,Clinical,vanB_cluster,,
Edwardsiella ictaluri,Edwardsiella,Clinical,vanRSPt_cluster,,
Edwardsiella ictaluri,Edwardsiella,Clinical,vanGZ_cluster,,
Edwardsiella ictaluri,Edwardsiella,Clinical,vanG_cluster,,
Edwardsiella piscicida,Edwardsiella,Raw pet food,vanA_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Raw pet food,vanA_cluster,,
Edwardsiella piscicida,Edwardsiella,Raw pet food,vanB_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Raw pet food,vanB_cluster,,
Edwardsiella piscicida,Edwardsiella,Raw pet food,vanRSPt_cluster,,
Edwardsiella piscicida,Edwardsiella,Raw pet food,vanGZ_cluster,,
Edwardsiella piscicida,Edwardsiella,Raw pet food,vanG_cluster,,
Edwardsiella piscicida,Edwardsiella,Pet food,vanA_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Pet food,vanA_cluster,,
Edwardsiella piscicida,Edwardsiella,Pet food,vanB_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Pet food,vanB_cluster,,
Edwardsiella piscicida,Edwardsiella,Pet food,vanRSPt_cluster,,
Edwardsiella piscicida,Edwardsiella,Pet food,vanGZ_cluster,,
Edwardsiella piscicida,Edwardsiella,Pet food,vanG_cluster,,
Edwardsiella piscicida,Edwardsiella,Egg,vanA_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Egg,vanA_cluster,,
Edwardsiella piscicida,Edwardsiella,Egg,vanB_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Egg,vanB_cluster,,
Edwardsiella piscicida,Edwardsiella,Egg,vanRSPt_cluster,,
Edwardsiella piscicida,Edwardsiella,Egg,vanGZ_cluster,,
Edwardsiella piscicida,Edwardsiella,Egg,vanG_cluster,,
Edwardsiella piscicida,Edwardsiella,Fish/Seafood,vanA_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Fish/Seafood,vanA_cluster,,
Edwardsiella piscicida,Edwardsiella,Fish/Seafood,vanB_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Fish/Seafood,vanB_cluster,,
Edwardsiella piscicida,Edwardsiella,Fish/Seafood,vanRSPt_cluster,,
Edwardsiella piscicida,Edwardsiella,Fish/Seafood,vanGZ_cluster,,
Edwardsiella piscicida,Edwardsiella,Fish/Seafood,vanG_cluster,,
Edwardsiella piscicida,Edwardsiella,Multi-product,vanA_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Multi-product,vanA_cluster,,
Edwardsiella piscicida,Edwardsiella,Multi-product,vanB_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Multi-product,vanB_cluster,,
Edwardsiella piscicida,Edwardsiella,Multi-product,vanRSPt_cluster,,
Edwardsiella piscicida,Edwardsiella,Multi-product,vanGZ_cluster,,
Edwardsiella piscicida,Edwardsiella,Multi-product,vanG_cluster,,
Edwardsiella piscicida,Edwardsiella,Meat/Poultry,vanA_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Meat/Poultry,vanA_cluster,,
Edwardsiella piscicida,Edwardsiella,Meat/Poultry,vanB_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Meat/Poultry,vanB_cluster,,
Edwardsiella piscicida,Edwardsiella,Meat/Poultry,vanRSPt_cluster,,
Edwardsiella piscicida,Edwardsiella,Meat/Poultry,vanGZ_cluster,,
Edwardsiella piscicida,Edwardsiella,Meat/Poultry,vanG_cluster,,
Edwardsiella piscicida,Edwardsiella,Dairy,vanA_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Dairy,vanA_cluster,,
Edwardsiella piscicida,Edwardsiella,Dairy,vanB_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Dairy,vanB_cluster,,
Edwardsiella piscicida,Edwardsiella,Dairy,vanRSPt_cluster,,
Edwardsiella piscicida,Edwardsiella,Dairy,vanGZ_cluster,,
Edwardsiella piscicida,Edwardsiella,Dairy,vanG_cluster,,
Edwardsiella piscicida,Edwardsiella,Fruit/Vegetables,vanA_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Fruit/Vegetables,vanA_cluster,,
Edwardsiella piscicida,Edwardsiella,Fruit/Vegetables,vanB_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Fruit/Vegetables,vanB_cluster,,
Edwardsiella piscicida,Edwardsiella,Fruit/Vegetables,vanRSPt_cluster,,
Edwardsiella piscicida,Edwardsiella,Fruit/Vegetables,vanGZ_cluster,,
Edwardsiella piscicida,Edwardsiella,Fruit/Vegetables,vanG_cluster,,
Edwardsiella piscicida,Edwardsiella,Clinical,vanA_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Clinical,vanA_cluster,,
Edwardsiella piscicida,Edwardsiella,Clinical,vanB_YXcluster,,
Edwardsiella piscicida,Edwardsiella,Clinical,vanB_cluster,,
Edwardsiella piscicida,Edwardsiella,Clinical,vanRSPt_cluster,,
Edwardsiella piscicida,Edwardsiella,Clinical,vanGZ_cluster,,
Edwardsiella piscicida,Edwardsiella,Clinical,vanG_cluster,,
Edwardsiella tarda,Edwardsiella,Raw pet food,vanA_YXcluster,,
Edwardsiella tarda,Edwardsiella,Raw pet food,vanA_cluster,,
Edwardsiella tarda,Edwardsiella,Raw pet food,vanB_YXcluster,,
Edwardsiella tarda,Edwardsiella,Raw pet food,vanB_cluster,,
Edwardsiella tarda,Edwardsiella,Raw pet food,vanRSPt_cluster,,
Edwardsiella tarda,Edwardsiella,Raw pet food,vanGZ_cluster,,
Edwardsiella tarda,Edwardsiella,Raw pet food,vanG_cluster,,
Edwardsiella tarda,Edwardsiella,Pet food,vanA_YXcluster,,
Edwardsiella tarda,Edwardsiella,Pet food,vanA_cluster,,
Edwardsiella tarda,Edwardsiella,Pet food,vanB_YXcluster,,
Edwardsiella tarda,Edwardsiella,Pet food,vanB_cluster,,
Edwardsiella tarda,Edwardsiella,Pet food,vanRSPt_cluster,,
Edwardsiella tarda,Edwardsiella,Pet food,vanGZ_cluster,,
Edwardsiella tarda,Edwardsiella,Pet food,vanG_cluster,,
Edwardsiella tarda,Edwardsiella,Egg,vanA_YXcluster,,
Edwardsiella tarda,Edwardsiella,Egg,vanA_cluster,,
Edwardsiella tarda,Edwardsiella,Egg,vanB_YXcluster,,
Edwardsiella tarda,Edwardsiella,Egg,vanB_cluster,,
Edwardsiella tarda,Edwardsiella,Egg,vanRSPt_cluster,,
Edwardsiella tarda,Edwardsiella,Egg,vanGZ_cluster,,
Edwardsiella tarda,Edwardsiella,Egg,vanG_cluster,,
Edwardsiella tarda,Edwardsiella,Fish/Seafood,vanA_YXcluster,,
Edwardsiella tarda,Edwardsiella,Fish/Seafood,vanA_cluster,,
Edwardsiella tarda,Edwardsiella,Fish/Seafood,vanB_YXcluster,,
Edwardsiella tarda,Edwardsiella,Fish/Seafood,vanB_cluster,,
Edwardsiella tarda,Edwardsiella,Fish/Seafood,vanRSPt_cluster,,
Edwardsiella tarda,Edwardsiella,Fish/Seafood,vanGZ_cluster,,
Edwardsiella tarda,Edwardsiella,Fish/Seafood,vanG_cluster,,
Edwardsiella tarda,Edwardsiella,Multi-product,vanA_YXcluster,,
Edwardsiella tarda,Edwardsiella,Multi-product,vanA_cluster,,
Edwardsiella tarda,Edwardsiella,Multi-product,vanB_YXcluster,,
Edwardsiella tarda,Edwardsiella,Multi-product,vanB_cluster,,
Edwardsiella tarda,Edwardsiella,Multi-product,vanRSPt_cluster,,
Edwardsiella tarda,Edwardsiella,Multi-product,vanGZ_cluster,,
Edwardsiella tarda,Edwardsiella,Multi-product,vanG_cluster,,
Edwardsiella tarda,Edwardsiella,Meat/Poultry,vanA_YXcluster,,
Edwardsiella tarda,Edwardsiella,Meat/Poultry,vanA_cluster,,
Edwardsiella tarda,Edwardsiella,Meat/Poultry,vanB_YXcluster,,
Edwardsiella tarda,Edwardsiella,Meat/Poultry,vanB_cluster,,
Edwardsiella tarda,Edwardsiella,Meat/Poultry,vanRSPt_cluster,,
Edwardsiella tarda,Edwardsiella,Meat/Poultry,vanGZ_cluster,,
Edwardsiella tarda,Edwardsiella,Meat/Poultry,vanG_cluster,,
Edwardsiella tarda,Edwardsiella,Dairy,vanA_YXcluster,,
Edwardsiella tarda,Edwardsiella,Dairy,vanA_cluster,,
Edwardsiella tarda,Edwardsiella,Dairy,vanB_YXcluster,,
Edwardsiella tarda,Edwardsiella,Dairy,vanB_cluster,,
Edwardsiella tarda,Edwardsiella,Dairy,vanRSPt_cluster,,
Edwardsiella tarda,Edwardsiella,Dairy,vanGZ_cluster,,
Edwardsiella tarda,Edwardsiella,Dairy,vanG_cluster,,
Edwardsiella tarda,Edwardsiella,Fruit/Vegetables,vanA_YXcluster,,
Edwardsiella tarda,Edwardsiella,Fruit/Vegetables,vanA_cluster,,
Edwardsiella tarda,Edwardsiella,Fruit/Vegetables,vanB_YXcluster,,
Edwardsiella tarda,Edwardsiella,Fruit/Vegetables,vanB_cluster,,
Edwardsiella tarda,Edwardsiella,Fruit/Vegetables,vanRSPt_cluster,,
Edwardsiella tarda,Edwardsiella,Fruit/Vegetables,vanGZ_cluster,,
Edwardsiella tarda,Edwardsiella,Fruit/Vegetables,vanG_cluster,,
Edwardsiella tarda,Edwardsiella,Clinical,vanA_YXcluster,4,0
Edwardsiella tarda,Edwardsiella,Clinical,vanA_cluster,4,0
Edwardsiella tarda,Edwardsiella,Clinical,vanB_YXcluster,4,0
Edwardsiella tarda,Edwardsiella,Clinical,vanB_cluster,4,0
Edwardsiella tarda,Edwardsiella,Clinical,vanRSPt_cluster,4,0
Edwardsiella tarda,Edwardsiella,Clinical,vanGZ_cluster,4,0
Edwardsiella tarda,Edwardsiella,Clinical,vanG_cluster,4,0
Enterobacter asburiae,Enterobacter,Raw pet food,vanA_YXcluster,,
Enterobacter asburiae,Enterobacter,Raw pet food,vanA_cluster,,
Enterobacter asburiae,Enterobacter,Raw pet food,vanB_YXcluster,,
Enterobacter asburiae,Enterobacter,Raw pet food,vanB_cluster,,
Enterobacter asburiae,Enterobacter,Raw pet food,vanRSPt_cluster,,
Enterobacter asburiae,Enterobacter,Raw pet food,vanGZ_cluster,,
Enterobacter asburiae,Enterobacter,Raw pet food,vanG_cluster,,
Enterobacter asburiae,Enterobacter,Pet food,vanA_YXcluster,,
Enterobacter asburiae,Enterobacter,Pet food,vanA_cluster,,
Enterobacter asburiae,Enterobacter,Pet food,vanB_YXcluster,,
Enterobacter asburiae,Enterobacter,Pet food,vanB_cluster,,
Enterobacter asburiae,Enterobacter,Pet food,vanRSPt_cluster,,
Enterobacter asburiae,Enterobacter,Pet food,vanGZ_cluster,,
Enterobacter asburiae,Enterobacter,Pet food,vanG_cluster,,
Enterobacter asburiae,Enterobacter,Egg,vanA_YXcluster,,
Enterobacter asburiae,Enterobacter,Egg,vanA_cluster,,
Enterobacter asburiae,Enterobacter,Egg,vanB_YXcluster,,
Enterobacter asburiae,Enterobacter,Egg,vanB_cluster,,
Enterobacter asburiae,Enterobacter,Egg,vanRSPt_cluster,,
Enterobacter asburiae,Enterobacter,Egg,vanGZ_cluster,,
Enterobacter asburiae,Enterobacter,Egg,vanG_cluster,,
Enterobacter asburiae,Enterobacter,Fish/Seafood,vanA_YXcluster,1,0
Enterobacter asburiae,Enterobacter,Fish/Seafood,vanA_cluster,1,0
Enterobacter asburiae,Enterobacter,Fish/Seafood,vanB_YXcluster,1,0
Enterobacter asburiae,Enterobacter,Fish/Seafood,vanB_cluster,1,0
Enterobacter asburiae,Enterobacter,Fish/Seafood,vanRSPt_cluster,1,0
Enterobacter asburiae,Enterobacter,Fish/Seafood,vanGZ_cluster,1,0
Enterobacter asburiae,Enterobacter,Fish/Seafood,vanG_cluster,1,0
Enterobacter asburiae,Enterobacter,Multi-product,vanA_YXcluster,1,0
Enterobacter asburiae,Enterobacter,Multi-product,vanA_cluster,1,0
Enterobacter asburiae,Enterobacter,Multi-product,vanB_YXcluster,1,0
Enterobacter asburiae,Enterobacter,Multi-product,vanB_cluster,1,0
Enterobacter asburiae,Enterobacter,Multi-product,vanRSPt_cluster,1,0
Enterobacter asburiae,Enterobacter,Multi-product,vanGZ_cluster,1,0
Enterobacter asburiae,Enterobacter,Multi-product,vanG_cluster,1,0
Enterobacter asburiae,Enterobacter,Meat/Poultry,vanA_YXcluster,,
Enterobacter asburiae,Enterobacter,Meat/Poultry,vanA_cluster,,
Enterobacter asburiae,Enterobacter,Meat/Poultry,vanB_YXcluster,,
Enterobacter asburiae,Enterobacter,Meat/Poultry,vanB_cluster,,
Enterobacter asburiae,Enterobacter,Meat/Poultry,vanRSPt_cluster,,
Enterobacter asburiae,Enterobacter,Meat/Poultry,vanGZ_cluster,,
Enterobacter asburiae,Enterobacter,Meat/Poultry,vanG_cluster,,
Enterobacter asburiae,Enterobacter,Dairy,vanA_YXcluster,,
Enterobacter asburiae,Enterobacter,Dairy,vanA_cluster,,
Enterobacter asburiae,Enterobacter,Dairy,vanB_YXcluster,,
Enterobacter asburiae,Enterobacter,Dairy,vanB_cluster,,
Enterobacter asburiae,Enterobacter,Dairy,vanRSPt_cluster,,
Enterobacter asburiae,Enterobacter,Dairy,vanGZ_cluster,,
Enterobacter asburiae,Enterobacter,Dairy,vanG_cluster,,
Enterobacter asburiae,Enterobacter,Fruit/Vegetables,vanA_YXcluster,5,0
Enterobacter asburiae,Enterobacter,Fruit/Vegetables,vanA_cluster,5,0
Enterobacter asburiae,Enterobacter,Fruit/Vegetables,vanB_YXcluster,5,0
Enterobacter asburiae,Enterobacter,Fruit/Vegetables,vanB_cluster,5,0
Enterobacter asburiae,Enterobacter,Fruit/Vegetables,vanRSPt_cluster,5,0
Enterobacter asburiae,Enterobacter,Fruit/Vegetables,vanGZ_cluster,5,0
Enterobacter asburiae,Enterobacter,Fruit/Vegetables,vanG_cluster,5,0
Enterobacter asburiae,Enterobacter,Clinical,vanA_YXcluster,399,0
Enterobacter asburiae,Enterobacter,Clinical,vanA_cluster,399,0
Enterobacter asburiae,Enterobacter,Clinical,vanB_YXcluster,399,0
Enterobacter asburiae,Enterobacter,Clinical,vanB_cluster,399,0
Enterobacter asburiae,Enterobacter,Clinical,vanRSPt_cluster,399,0
Enterobacter asburiae,Enterobacter,Clinical,vanGZ_cluster,399,0
Enterobacter asburiae,Enterobacter,Clinical,vanG_cluster,399,0
Enterobacter bugandensis,Enterobacter,Raw pet food,vanA_YXcluster,,
Enterobacter bugandensis,Enterobacter,Raw pet food,vanA_cluster,,
Enterobacter bugandensis,Enterobacter,Raw pet food,vanB_YXcluster,,
Enterobacter bugandensis,Enterobacter,Raw pet food,vanB_cluster,,
Enterobacter bugandensis,Enterobacter,Raw pet food,vanRSPt_cluster,,
Enterobacter bugandensis,Enterobacter,Raw pet food,vanGZ_cluster,,
Enterobacter bugandensis,Enterobacter,Raw pet food,vanG_cluster,,
Enterobacter bugandensis,Enterobacter,Pet food,vanA_YXcluster,,
Enterobacter bugandensis,Enterobacter,Pet food,vanA_cluster,,
Enterobacter bugandensis,Enterobacter,Pet food,vanB_YXcluster,,
Enterobacter bugandensis,Enterobacter,Pet food,vanB_cluster,,
Enterobacter bugandensis,Enterobacter,Pet food,vanRSPt_cluster,,
Enterobacter bugandensis,Enterobacter,Pet food,vanGZ_cluster,,
Enterobacter bugandensis,Enterobacter,Pet food,vanG_cluster,,
Enterobacter bugandensis,Enterobacter,Egg,vanA_YXcluster,,
Enterobacter bugandensis,Enterobacter,Egg,vanA_cluster,,
Enterobacter bugandensis,Enterobacter,Egg,vanB_YXcluster,,
Enterobacter bugandensis,Enterobacter,Egg,vanB_cluster,,
Enterobacter bugandensis,Enterobacter,Egg,vanRSPt_cluster,,
Enterobacter bugandensis,Enterobacter,Egg,vanGZ_cluster,,
Enterobacter bugandensis,Enterobacter,Egg,vanG_cluster,,
Enterobacter bugandensis,Enterobacter,Fish/Seafood,vanA_YXcluster,,
Enterobacter bugandensis,Enterobacter,Fish/Seafood,vanA_cluster,,
Enterobacter bugandensis,Enterobacter,Fish/Seafood,vanB_YXcluster,,
Enterobacter bugandensis,Enterobacter,Fish/Seafood,vanB_cluster,,
Enterobacter bugandensis,Enterobacter,Fish/Seafood,vanRSPt_cluster,,
Enterobacter bugandensis,Enterobacter,Fish/Seafood,vanGZ_cluster,,
Enterobacter bugandensis,Enterobacter,Fish/Seafood,vanG_cluster,,
Enterobacter bugandensis,Enterobacter,Multi-product,vanA_YXcluster,,
Enterobacter bugandensis,Enterobacter,Multi-product,vanA_cluster,,
Enterobacter bugandensis,Enterobacter,Multi-product,vanB_YXcluster,,
Enterobacter bugandensis,Enterobacter,Multi-product,vanB_cluster,,
Enterobacter bugandensis,Enterobacter,Multi-product,vanRSPt_cluster,,
Enterobacter bugandensis,Enterobacter,Multi-product,vanGZ_cluster,,
Enterobacter bugandensis,Enterobacter,Multi-product,vanG_cluster,,
Enterobacter bugandensis,Enterobacter,Meat/Poultry,vanA_YXcluster,,
Enterobacter bugandensis,Enterobacter,Meat/Poultry,vanA_cluster,,
Enterobacter bugandensis,Enterobacter,Meat/Poultry,vanB_YXcluster,,
Enterobacter bugandensis,Enterobacter,Meat/Poultry,vanB_cluster,,
Enterobacter bugandensis,Enterobacter,Meat/Poultry,vanRSPt_cluster,,
Enterobacter bugandensis,Enterobacter,Meat/Poultry,vanGZ_cluster,,
Enterobacter bugandensis,Enterobacter,Meat/Poultry,vanG_cluster,,
Enterobacter bugandensis,Enterobacter,Dairy,vanA_YXcluster,,
Enterobacter bugandensis,Enterobacter,Dairy,vanA_cluster,,
Enterobacter bugandensis,Enterobacter,Dairy,vanB_YXcluster,,
Enterobacter bugandensis,Enterobacter,Dairy,vanB_cluster,,
Enterobacter bugandensis,Enterobacter,Dairy,vanRSPt_cluster,,
Enterobacter bugandensis,Enterobacter,Dairy,vanGZ_cluster,,
Enterobacter bugandensis,Enterobacter,Dairy,vanG_cluster,,
Enterobacter bugandensis,Enterobacter,Fruit/Vegetables,vanA_YXcluster,5,0
