Species,Genus,Source,Cluster,total_source,number
Enterobacter hormaechei,Enterobacter,Dairy,vanGZ_cluster,1,0
Enterobacter hormaechei,Enterobacter,Dairy,vanG_cluster,1,0
Enterobacter hormaechei,Enterobacter,Fruit/Vegetables,vanA_YXcluster,9,0
Enterobacter hormaechei,Enterobacter,Fruit/Vegetables,vanA_cluster,9,0
Enterobacter hormaechei,Enterobacter,Fruit/Vegetables,vanB_YXcluster,9,0
Enterobacter hormaechei,Enterobacter,Fruit/Vegetables,vanB_cluster,9,0
Enterobacter hormaechei,Enterobacter,Fruit/Vegetables,vanRSPt_cluster,9,0
Enterobacter hormaechei,Enterobacter,Fruit/Vegetables,vanGZ_cluster,9,0
Enterobacter hormaechei,Enterobacter,Fruit/Vegetables,vanG_cluster,9,0
Enterobacter hormaechei,Enterobacter,Clinical,vanA_YXcluster,5214,0
Enterobacter hormaechei,Enterobacter,Clinical,vanA_cluster,5214,0
Enterobacter hormaechei,Enterobacter,Clinical,vanB_YXcluster,5214,0
Enterobacter hormaechei,Enterobacter,Clinical,vanB_cluster,5214,0
Enterobacter hormaechei,Enterobacter,Clinical,vanRSPt_cluster,5214,0
Enterobacter hormaechei,Enterobacter,Clinical,vanGZ_cluster,5214,0
Enterobacter hormaechei,Enterobacter,Clinical,vanG_cluster,5214,0
Enterobacter kobei,Enterobacter,Raw pet food,vanA_YXcluster,,
Enterobacter kobei,Enterobacter,Raw pet food,vanA_cluster,,
Enterobacter kobei,Enterobacter,Raw pet food,vanB_YXcluster,,
Enterobacter kobei,Enterobacter,Raw pet food,vanB_cluster,,
Enterobacter kobei,Enterobacter,Raw pet food,vanRSPt_cluster,,
Enterobacter kobei,Enterobacter,Raw pet food,vanGZ_cluster,,
Enterobacter kobei,Enterobacter,Raw pet food,vanG_cluster,,
Enterobacter kobei,Enterobacter,Pet food,vanA_YXcluster,,
Enterobacter kobei,Enterobacter,Pet food,vanA_cluster,,
Enterobacter kobei,Enterobacter,Pet food,vanB_YXcluster,,
Enterobacter kobei,Enterobacter,Pet food,vanB_cluster,,
Enterobacter kobei,Enterobacter,Pet food,vanRSPt_cluster,,
Enterobacter kobei,Enterobacter,Pet food,vanGZ_cluster,,
Enterobacter kobei,Enterobacter,Pet food,vanG_cluster,,
Enterobacter kobei,Enterobacter,Egg,vanA_YXcluster,,
Enterobacter kobei,Enterobacter,Egg,vanA_cluster,,
Enterobacter kobei,Enterobacter,Egg,vanB_YXcluster,,
Enterobacter kobei,Enterobacter,Egg,vanB_cluster,,
Enterobacter kobei,Enterobacter,Egg,vanRSPt_cluster,,
Enterobacter kobei,Enterobacter,Egg,vanGZ_cluster,,
Enterobacter kobei,Enterobacter,Egg,vanG_cluster,,
Enterobacter kobei,Enterobacter,Fish/Seafood,vanA_YXcluster,,
Enterobacter kobei,Enterobacter,Fish/Seafood,vanA_cluster,,
Enterobacter kobei,Enterobacter,Fish/Seafood,vanB_YXcluster,,
Enterobacter kobei,Enterobacter,Fish/Seafood,vanB_cluster,,
Enterobacter kobei,Enterobacter,Fish/Seafood,vanRSPt_cluster,,
Enterobacter kobei,Enterobacter,Fish/Seafood,vanGZ_cluster,,
Enterobacter kobei,Enterobacter,Fish/Seafood,vanG_cluster,,
Enterobacter kobei,Enterobacter,Multi-product,vanA_YXcluster,,
Enterobacter kobei,Enterobacter,Multi-product,vanA_cluster,,
Enterobacter kobei,Enterobacter,Multi-product,vanB_YXcluster,,
Enterobacter kobei,Enterobacter,Multi-product,vanB_cluster,,
Enterobacter kobei,Enterobacter,Multi-product,vanRSPt_cluster,,
Enterobacter kobei,Enterobacter,Multi-product,vanGZ_cluster,,
Enterobacter kobei,Enterobacter,Multi-product,vanG_cluster,,
Enterobacter kobei,Enterobacter,Meat/Poultry,vanA_YXcluster,,
Enterobacter kobei,Enterobacter,Meat/Poultry,vanA_cluster,,
Enterobacter kobei,Enterobacter,Meat/Poultry,vanB_YXcluster,,
Enterobacter kobei,Enterobacter,Meat/Poultry,vanB_cluster,,
Enterobacter kobei,Enterobacter,Meat/Poultry,vanRSPt_cluster,,
Enterobacter kobei,Enterobacter,Meat/Poultry,vanGZ_cluster,,
Enterobacter kobei,Enterobacter,Meat/Poultry,vanG_cluster,,
Enterobacter kobei,Enterobacter,Dairy,vanA_YXcluster,,
Enterobacter kobei,Enterobacter,Dairy,vanA_cluster,,
Enterobacter kobei,Enterobacter,Dairy,vanB_YXcluster,,
Enterobacter kobei,Enterobacter,Dairy,vanB_cluster,,
Enterobacter kobei,Enterobacter,Dairy,vanRSPt_cluster,,
Enterobacter kobei,Enterobacter,Dairy,vanGZ_cluster,,
Enterobacter kobei,Enterobacter,Dairy,vanG_cluster,,
Enterobacter kobei,Enterobacter,Fruit/Vegetables,vanA_YXcluster,2,0
Enterobacter kobei,Enterobacter,Fruit/Vegetables,vanA_cluster,2,0
Enterobacter kobei,Enterobacter,Fruit/Vegetables,vanB_YXcluster,2,0
Enterobacter kobei,Enterobacter,Fruit/Vegetables,vanB_cluster,2,0
Enterobacter kobei,Enterobacter,Fruit/Vegetables,vanRSPt_cluster,2,0
Enterobacter kobei,Enterobacter,Fruit/Vegetables,vanGZ_cluster,2,0
Enterobacter kobei,Enterobacter,Fruit/Vegetables,vanG_cluster,2,0
Enterobacter kobei,Enterobacter,Clinical,vanA_YXcluster,442,0
Enterobacter kobei,Enterobacter,Clinical,vanA_cluster,442,0
Enterobacter kobei,Enterobacter,Clinical,vanB_YXcluster,442,0
Enterobacter kobei,Enterobacter,Clinical,vanB_cluster,442,0
Enterobacter kobei,Enterobacter,Clinical,vanRSPt_cluster,442,0
Enterobacter kobei,Enterobacter,Clinical,vanGZ_cluster,442,0
Enterobacter kobei,Enterobacter,Clinical,vanG_cluster,442,0
Enterobacter ludwigii,Enterobacter,Raw pet food,vanA_YXcluster,,
Enterobacter ludwigii,Enterobacter,Raw pet food,vanA_cluster,,
Enterobacter ludwigii,Enterobacter,Raw pet food,vanB_YXcluster,,
Enterobacter ludwigii,Enterobacter,Raw pet food,vanB_cluster,,
Enterobacter ludwigii,Enterobacter,Raw pet food,vanRSPt_cluster,,
Enterobacter ludwigii,Enterobacter,Raw pet food,vanGZ_cluster,,
Enterobacter ludwigii,Enterobacter,Raw pet food,vanG_cluster,,
Enterobacter ludwigii,Enterobacter,Pet food,vanA_YXcluster,,
Enterobacter ludwigii,Enterobacter,Pet food,vanA_cluster,,
Enterobacter ludwigii,Enterobacter,Pet food,vanB_YXcluster,,
Enterobacter ludwigii,Enterobacter,Pet food,vanB_cluster,,
Enterobacter ludwigii,Enterobacter,Pet food,vanRSPt_cluster,,
Enterobacter ludwigii,Enterobacter,Pet food,vanGZ_cluster,,
Enterobacter ludwigii,Enterobacter,Pet food,vanG_cluster,,
Enterobacter ludwigii,Enterobacter,Egg,vanA_YXcluster,,
Enterobacter ludwigii,Enterobacter,Egg,vanA_cluster,,
Enterobacter ludwigii,Enterobacter,Egg,vanB_YXcluster,,
Enterobacter ludwigii,Enterobacter,Egg,vanB_cluster,,
Enterobacter ludwigii,Enterobacter,Egg,vanRSPt_cluster,,
Enterobacter ludwigii,Enterobacter,Egg,vanGZ_cluster,,
Enterobacter ludwigii,Enterobacter,Egg,vanG_cluster,,
Enterobacter ludwigii,Enterobacter,Fish/Seafood,vanA_YXcluster,1,0
Enterobacter ludwigii,Enterobacter,Fish/Seafood,vanA_cluster,1,0
Enterobacter ludwigii,Enterobacter,Fish/Seafood,vanB_YXcluster,1,0
Enterobacter ludwigii,Enterobacter,Fish/Seafood,vanB_cluster,1,0
Enterobacter ludwigii,Enterobacter,Fish/Seafood,vanRSPt_cluster,1,0
Enterobacter ludwigii,Enterobacter,Fish/Seafood,vanGZ_cluster,1,0
Enterobacter ludwigii,Enterobacter,Fish/Seafood,vanG_cluster,1,0
Enterobacter ludwigii,Enterobacter,Multi-product,vanA_YXcluster,,
Enterobacter ludwigii,Enterobacter,Multi-product,vanA_cluster,,
Enterobacter ludwigii,Enterobacter,Multi-product,vanB_YXcluster,,
Enterobacter ludwigii,Enterobacter,Multi-product,vanB_cluster,,
Enterobacter ludwigii,Enterobacter,Multi-product,vanRSPt_cluster,,
Enterobacter ludwigii,Enterobacter,Multi-product,vanGZ_cluster,,
Enterobacter ludwigii,Enterobacter,Multi-product,vanG_cluster,,
Enterobacter ludwigii,Enterobacter,Meat/Poultry,vanA_YXcluster,,
Enterobacter ludwigii,Enterobacter,Meat/Poultry,vanA_cluster,,
Enterobacter ludwigii,Enterobacter,Meat/Poultry,vanB_YXcluster,,
Enterobacter ludwigii,Enterobacter,Meat/Poultry,vanB_cluster,,
Enterobacter ludwigii,Enterobacter,Meat/Poultry,vanRSPt_cluster,,
Enterobacter ludwigii,Enterobacter,Meat/Poultry,vanGZ_cluster,,
Enterobacter ludwigii,Enterobacter,Meat/Poultry,vanG_cluster,,
Enterobacter ludwigii,Enterobacter,Dairy,vanA_YXcluster,,
Enterobacter ludwigii,Enterobacter,Dairy,vanA_cluster,,
Enterobacter ludwigii,Enterobacter,Dairy,vanB_YXcluster,,
Enterobacter ludwigii,Enterobacter,Dairy,vanB_cluster,,
Enterobacter ludwigii,Enterobacter,Dairy,vanRSPt_cluster,,
Enterobacter ludwigii,Enterobacter,Dairy,vanGZ_cluster,,
Enterobacter ludwigii,Enterobacter,Dairy,vanG_cluster,,
Enterobacter ludwigii,Enterobacter,Fruit/Vegetables,vanA_YXcluster,1,0
Enterobacter ludwigii,Enterobacter,Fruit/Vegetables,vanA_cluster,1,0
Enterobacter ludwigii,Enterobacter,Fruit/Vegetables,vanB_YXcluster,1,0
Enterobacter ludwigii,Enterobacter,Fruit/Vegetables,vanB_cluster,1,0
Enterobacter ludwigii,Enterobacter,Fruit/Vegetables,vanRSPt_cluster,1,0
Enterobacter ludwigii,Enterobacter,Fruit/Vegetables,vanGZ_cluster,1,0
Enterobacter ludwigii,Enterobacter,Fruit/Vegetables,vanG_cluster,1,0
Enterobacter ludwigii,Enterobacter,Clinical,vanA_YXcluster,126,0
Enterobacter ludwigii,Enterobacter,Clinical,vanA_cluster,126,0
Enterobacter ludwigii,Enterobacter,Clinical,vanB_YXcluster,126,0
Enterobacter ludwigii,Enterobacter,Clinical,vanB_cluster,126,0
Enterobacter ludwigii,Enterobacter,Clinical,vanRSPt_cluster,126,0
Enterobacter ludwigii,Enterobacter,Clinical,vanGZ_cluster,126,0
Enterobacter ludwigii,Enterobacter,Clinical,vanG_cluster,126,0
Enterobacter mori,Enterobacter,Raw pet food,vanA_YXcluster,,
Enterobacter mori,Enterobacter,Raw pet food,vanA_cluster,,
Enterobacter mori,Enterobacter,Raw pet food,vanB_YXcluster,,
Enterobacter mori,Enterobacter,Raw pet food,vanB_cluster,,
Enterobacter mori,Enterobacter,Raw pet food,vanRSPt_cluster,,
Enterobacter mori,Enterobacter,Raw pet food,vanGZ_cluster,,
Enterobacter mori,Enterobacter,Raw pet food,vanG_cluster,,
Enterobacter mori,Enterobacter,Pet food,vanA_YXcluster,,
Enterobacter mori,Enterobacter,Pet food,vanA_cluster,,
Enterobacter mori,Enterobacter,Pet food,vanB_YXcluster,,
Enterobacter mori,Enterobacter,Pet food,vanB_cluster,,
Enterobacter mori,Enterobacter,Pet food,vanRSPt_cluster,,
Enterobacter mori,Enterobacter,Pet food,vanGZ_cluster,,
Enterobacter mori,Enterobacter,Pet food,vanG_cluster,,
Enterobacter mori,Enterobacter,Egg,vanA_YXcluster,,
Enterobacter mori,Enterobacter,Egg,vanA_cluster,,
Enterobacter mori,Enterobacter,Egg,vanB_YXcluster,,
Enterobacter mori,Enterobacter,Egg,vanB_cluster,,
Enterobacter mori,Enterobacter,Egg,vanRSPt_cluster,,
Enterobacter mori,Enterobacter,Egg,vanGZ_cluster,,
Enterobacter mori,Enterobacter,Egg,vanG_cluster,,
Enterobacter mori,Enterobacter,Fish/Seafood,vanA_YXcluster,,
Enterobacter mori,Enterobacter,Fish/Seafood,vanA_cluster,,
Enterobacter mori,Enterobacter,Fish/Seafood,vanB_YXcluster,,
Enterobacter mori,Enterobacter,Fish/Seafood,vanB_cluster,,
Enterobacter mori,Enterobacter,Fish/Seafood,vanRSPt_cluster,,
Enterobacter mori,Enterobacter,Fish/Seafood,vanGZ_cluster,,
Enterobacter mori,Enterobacter,Fish/Seafood,vanG_cluster,,
Enterobacter mori,Enterobacter,Multi-product,vanA_YXcluster,,
Enterobacter mori,Enterobacter,Multi-product,vanA_cluster,,
Enterobacter mori,Enterobacter,Multi-product,vanB_YXcluster,,
Enterobacter mori,Enterobacter,Multi-product,vanB_cluster,,
Enterobacter mori,Enterobacter,Multi-product,vanRSPt_cluster,,
Enterobacter mori,Enterobacter,Multi-product,vanGZ_cluster,,
Enterobacter mori,Enterobacter,Multi-product,vanG_cluster,,
Enterobacter mori,Enterobacter,Meat/Poultry,vanA_YXcluster,,
Enterobacter mori,Enterobacter,Meat/Poultry,vanA_cluster,,
Enterobacter mori,Enterobacter,Meat/Poultry,vanB_YXcluster,,
Enterobacter mori,Enterobacter,Meat/Poultry,vanB_cluster,,
Enterobacter mori,Enterobacter,Meat/Poultry,vanRSPt_cluster,,
Enterobacter mori,Enterobacter,Meat/Poultry,vanGZ_cluster,,
Enterobacter mori,Enterobacter,Meat/Poultry,vanG_cluster,,
Enterobacter mori,Enterobacter,Dairy,vanA_YXcluster,,
Enterobacter mori,Enterobacter,Dairy,vanA_cluster,,
Enterobacter mori,Enterobacter,Dairy,vanB_YXcluster,,
Enterobacter mori,Enterobacter,Dairy,vanB_cluster,,
Enterobacter mori,Enterobacter,Dairy,vanRSPt_cluster,,
Enterobacter mori,Enterobacter,Dairy,vanGZ_cluster,,
Enterobacter mori,Enterobacter,Dairy,vanG_cluster,,
Enterobacter mori,Enterobacter,Fruit/Vegetables,vanA_YXcluster,,
Enterobacter mori,Enterobacter,Fruit/Vegetables,vanA_cluster,,
Enterobacter mori,Enterobacter,Fruit/Vegetables,vanB_YXcluster,,
Enterobacter mori,Enterobacter,Fruit/Vegetables,vanB_cluster,,
Enterobacter mori,Enterobacter,Fruit/Vegetables,vanRSPt_cluster,,
Enterobacter mori,Enterobacter,Fruit/Vegetables,vanGZ_cluster,,
Enterobacter mori,Enterobacter,Fruit/Vegetables,vanG_cluster,,
Enterobacter mori,Enterobacter,Clinical,vanA_YXcluster,24,0
Enterobacter mori,Enterobacter,Clinical,vanA_cluster,24,0
Enterobacter mori,Enterobacter,Clinical,vanB_YXcluster,24,0
Enterobacter mori,Enterobacter,Clinical,vanB_cluster,24,0
Enterobacter mori,Enterobacter,Clinical,vanRSPt_cluster,24,0
Enterobacter mori,Enterobacter,Clinical,vanGZ_cluster,24,0
Enterobacter mori,Enterobacter,Clinical,vanG_cluster,24,0
Enterobacter oligotrophicus,Enterobacter,Raw pet food,vanA_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Raw pet food,vanA_cluster,,
Enterobacter oligotrophicus,Enterobacter,Raw pet food,vanB_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Raw pet food,vanB_cluster,,
Enterobacter oligotrophicus,Enterobacter,Raw pet food,vanRSPt_cluster,,
Enterobacter oligotrophicus,Enterobacter,Raw pet food,vanGZ_cluster,,
Enterobacter oligotrophicus,Enterobacter,Raw pet food,vanG_cluster,,
Enterobacter oligotrophicus,Enterobacter,Pet food,vanA_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Pet food,vanA_cluster,,
Enterobacter oligotrophicus,Enterobacter,Pet food,vanB_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Pet food,vanB_cluster,,
Enterobacter oligotrophicus,Enterobacter,Pet food,vanRSPt_cluster,,
Enterobacter oligotrophicus,Enterobacter,Pet food,vanGZ_cluster,,
Enterobacter oligotrophicus,Enterobacter,Pet food,vanG_cluster,,
Enterobacter oligotrophicus,Enterobacter,Egg,vanA_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Egg,vanA_cluster,,
Enterobacter oligotrophicus,Enterobacter,Egg,vanB_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Egg,vanB_cluster,,
Enterobacter oligotrophicus,Enterobacter,Egg,vanRSPt_cluster,,
Enterobacter oligotrophicus,Enterobacter,Egg,vanGZ_cluster,,
Enterobacter oligotrophicus,Enterobacter,Egg,vanG_cluster,,
Enterobacter oligotrophicus,Enterobacter,Fish/Seafood,vanA_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Fish/Seafood,vanA_cluster,,
Enterobacter oligotrophicus,Enterobacter,Fish/Seafood,vanB_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Fish/Seafood,vanB_cluster,,
Enterobacter oligotrophicus,Enterobacter,Fish/Seafood,vanRSPt_cluster,,
Enterobacter oligotrophicus,Enterobacter,Fish/Seafood,vanGZ_cluster,,
Enterobacter oligotrophicus,Enterobacter,Fish/Seafood,vanG_cluster,,
Enterobacter oligotrophicus,Enterobacter,Multi-product,vanA_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Multi-product,vanA_cluster,,
Enterobacter oligotrophicus,Enterobacter,Multi-product,vanB_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Multi-product,vanB_cluster,,
Enterobacter oligotrophicus,Enterobacter,Multi-product,vanRSPt_cluster,,
Enterobacter oligotrophicus,Enterobacter,Multi-product,vanGZ_cluster,,
Enterobacter oligotrophicus,Enterobacter,Multi-product,vanG_cluster,,
Enterobacter oligotrophicus,Enterobacter,Meat/Poultry,vanA_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Meat/Poultry,vanA_cluster,,
Enterobacter oligotrophicus,Enterobacter,Meat/Poultry,vanB_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Meat/Poultry,vanB_cluster,,
Enterobacter oligotrophicus,Enterobacter,Meat/Poultry,vanRSPt_cluster,,
Enterobacter oligotrophicus,Enterobacter,Meat/Poultry,vanGZ_cluster,,
Enterobacter oligotrophicus,Enterobacter,Meat/Poultry,vanG_cluster,,
Enterobacter oligotrophicus,Enterobacter,Dairy,vanA_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Dairy,vanA_cluster,,
Enterobacter oligotrophicus,Enterobacter,Dairy,vanB_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Dairy,vanB_cluster,,
Enterobacter oligotrophicus,Enterobacter,Dairy,vanRSPt_cluster,,
Enterobacter oligotrophicus,Enterobacter,Dairy,vanGZ_cluster,,
Enterobacter oligotrophicus,Enterobacter,Dairy,vanG_cluster,,
Enterobacter oligotrophicus,Enterobacter,Fruit/Vegetables,vanA_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Fruit/Vegetables,vanA_cluster,,
Enterobacter oligotrophicus,Enterobacter,Fruit/Vegetables,vanB_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Fruit/Vegetables,vanB_cluster,,
Enterobacter oligotrophicus,Enterobacter,Fruit/Vegetables,vanRSPt_cluster,,
Enterobacter oligotrophicus,Enterobacter,Fruit/Vegetables,vanGZ_cluster,,
Enterobacter oligotrophicus,Enterobacter,Fruit/Vegetables,vanG_cluster,,
Enterobacter oligotrophicus,Enterobacter,Clinical,vanA_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Clinical,vanA_cluster,,
Enterobacter oligotrophicus,Enterobacter,Clinical,vanB_YXcluster,,
Enterobacter oligotrophicus,Enterobacter,Clinical,vanB_cluster,,
Enterobacter oligotrophicus,Enterobacter,Clinical,vanRSPt_cluster,,
Enterobacter oligotrophicus,Enterobacter,Clinical,vanGZ_cluster,,
Enterobacter oligotrophicus,Enterobacter,Clinical,vanG_cluster,,
Enterobacter roggenkampii,Enterobacter,Raw pet food,vanA_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Raw pet food,vanA_cluster,,
Enterobacter roggenkampii,Enterobacter,Raw pet food,vanB_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Raw pet food,vanB_cluster,,
Enterobacter roggenkampii,Enterobacter,Raw pet food,vanRSPt_cluster,,
Enterobacter roggenkampii,Enterobacter,Raw pet food,vanGZ_cluster,,
Enterobacter roggenkampii,Enterobacter,Raw pet food,vanG_cluster,,
Enterobacter roggenkampii,Enterobacter,Pet food,vanA_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Pet food,vanA_cluster,,
Enterobacter roggenkampii,Enterobacter,Pet food,vanB_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Pet food,vanB_cluster,,
Enterobacter roggenkampii,Enterobacter,Pet food,vanRSPt_cluster,,
Enterobacter roggenkampii,Enterobacter,Pet food,vanGZ_cluster,,
Enterobacter roggenkampii,Enterobacter,Pet food,vanG_cluster,,
Enterobacter roggenkampii,Enterobacter,Egg,vanA_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Egg,vanA_cluster,,
Enterobacter roggenkampii,Enterobacter,Egg,vanB_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Egg,vanB_cluster,,
Enterobacter roggenkampii,Enterobacter,Egg,vanRSPt_cluster,,
Enterobacter roggenkampii,Enterobacter,Egg,vanGZ_cluster,,
Enterobacter roggenkampii,Enterobacter,Egg,vanG_cluster,,
Enterobacter roggenkampii,Enterobacter,Fish/Seafood,vanA_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Fish/Seafood,vanA_cluster,,
Enterobacter roggenkampii,Enterobacter,Fish/Seafood,vanB_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Fish/Seafood,vanB_cluster,,
Enterobacter roggenkampii,Enterobacter,Fish/Seafood,vanRSPt_cluster,,
Enterobacter roggenkampii,Enterobacter,Fish/Seafood,vanGZ_cluster,,
Enterobacter roggenkampii,Enterobacter,Fish/Seafood,vanG_cluster,,
Enterobacter roggenkampii,Enterobacter,Multi-product,vanA_YXcluster,1,0
Enterobacter roggenkampii,Enterobacter,Multi-product,vanA_cluster,1,0
Enterobacter roggenkampii,Enterobacter,Multi-product,vanB_YXcluster,1,0
Enterobacter roggenkampii,Enterobacter,Multi-product,vanB_cluster,1,0
Enterobacter roggenkampii,Enterobacter,Multi-product,vanRSPt_cluster,1,0
Enterobacter roggenkampii,Enterobacter,Multi-product,vanGZ_cluster,1,0
Enterobacter roggenkampii,Enterobacter,Multi-product,vanG_cluster,1,0
Enterobacter roggenkampii,Enterobacter,Meat/Poultry,vanA_YXcluster,1,0
Enterobacter roggenkampii,Enterobacter,Meat/Poultry,vanA_cluster,1,0
Enterobacter roggenkampii,Enterobacter,Meat/Poultry,vanB_YXcluster,1,0
Enterobacter roggenkampii,Enterobacter,Meat/Poultry,vanB_cluster,1,0
Enterobacter roggenkampii,Enterobacter,Meat/Poultry,vanRSPt_cluster,1,0
Enterobacter roggenkampii,Enterobacter,Meat/Poultry,vanGZ_cluster,1,0
Enterobacter roggenkampii,Enterobacter,Meat/Poultry,vanG_cluster,1,0
Enterobacter roggenkampii,Enterobacter,Dairy,vanA_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Dairy,vanA_cluster,,
Enterobacter roggenkampii,Enterobacter,Dairy,vanB_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Dairy,vanB_cluster,,
Enterobacter roggenkampii,Enterobacter,Dairy,vanRSPt_cluster,,
Enterobacter roggenkampii,Enterobacter,Dairy,vanGZ_cluster,,
Enterobacter roggenkampii,Enterobacter,Dairy,vanG_cluster,,
Enterobacter roggenkampii,Enterobacter,Fruit/Vegetables,vanA_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Fruit/Vegetables,vanA_cluster,,
Enterobacter roggenkampii,Enterobacter,Fruit/Vegetables,vanB_YXcluster,,
Enterobacter roggenkampii,Enterobacter,Fruit/Vegetables,vanB_cluster,,
Enterobacter roggenkampii,Enterobacter,Fruit/Vegetables,vanRSPt_cluster,,
Enterobacter roggenkampii,Enterobacter,Fruit/Vegetables,vanGZ_cluster,,
Enterobacter roggenkampii,Enterobacter,Fruit/Vegetables,vanG_cluster,,
Enterobacter roggenkampii,Enterobacter,Clinical,vanA_YXcluster,347,0
Enterobacter roggenkampii,Enterobacter,Clinical,vanA_cluster,347,0
Enterobacter roggenkampii,Enterobacter,Clinical,vanB_YXcluster,347,0
Enterobacter roggenkampii,Enterobacter,Clinical,vanB_cluster,347,0
Enterobacter roggenkampii,Enterobacter,Clinical,vanRSPt_cluster,347,0
Enterobacter roggenkampii,Enterobacter,Clinical,vanGZ_cluster,347,0
Enterobacter roggenkampii,Enterobacter,Clinical,vanG_cluster,347,0
Enterobacter sichuanensis,Enterobacter,Raw pet food,vanA_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Raw pet food,vanA_cluster,,
Enterobacter sichuanensis,Enterobacter,Raw pet food,vanB_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Raw pet food,vanB_cluster,,
Enterobacter sichuanensis,Enterobacter,Raw pet food,vanRSPt_cluster,,
Enterobacter sichuanensis,Enterobacter,Raw pet food,vanGZ_cluster,,
Enterobacter sichuanensis,Enterobacter,Raw pet food,vanG_cluster,,
Enterobacter sichuanensis,Enterobacter,Pet food,vanA_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Pet food,vanA_cluster,,
Enterobacter sichuanensis,Enterobacter,Pet food,vanB_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Pet food,vanB_cluster,,
Enterobacter sichuanensis,Enterobacter,Pet food,vanRSPt_cluster,,
Enterobacter sichuanensis,Enterobacter,Pet food,vanGZ_cluster,,
Enterobacter sichuanensis,Enterobacter,Pet food,vanG_cluster,,
Enterobacter sichuanensis,Enterobacter,Egg,vanA_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Egg,vanA_cluster,,
Enterobacter sichuanensis,Enterobacter,Egg,vanB_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Egg,vanB_cluster,,
Enterobacter sichuanensis,Enterobacter,Egg,vanRSPt_cluster,,
Enterobacter sichuanensis,Enterobacter,Egg,vanGZ_cluster,,
Enterobacter sichuanensis,Enterobacter,Egg,vanG_cluster,,
Enterobacter sichuanensis,Enterobacter,Fish/Seafood,vanA_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Fish/Seafood,vanA_cluster,,
Enterobacter sichuanensis,Enterobacter,Fish/Seafood,vanB_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Fish/Seafood,vanB_cluster,,
Enterobacter sichuanensis,Enterobacter,Fish/Seafood,vanRSPt_cluster,,
Enterobacter sichuanensis,Enterobacter,Fish/Seafood,vanGZ_cluster,,
Enterobacter sichuanensis,Enterobacter,Fish/Seafood,vanG_cluster,,
Enterobacter sichuanensis,Enterobacter,Multi-product,vanA_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Multi-product,vanA_cluster,,
Enterobacter sichuanensis,Enterobacter,Multi-product,vanB_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Multi-product,vanB_cluster,,
Enterobacter sichuanensis,Enterobacter,Multi-product,vanRSPt_cluster,,
Enterobacter sichuanensis,Enterobacter,Multi-product,vanGZ_cluster,,
Enterobacter sichuanensis,Enterobacter,Multi-product,vanG_cluster,,
Enterobacter sichuanensis,Enterobacter,Meat/Poultry,vanA_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Meat/Poultry,vanA_cluster,,
Enterobacter sichuanensis,Enterobacter,Meat/Poultry,vanB_YXcluster,,
Enterobacter sichuanensis,Enterobacter,Meat/Poultry,vanB_cluster,,
Enterobacter sichuanensis,Enterobacter,Meat/Poultry,vanRSPt_cluster,,
Enterobacter sichuanensis,Enterobacter,Meat/Poultry,vanGZ_cluster,,
Enterobacter sichuanensis,Enterobacter,Meat/Poultry,vanG_cluster,,
Enterobacter sichuanensis,Enterobacter,Dairy,vanA_YXcluster,,
